Player,Year,player_efficiency,WS/48,OBPM,2P,BPM,FT,MP,G,PTS,DBPM,2PA,PER
Jeremy Lin,1.0,19.58673085106384,0.13999999999999987,2.0,147.0,2.200000000000002,146.0,940.0,35.0,512.0,0.19999999999999987,308.0,19.899999999999995
Jeremy Lin,2.0,15.75419696969697,0.099,0.4,309.0,0.3,216.0,2640.0,82.0,1095.0,-0.1,640.0,14.9
Jeremy Lin,3.0,14.915660175267767,0.103,0.6,213.0,-0.4,218.0,2054.0,71.0,890.0,-1.0,433.0,14.3
Jeremy Lin,4.0,15.739435762978506,0.068,0.5,212.0,-0.8000000000000002,213.0,1907.0,74.0,832.0,-1.3,478.0,15.6
Jeremy Lin,5.0,14.526077148437507,0.08199999999999999,-0.9,224.0,-1.1,238.0,2048.0,78.0,914.0,-0.2,502.0,13.8
Jeremy Lin,6.0,22.06691959229898,0.115,2.5,117.0,2.0,115.0,883.0,36.0,523.0,-0.5,244.0,19.2
J.R. Reid,0.0,11.890322659100118,0.034000000000000016,-2.6,360.0,-2.100000000000001,182.0,2467.0,80.0,902.0,0.5,771.0,10.800000000000004
J.R. Reid,1.0,16.59221718377089,0.08199999999999999,-1.3,213.0,-1.3999999999999992,134.0,1257.0,51.0,560.0,0.0,432.0,14.100000000000005
J.R. Reid,2.0,13.590474827768938,0.08200000000000006,-2.2333333333333294,188.66666666666663,-2.5,142.66666666666666,1258.0,55.33333333333334,520.0,-0.26666666666666666,393.33333333333326,12.466666666666667
J.R. Reid,3.0,14.713322916666666,0.107,-0.6,260.0,-1.5,107.0,1344.0,70.0,627.0,-0.9,527.0,14.7
J.R. Reid,4.0,13.268671136653893,0.106,-2.2,200.0,-1.0,160.0,1566.0,81.0,563.0,1.3,394.0,12.7
J.R. Reid,5.0,10.766220868240671,0.09066666666666667,-3.2333333333333334,106.66666666666669,-2.433333333333334,71.33333333333333,875.3333333333335,43.33333333333334,284.6666666666667,0.8000000000000002,215.33333333333331,10.6
J.R. Reid,6.0,11.052477908025248,0.0759999999999999,-2.4000000000000035,143.0,-2.8000000000000043,89.0,1109.0,79.0,384.0,-0.3999999999999994,310.0,11.299999999999983
J.R. Reid,7.0,12.766132167152573,0.11200000000000004,-1.2,88.0,-1.0666666666666669,70.0,686.0,27.33333333333333,246.0,0.09999999999999992,184.0,13.433333333333335
J.R. Reid,8.0,8.744102990033218,0.05900000000000012,-2.599999999999998,52.0,-3.5,43.0,602.0,34.0,150.0,-0.9000000000000011,120.0,9.0
J.R. Reid,9.0,15.237871794871793,0.17400000000000015,0.8999999999999992,2.0,1.299999999999999,6.0,39.0,6.0,10.0,0.3000000000000002,5.0,15.700000000000005
Antawn Jamison,0.0,15.126661625708886,0.105,-1.1,175.0,-1.1,90.0,1058.0,47.0,449.0,0.0,384.0,16.6
Antawn Jamison,1.0,16.763898457583547,0.043,0.2,354.0,-1.9,127.0,1556.0,43.0,841.0,-2.1,749.0,16.7
Antawn Jamison,2.0,18.51128756629346,0.094,2.1,738.0,0.0,382.0,3394.0,82.0,2044.0,-2.1,1607.0,19.0
Antawn Jamison,3.0,17.078239696669968,0.101,1.8,546.0,-0.2,323.0,3033.0,82.0,1619.0,-2.0,1165.0,17.1
Antawn Jamison,4.0,18.39389584624922,0.126,2.7,626.0,0.3,375.0,3226.0,82.0,1822.0,-2.4,1262.0,19.0
Antawn Jamison,5.0,20.61885311447812,0.183,3.4,472.0,1.4,220.0,2376.0,82.0,1212.0,-1.9,873.0,21.2
Antawn Jamison,6.0,16.371257965451058,0.1,0.6,448.0,-1.2,225.0,2605.0,68.0,1334.0,-1.8,981.0,16.900000000000002
Antawn Jamison,7.0,16.938023418491486,0.119,1.0,513.0,0.0,217.0,3288.0,82.0,1684.0,-1.0,1121.0,17.7
Antawn Jamison,8.0,18.243252817430513,0.123,2.4,374.0,0.9,226.0,2662.0,70.0,1388.0,-1.5,760.0,18.4
Antawn Jamison,9.0,19.720816073178703,0.14400000000000002,1.8,498.0,0.3,333.0,3061.0,79.0,1689.0,-1.3999999999999997,1063.0,20.3
Antawn Jamison,10.0,20.578921834625326,0.126,2.8,562.0,0.7,341.0,3096.0,81.0,1801.0,-2.1,1122.0,20.6
Antawn Jamison,11.0,17.302757273482964,0.11633333333333333,0.43333333333333335,262.0,-0.5333333333333333,129.33333333333334,1604.0,44.0,823.3333333333335,-0.9666666666666666,526.0,17.166666666666668
Antawn Jamison,12.0,17.44021498371336,0.067,0.8,283.0,-0.9,171.0,1842.0,56.0,1010.0,-1.7,613.0,16.8
Antawn Jamison,13.0,15.677512319851232,0.07,0.7,330.0,-1.1,185.0,2151.0,65.0,1118.0,-1.8,777.0,16.1
Antawn Jamison,14.0,15.888783618581906,0.12600000000000006,0.6999999999999997,183.0,-1.1000000000000008,94.0,1636.0,76.0,712.0,-1.7999999999999985,342.0,15.299999999999995
Antawn Jamison,15.0,8.622330645161286,0.019,-4.6000000000000005,21.0,-6.0,18.0,248.0,22.0,84.0,-1.4,51.0,7.799999999999998
Ersan Ilyasova,0.0,11.924114080164445,0.05100000000000002,-1.1000000000000003,85.0,-3.3999999999999995,70.0,973.0,66.0,402.0,-2.2999999999999994,215.0,12.099999999999996
Ersan Ilyasova,1.0,16.016999473129612,0.14599999999999996,0.30000000000000016,242.0,0.8000000000000004,113.0,1898.0,81.0,840.0,0.5,488.0,15.7
Ersan Ilyasova,2.0,14.099945514950168,0.121,-1.4,185.0,-0.3,93.0,1505.0,60.0,571.0,1.2,386.0,14.3
Ersan Ilyasova,3.0,20.88593957703928,0.185,2.2,243.0,2.0,143.0,1655.0,60.0,782.0,-0.2,485.0,20.5
Ersan Ilyasova,4.0,19.087355864811133,0.159,1.6999999999999995,276.0,1.8000000000000005,125.0,2012.0,73.0,962.0,0.1,589.0,18.3
Ersan Ilyasova,5.0,14.043176589986466,0.053,-1.1,200.0,-3.2,107.0,1478.0,55.0,618.0,-2.1,448.0,13.8
Ersan Ilyasova,6.0,17.472583017437447,0.146,1.2,189.0,-0.2,69.0,1319.0,58.0,669.0,-1.4,367.0,16.8
Ersan Ilyasova,7.0,14.639164805954273,0.11366666666666665,0.16666666666666655,122.66666666666669,-0.4333333333333333,74.0,1254.0,49.33333333333334,511.33333333333326,-0.5999999999999999,268.0,14.333333333333329
Ersan Ilyasova,8.0,16.83349766573296,0.07399999999999997,-1.3000000000000005,121.0,-1.8500000000000003,80.5,1071.0,41.0,535.5,-0.5000000000000002,244.0,12.6
Wesley Person,0.0,15.51697833333333,0.101,1.7999999999999992,193.0,0.09999999999999984,80.0,1800.0,78.0,814.0,-1.7000000000000013,372.0,14.200000000000019
Wesley Person,1.0,12.989400536604064,0.07400000000000005,0.4000000000000001,273.0,-1.1999999999999995,148.0,2609.0,82.0,1045.0,-1.5,564.0,12.599999999999998
Wesley Person,2.0,16.433430782459155,0.10800000000000007,2.3999999999999995,238.0,1.1999999999999995,91.0,2326.0,80.0,1080.0,-1.1000000000000003,489.0,15.899999999999993
Wesley Person,3.0,14.832854596622887,0.15499999999999986,2.5999999999999965,248.0,4.5,132.0,3198.0,82.0,1204.0,1.9000000000000024,510.0,15.100000000000007
Wesley Person,4.0,13.002093144560359,0.09400000000000004,1.8999999999999992,123.0,1.1000000000000003,32.0,1342.0,45.0,503.0,-0.8000000000000003,237.0,14.4
Wesley Person,5.0,12.212985408560312,0.086,0.1,174.0,-0.7,61.0,2056.0,79.0,727.0,-0.8,404.0,12.0
Wesley Person,6.0,10.854889352818377,0.060999999999999985,-1.0,94.0,-1.8000000000000005,24.0,958.0,44.0,314.0,-0.7999999999999999,208.0,11.599999999999998
Wesley Person,7.0,15.941510562119591,0.119,3.100000000000001,324.0,1.9,99.0,2793.0,78.0,1176.0,-1.1999999999999995,622.0,16.300000000000004
Wesley Person,8.0,13.098971148892325,0.08199999999999995,1.299999999999999,174.0,-0.3000000000000002,79.0,1941.0,66.0,727.0,-1.6,370.0,13.5
Wesley Person,9.0,10.29144262295082,0.04074999999999998,-1.7000000000000015,35.5,-4.199999999999998,15.5,518.5,29.0,169.0,-2.500000000000001,88.0,10.375000000000009
Wesley Person,10.0,14.074820089955018,0.10799999999999978,-0.30000000000000004,44.0,-1.5666666666666669,6.0,444.66666666666674,27.33333333333333,176.0,-1.2666666666666662,91.33333333333331,13.399999999999974
Ray Allen,0.0,13.858753159557665,0.092,1.6,273.0,0.3,205.0,2532.0,82.0,1102.0,-1.2,610.0,14.6
Ray Allen,1.0,15.322965317919072,0.102,2.6,429.0,1.8,342.0,3287.0,82.0,1602.0,-0.8,947.0,16.2
Ray Allen,2.0,16.553484002326936,0.146,4.2,229.0,2.9,176.0,1719.0,50.0,856.0,-1.3,465.0,18.9
Ray Allen,3.0,19.91612801302932,0.157,5.0,470.0,3.0,353.0,3070.0,82.0,1809.0,-2.0,1004.0,20.60000000000001
Ray Allen,4.0,21.747289549376802,0.21100000000000005,6.5,426.0,5.6000000000000005,348.0,3129.0,82.0,1806.0,-0.9000000000000001,842.0,22.9
Ray Allen,5.0,20.87874495049505,0.16899999999999998,6.400000000000002,301.0,4.299999999999999,214.0,2525.0,69.0,1503.0,-2.2,620.0,21.60000000000001
Ray Allen,6.0,19.845284722222225,0.15599999999999994,5.7333333333333325,264.6666666666667,4.000000000000003,210.66666666666663,1920.0,50.66666666666666,1142.0,-1.7000000000000015,553.3333333333334,21.499999999999986
Ray Allen,7.0,20.19052369888476,0.15299999999999994,5.900000000000002,299.0,4.0,245.0,2152.0,56.0,1287.0,-1.7999999999999992,639.0,21.70000000000001
Ray Allen,8.0,19.16847421671018,0.16799999999999998,5.6000000000000005,431.0,3.7,378.0,3064.0,78.0,1867.0,-1.9,938.0,20.9
Ray Allen,9.0,21.47726075446724,0.15,6.7,412.0,3.6,324.0,3022.0,78.0,1955.0,-3.1,847.0,22.2
Ray Allen,10.0,20.973735917079765,0.136,5.4,340.0,3.4,279.0,2219.0,55.0,1454.0,-2.1,710.0,21.6
Ray Allen,11.0,16.602274009146345,0.17700000000000002,3.2,259.0,3.1000000000000005,215.0,2624.0,73.0,1273.0,-0.1,534.0,16.400000000000002
Ray Allen,12.0,17.525025382475658,0.18600000000000005,4.3,300.0,3.9,237.0,2876.0,79.0,1434.0,-0.3,554.0,17.3
Ray Allen,13.0,15.698489180560484,0.135,2.3,319.0,1.7,231.0,2819.0,80.0,1304.0,-0.7,574.0,15.2
Ray Allen,14.0,16.523623183391006,0.166,3.200000000000001,312.0,3.5999999999999983,193.0,2890.0,80.0,1321.0,0.4000000000000002,600.0,16.39999999999999
Ray Allen,15.0,14.617445367412143,0.145,2.3999999999999995,120.0,2.6,97.0,1565.0,46.0,655.0,0.29999999999999993,259.0,14.800000000000008
Ray Allen,16.0,14.590486977886972,0.126,1.7,153.0,0.2,140.0,2035.0,79.0,863.0,-1.5,319.0,14.7
Ray Allen,17.0,12.760238119834707,0.101,1.3,124.0,0.1,105.0,1936.0,73.0,701.0,-1.2,234.0,12.8
Dwayne Schintzius,0.0,11.227517587939696,0.027000000000000003,-6.5,68.0,-6.2,22.0,398.0,42.0,158.0,0.3,153.0,10.1
Dwayne Schintzius,1.0,12.064435000000001,0.04499999999999997,-4.399999999999997,50.0,-3.8000000000000056,10.0,400.0,33.0,110.0,0.5,113.0,10.600000000000014
Dwayne Schintzius,2.0,13.424542857142857,0.149,-3.2999999999999994,2.0,0.5,3.0,35.0,5.0,7.0,3.8000000000000007,7.0,12.5
Dwayne Schintzius,3.0,8.029332288401259,0.029,-5.8,29.0,-4.4,10.0,319.0,30.0,68.0,1.4,84.0,7.8
Dwayne Schintzius,4.0,8.29391823899371,-0.012,-6.5,41.0,-6.3,6.0,318.0,43.0,88.0,0.2,108.0,8.2
Dwayne Schintzius,5.0,11.730902356902359,0.05399999999999995,-4.099999999999997,49.0,-3.1999999999999966,13.0,297.0,33.0,111.0,0.8999999999999989,110.0,11.899999999999983
Dwayne Schintzius,6.0,7.8375,0.002,-5.799999999999999,12.0,-5.3,7.0,116.0,15.0,34.0,0.5,34.0,8.1
Dwayne Schintzius,7.0,0.1294925373134301,-0.138,-9.5,4.0,-9.0,3.0,67.0,16.0,11.0,0.6,16.0,0.7
Solomon Jones,0.0,11.862899399399396,0.117,-2.7,65.0,-2.5,59.0,666.0,58.0,189.0,0.2,127.0,12.3
Solomon Jones,1.0,7.081027586206898,0.0,-7.3,12.0,-11.5,11.0,145.0,35.0,35.0,-4.3,28.0,6.8
Solomon Jones,2.0,12.049890370370369,0.13799999999999996,-2.0,66.0,-1.3999999999999997,53.0,675.0,63.0,188.0,0.5999999999999999,109.0,12.0
Solomon Jones,3.0,10.70473777777778,0.058,-4.5,78.0,-3.1,51.0,675.0,52.0,207.0,1.4,173.0,9.9
Solomon Jones,4.0,8.899191287878782,0.04199999999999999,-4.099999999999996,49.0,-2.599999999999997,41.0,528.0,39.0,139.0,1.5999999999999992,120.0,8.5
Solomon Jones,5.0,8.827366438356169,0.036333333333333336,-3.4000000000000004,16.0,-1.8333333333333333,12.666666666666664,194.66666666666663,14.0,44.66666666666666,1.5666666666666669,40.66666666666666,8.466666666666665
Solomon Jones,6.0,8.827366438356169,0.036333333333333336,-3.4000000000000004,16.0,-1.8333333333333333,12.666666666666664,194.66666666666663,14.0,44.66666666666666,1.5666666666666669,40.66666666666666,8.466666666666665
Solomon Jones,7.0,6.0082352941176485,0.013,-5.3,6.0,-5.5,2.0,85.0,11.0,14.0,-0.2,17.0,5.8
Eddie House,0.0,10.142943636363633,0.03499999999999999,-2.4000000000000017,85.0,-5.300000000000004,24.0,550.0,50.0,251.0,-2.9000000000000017,192.0,11.600000000000007
Eddie House,1.0,10.609782113821144,0.036000000000000025,-1.5,155.0,-2.700000000000001,42.0,1230.0,64.0,514.0,-1.3000000000000005,367.0,11.599999999999996
Eddie House,2.0,10.661505365853651,0.032,-1.3,136.0,-2.3000000000000003,31.0,1025.0,55.0,411.0,-1.0,324.0,12.099999999999998
Eddie House,3.0,11.129486531986526,0.027000000000000017,-0.4000000000000002,110.0,-2.1000000000000005,36.0,1188.0,60.0,409.0,-1.7000000000000008,313.0,12.0
Eddie House,4.0,15.844717171717171,0.0967500000000001,0.6499999999999999,60.5,-1.275,11.5,445.5,34.0,198.5,-1.9250000000000005,134.5,15.52500000000001
Eddie House,5.0,15.844717171717171,0.09675,0.65,60.5,-1.275,11.5,445.5,34.0,198.5,-1.925,134.5,15.525
Eddie House,6.0,15.811330752990846,0.054000000000000006,0.3,197.0,-2.4,33.0,1421.0,81.0,796.0,-2.7,443.0,15.2
Eddie House,7.0,15.156581395348836,0.09399999999999996,0.6999999999999996,105.0,-2.1000000000000005,33.0,946.0,56.0,468.0,-2.7999999999999985,246.0,15.0
Eddie House,8.0,13.235105405405402,0.12699999999999986,0.5,100.0,0.7999999999999995,33.0,1480.0,78.0,584.0,0.3000000000000003,233.0,13.0
Eddie House,9.0,15.680150101419883,0.158,2.4,98.0,2.0,42.0,1479.0,81.0,691.0,-0.4,220.0,15.4
Eddie House,10.0,11.045762530813477,0.025333333333333343,-1.8333333333333333,62.66666666666666,-3.733333333333333,32.0,811.3333333333335,45.33333333333334,315.3333333333333,-1.9,152.0,9.9
Eddie House,11.0,11.786306748466261,0.10799999999999996,0.2,60.0,-1.200000000000001,38.0,978.0,56.0,362.0,-1.3999999999999997,146.0,11.89999999999999
Wesley Matthews,0.0,13.259438024691365,0.10800000000000004,0.29999999999999993,210.0,-0.20000000000000004,160.0,2025.0,82.0,769.0,-0.5,400.0,12.300000000000002
Wesley Matthews,1.0,15.171858230601888,0.126,2.1,286.0,1.1,266.0,2758.0,82.0,1300.0,-1.1,601.0,15.5
Wesley Matthews,2.0,13.612998204667864,0.104,1.9,185.0,1.3,147.0,2228.0,66.0,904.0,-0.6,426.0,14.1
Wesley Matthews,3.0,14.04920890553475,0.093,2.3,183.0,1.2,149.0,2403.0,69.0,1022.0,-1.1,383.0,14.1
Wesley Matthews,4.0,16.32168741007195,0.142,3.4,244.0,2.4,252.0,2780.0,82.0,1343.0,-0.9,498.0,15.7
Wesley Matthews,5.0,16.279330533596838,0.147,3.8,164.0,3.9,109.0,2024.0,60.0,956.0,0.1,307.0,16.1
Wesley Matthews,6.0,11.4266947806354,0.067,0.7999999999999999,142.0,0.5,126.0,2644.0,78.0,977.0,-0.3,329.0,10.9
Wesley Matthews,7.0,12.702618436873749,0.06,0.20000000000000004,159.0,0.10000000000000002,146.0,2495.0,73.0,986.0,-0.10000000000000002,368.0,11.9
Detlef Schrempf,0.0,21.087160334346503,0.165,2.9,417.0,2.6,441.0,2632.0,82.0,1320.0,-0.3,791.0,18.6
Detlef Schrempf,1.0,22.739156621881005,0.181,3.0,473.0,3.7,365.0,2605.0,80.0,1380.0,0.6,854.0,19.5
Detlef Schrempf,2.0,21.07204196255649,0.161,3.2,509.0,4.1,525.0,3098.0,82.0,1567.0,0.9,1033.0,19.2
Detlef Schrempf,3.0,16.011036290322586,0.14800000000000002,1.2,423.0,1.2,300.0,2728.0,81.0,1212.0,0.1,835.0,14.9
Detlef Schrempf,4.0,22.106124047124037,0.21499999999999989,4.199999999999993,428.0,4.5,437.0,2886.0,82.0,1572.0,0.3000000000000005,816.0,20.29999999999997
Detlef Schrempf,5.0,18.255124545454546,0.1790000000000001,2.300000000000004,287.0,2.300000000000004,287.0,2200.0,63.0,1080.0,0.0,561.0,17.299999999999972
Detlef Schrempf,6.0,18.335597171532847,0.17400000000000002,2.3,299.0,2.7999999999999994,253.0,2192.0,61.0,1022.0,0.5,563.0,18.3
Detlef Schrempf,7.0,18.279365791393143,0.182,2.7,376.0,2.9,297.0,2742.0,78.0,1232.0,0.3,751.0,18.7
Detlef Schrempf,8.0,16.954471388101982,0.158,1.9,225.0,1.9,200.0,1765.0,50.0,752.0,0.0,463.0,18.4
Detlef Schrempf,9.0,13.818656438026473,0.14899999999999958,0.0999999999999998,166.0,1.0,179.0,1662.0,77.0,574.0,0.9000000000000011,381.0,14.5
Detlef Schrempf,10.0,9.180322418136024,0.05699999999999996,-3.099999999999997,36.0,-3.3,23.0,397.0,26.0,104.0,-0.2,87.0,9.800000000000008
Chris Gatling,0.0,21.62805392156863,0.15599999999999994,0.0,117.0,-0.10000000000000003,72.0,612.0,54.0,306.0,-0.10000000000000003,202.0,18.200000000000006
Chris Gatling,1.0,19.02650320512821,0.12,-0.6,249.0,-1.3,150.0,1248.0,70.0,648.0,-0.7000000000000001,456.0,16.8
Chris Gatling,2.0,21.08065663580248,0.16799999999999998,0.1,271.0,-0.7000000000000001,129.0,1296.0,82.0,671.0,-0.7999999999999999,460.0,18.7
Chris Gatling,3.0,21.655834013605446,0.129,0.0,324.0,-0.2,148.0,1470.0,58.0,796.0,-0.2,511.0,19.5
Chris Gatling,4.0,20.42767554309739,0.16300000000000006,-0.1333333333333329,217.33333333333331,-0.9666666666666672,92.66666666666669,951.3333333333336,47.33333333333334,527.3333333333334,-0.8666666666666661,377.33333333333326,20.433333333333326
Chris Gatling,5.0,23.307508183943877,0.13333333333333336,-0.6999999999999998,217.33333333333331,-3.4000000000000004,157.33333333333334,855.3333333333335,31.33333333333333,594.0,-2.733333333333334,411.33333333333326,21.73333333333333
Chris Gatling,6.0,15.208706401766007,0.084,-1.7,247.0,-2.4,159.0,1359.0,57.0,656.0,-0.7,541.0,16.0
Chris Gatling,7.0,8.612989677419355,-0.015666666666666676,-4.833333333333332,77.33333333333333,-5.5,24.66666666666667,516.6666666666666,32.0,181.33333333333331,-0.6666666666666667,171.33333333333334,9.4
Chris Gatling,8.0,17.159949751518493,0.10400000000000001,-1.2333333333333334,231.33333333333331,-2.2333333333333334,177.33333333333337,1207.3333333333333,56.66666666666666,676.0,-0.9666666666666668,488.0,17.266666666666666
Chris Gatling,9.0,14.551788023952096,0.068,-1.4,301.0,-3.3,156.0,1670.0,74.0,842.0,-1.9,641.0,15.6
Chris Gatling,10.0,12.45920766378244,0.081,-3.5,130.0,-4.6,82.0,809.0,54.0,345.0,-1.0,285.0,13.4
Larry Hughes,0.0,14.833908906882591,0.117,0.5,162.0,0.4,107.0,988.0,50.0,455.0,-0.1,362.0,16.699999999999996
Larry Hughes,1.0,14.451459982788302,0.037000000000000005,-0.9333333333333332,286.6666666666667,-1.3999999999999997,186.0,1549.333333333333,54.66666666666666,817.3333333333335,-0.4666666666666667,681.3333333333334,14.666666666666664
Larry Hughes,2.0,13.439693932827735,0.017,-0.9,294.0,-0.9,193.0,1846.0,50.0,823.0,0.0,730.0,13.9
Larry Hughes,3.0,15.359059541239624,0.057,0.5,325.0,-0.4,191.0,2049.0,73.0,895.0,-0.9,717.0,15.4
Larry Hughes,4.0,14.074786616752458,0.08199999999999998,0.2,317.0,0.4,136.0,2137.0,67.0,857.0,0.2,662.0,15.5
Larry Hughes,5.0,16.279426977195538,0.08800000000000001,1.2,322.0,-0.1,267.0,2061.0,61.0,1148.0,-1.3,777.0,17.599999999999994
Larry Hughes,6.0,21.09747752332484,0.157,3.1,408.0,4.1,352.0,2358.0,61.0,1345.0,1.0,877.0,21.6
Larry Hughes,7.0,13.165355971896956,0.067,-1.1,164.0,-0.3,146.0,1281.0,36.0,558.0,0.8,393.0,14.0
Larry Hughes,8.0,11.723241910631744,0.073,-1.3,307.0,-0.5,209.0,2596.0,70.0,1045.0,0.8,731.0,12.1
Larry Hughes,9.0,12.114900990099,0.042333333333333334,-1.8666666666666667,158.66666666666666,-2.1,100.0,1346.6666666666667,45.33333333333334,551.3333333333334,-0.2,404.66666666666674,11.966666666666667
Larry Hughes,10.0,14.066409060175806,0.06900000000000002,-0.5666666666666667,99.33333333333331,-1.1333333333333335,78.0,986.0,36.66666666666666,426.66666666666674,-0.6000000000000001,242.66666666666663,13.366666666666667
Larry Hughes,11.0,12.382872645739903,0.034666666666666665,-2.033333333333333,62.66666666666666,-2.2333333333333334,62.66666666666666,743.3333333333335,30.0,274.0,-0.2,164.66666666666666,11.799999999999995
Larry Hughes,12.0,-4.632649122807019,-0.193,-10.2,4.0,-11.4,1.0,114.0,9.0,12.0,-1.2,15.0,-4.8
Jeremy Richardson,0.0,13.16115,0.060999999999999985,-1.7999999999999998,0.6666666666666666,-4.766666666666667,0.0,13.333333333333336,4.0,5.333333333333333,-3.033333333333333,2.0,9.433333333333334
Jeremy Richardson,1.0,13.16115,0.060999999999999985,-1.7999999999999998,0.6666666666666666,-4.766666666666667,0.0,13.333333333333336,4.0,5.333333333333333,-3.033333333333333,2.0,9.433333333333334
Jeremy Richardson,2.0,4.35209090909091,-0.09849999999999996,-6.975,4.5,-10.9,1.0,66.0,13.5,20.5,-3.949999999999999,12.5,0.7249999999999999
Jeremy Richardson,3.0,4.35209090909091,-0.09849999999999996,-6.975,4.5,-10.9,1.0,66.0,13.5,20.5,-3.949999999999999,12.5,0.7249999999999999
Jeremy Richardson,4.0,4.35209090909091,-0.09849999999999998,-6.975000000000002,4.5,-10.9,1.0,66.0,13.5,20.5,-3.950000000000004,12.5,0.7250000000000006
Jeremy Richardson,5.0,3.1351720430107544,-0.107,-8.7,8.0,-12.7,3.0,93.0,12.0,37.0,-4.1,32.0,2.8
Greg Anderson,0.0,10.780022727272724,0.0585,-3.274999999999999,58.0,-3.2999999999999985,30.0,462.0,34.0,146.0,-0.05000000000000007,134.5,13.049999999999995
Greg Anderson,1.0,13.506858216970992,0.052000000000000005,-3.1,389.0,-2.6,167.0,2793.0,82.0,945.0,0.5,850.0,12.6
Greg Anderson,2.0,15.199350369458125,0.101,-2.300000000000002,200.0,-1.0999999999999992,88.0,1624.0,77.0,491.0,1.2999999999999985,367.0,14.600000000000005
Greg Anderson,3.0,12.502827974276528,0.118,-4.1,57.0,-1.4,34.0,622.0,51.0,148.0,2.7,104.0,12.6
Greg Anderson,4.0,12.502827974276528,0.11799999999999995,-4.099999999999998,57.0,-1.3999999999999992,34.0,622.0,51.0,148.0,2.700000000000001,104.0,12.600000000000007
Greg Anderson,5.0,7.8305319767441866,0.05600000000000002,-5.6,24.0,-1.9,6.0,344.0,46.0,54.0,3.8,46.0,7.700000000000002
Greg Anderson,6.0,10.916807715491256,0.064,-3.1,130.0,-1.6,62.0,1659.0,82.0,322.0,1.4,261.0,11.4
Greg Anderson,7.0,9.615017587939699,0.08999999999999997,-2.7999999999999985,36.0,-1.6,16.0,398.0,50.0,88.0,1.299999999999999,76.0,10.399999999999991
Trevor Ariza,0.0,12.796120115774238,0.07299999999999998,-1.6000000000000003,169.0,-1.0,121.0,1382.0,80.0,468.0,0.6999999999999997,376.0,13.300000000000004
Trevor Ariza,1.0,11.118052052052052,0.05466666666666666,-2.0000000000000004,61.33333333333334,-0.7666666666666666,51.33333333333334,666.0,38.0,176.0,1.2333333333333332,147.33333333333334,12.6
Trevor Ariza,2.0,15.298447574334904,0.12800000000000009,0.2000000000000001,200.0,1.5,106.0,1278.0,57.0,506.0,1.1999999999999995,364.0,16.199999999999992
Trevor Ariza,3.0,16.98160073260073,0.13933333333333334,-0.8333333333333318,42.66666666666666,1.0000000000000004,32.666666666666664,364.0,23.33333333333333,128.0,1.833333333333336,78.66666666666667,15.3
Trevor Ariza,4.0,16.218832416208105,0.14599999999999996,1.0,213.0,3.0999999999999988,120.0,1999.0,82.0,729.0,2.100000000000001,405.0,15.5
Trevor Ariza,5.0,14.001440091289464,0.058,0.0,258.0,1.3,148.0,2629.0,72.0,1072.0,1.3,592.0,13.300000000000002
Trevor Ariza,6.0,11.118766153846149,0.062,-1.2,221.0,1.1,138.0,2600.0,75.0,826.0,2.3,491.0,11.3
Trevor Ariza,7.0,13.450975555555562,0.078,-0.3,139.0,1.8,79.0,1350.0,41.0,444.0,2.2,316.0,14.2
Trevor Ariza,8.0,14.20688511216859,0.102,-0.4,112.0,1.5,78.0,1471.0,56.0,530.0,1.9,242.0,14.0
Trevor Ariza,9.0,16.182964377524787,0.141,2.3,209.0,3.4,149.0,2723.0,77.0,1107.0,1.1,411.0,15.8
Trevor Ariza,10.0,13.449033105802052,0.108,0.6,172.0,1.9,122.0,2930.0,82.0,1048.0,1.3,355.0,12.7
Trevor Ariza,11.0,13.929877579573285,0.09,1.2,172.0,1.5,126.0,2859.0,81.0,1025.0,0.3,360.0,12.9
Trevor Ariza,12.0,14.303410746483955,0.104,0.7,135.0,1.7,93.0,2773.0,80.0,936.0,1.0,243.0,12.3
Charlie Villanueva,0.0,15.596125794155016,0.079,0.3,365.0,-1.0,113.0,2361.0,81.0,1053.0,-1.3,726.0,16.4
Charlie Villanueva,1.0,15.473073170731707,0.085,-0.6,151.0,-2.9,73.0,984.0,39.0,462.0,-2.3,297.0,15.8
Charlie Villanueva,2.0,15.118547840349915,0.045,-1.4,299.0,-4.0,123.0,1829.0,76.0,886.0,-2.6,629.0,14.9
Charlie Villanueva,3.0,19.447607637231506,0.112,1.0,398.0,0.7,201.0,2095.0,78.0,1264.0,-0.3,831.0,18.6
Charlie Villanueva,4.0,15.595138528138527,0.09200000000000004,0.10000000000000003,264.0,-1.8999999999999992,106.0,1848.0,78.0,931.0,-2.0,545.0,16.0
Charlie Villanueva,5.0,15.654481392557027,0.091,0.9,188.0,-1.8,89.0,1666.0,76.0,840.0,-2.7,385.0,15.9
Charlie Villanueva,6.0,15.280494444444445,0.096,-0.2,20.0,-2.5,6.0,180.0,13.0,91.0,-2.3,46.0,16.2
Charlie Villanueva,7.0,13.969253663003665,0.069,-0.3,85.0,-1.5,27.0,1092.0,69.0,467.0,-1.2,205.0,14.0
Charlie Villanueva,8.0,13.146138888888895,0.034,-1.2,21.0,-5.2,8.0,180.0,20.0,92.0,-4.0,36.0,12.7
Charlie Villanueva,9.0,17.93018436578172,0.096,1.2,67.0,-1.8,20.0,678.0,64.0,403.0,-3.1,141.0,17.4
