team_id,team_name,team_seed,team_region,playin_flag,team_alive,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,win_odds,timestamp
41,Connecticut,1,Albany,,true,true,true,true,true,0.989690183452,0.933269300525,0.804641336258,0.242789743627,2015-03-29 22:30:28.710000
2597,St. Francis (NY),16,Albany,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
164,Rutgers,8,Albany,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2550,Seton Hall,9,Albany,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
251,Texas,5,Albany,,false,true,true,true,false,0,0,0,--,2015-03-29 22:30:28.710000
98,Western Kentucky,12,Albany,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
25,California,4,Albany,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2724,Wichita State,13,Albany,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
58,South Florida,6,Albany,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
99,LSU,11,Albany,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
97,Louisville,3,Albany,,false,true,true,true,false,0,0,0,--,2015-03-29 22:30:28.710000
252,Brigham Young,14,Albany,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2168,Dayton,7,Albany,,true,true,true,true,true,0.0103098165482,0.00307968647042,0.000514288850551,1943.43258672,2015-03-29 22:30:28.710000
66,Iowa State,10,Albany,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
96,Kentucky,2,Albany,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2634,Tennessee State,15,Albany,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
120,Maryland,1,Spokane,,true,true,true,true,true,0.598139312268,0.0426015756534,0.0149095975715,66.0708914312,2015-03-29 22:30:28.710000
166,New Mexico State,16,Spokane,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
163,Princeton,8,Spokane,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2739,Green Bay,9,Spokane,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
344,Mississippi State,5,Spokane,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2655,Tulane,12,Spokane,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
150,Duke,4,Spokane,,false,true,true,true,false,0,0,0,--,2015-03-29 22:30:28.710000
399,Albany,13,Spokane,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
45,George Washington,6,Spokane,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2250,Gonzaga,11,Spokane,,false,true,true,true,false,0,0,0,--,2015-03-29 22:30:28.710000
204,Oregon State,3,Spokane,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2571,South Dakota State,14,Spokane,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
236,Chattanooga,7,Spokane,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
221,Pittsburgh,10,Spokane,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2633,Tennessee,2,Spokane,,true,true,true,true,true,0.401860687732,0.0210494373511,0.00589422871006,168.657481783,2015-03-29 22:30:28.710000
68,Boise State,15,Spokane,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2579,South Carolina,1,Greensboro,,true,true,true,true,true,1,0.458658486782,0.0746687710777,12.3924796882,2015-03-29 22:30:28.710000
2542,Savannah State,16,Greensboro,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
183,Syracuse,8,Greensboro,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
158,Nebraska,9,Greensboro,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
194,Ohio State,5,Greensboro,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
256,James Madison,12,Greensboro,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
153,North Carolina,4,Greensboro,,false,true,true,true,false,0,0,0,--,2015-03-29 22:30:28.710000
2335,Liberty,13,Greensboro,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
245,Texas A&M,6,Greensboro,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
2031,Arkansas-Little Rock,11,Greensboro,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
9,Arizona State,3,Greensboro,,false,true,true,true,false,0,0,0,--,2015-03-29 22:30:28.710000
195,Ohio,14,Greensboro,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
526,Florida Gulf Coast,7,Greensboro,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
197,Oklahoma State,10,Greensboro,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
52,Florida State,2,Greensboro,,false,true,true,true,true,0,0,0,--,2015-03-29 22:30:28.710000
2011,Alabama State,15,Greensboro,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
87,Notre Dame,1,Oklahoma City,,true,true,true,true,true,1,0.541341513218,0.0993717775321,9.0632194053,2015-03-29 22:30:28.710000
149,Montana,16,Oklahoma City,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
135,Minnesota,8,Oklahoma City,,false,true,false,false,false,0,0,0,--,2015-03-29 22:30:28.710000
305,DePaul,9,Oklahoma City,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
201,Oklahoma,5,Oklahoma City,,false,true,true,false,false,0,0,0,--,2015-03-29 22:30:28.710000
