team_id,team_name,team_seed,team_region,playin_flag,team_alive,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,win_odds,timestamp
96,Kentucky,1,Midwest,false,true,true,true,true,0.873240395005,0.725390169224,0.501624395192,0.397071723083,1.51843670014,2015-03-26 22:00:09.210000
2363,Manhattan,16a,Midwest,true,false,false,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2261,Hampton,16b,Midwest,true,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2132,Cincinnati,8,Midwest,false,false,true,true,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2509,Purdue,9,Midwest,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
277,West Virginia,5,Midwest,false,true,true,true,true,0.126759604995,0.060421071354,0.0170227343623,0.00734236167127,135.195960479,2015-03-26 22:00:09.210000
2084,Buffalo,12,Midwest,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
120,Maryland,4,Midwest,false,false,true,true,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2674,Valparaiso,13,Midwest,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2086,Butler,6,Midwest,false,false,true,true,false,0,0,0,0,--,2015-03-26 22:00:09.210000
251,Texas,11,Midwest,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
87,Notre Dame,3,Midwest,false,true,true,true,true,1,0.214188759422,0.0753628248581,0.0376575169937,25.5551231157,2015-03-26 22:00:09.210000
111,Northeastern,14,Midwest,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2724,Wichita State,7,Midwest,false,false,true,true,true,0,0,0,0,--,2015-03-26 22:00:09.210000
84,Indiana,10,Midwest,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2305,Kansas,2,Midwest,false,false,true,true,false,0,0,0,0,--,2015-03-26 22:00:09.210000
166,New Mexico State,15,Midwest,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
275,Wisconsin,1,West,false,true,true,true,true,1,0.425543990618,0.185099000159,0.123370816181,7.10564468128,2015-03-26 22:00:09.210000
324,Coastal Carolina,16,West,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2483,Oregon,8,West,false,false,true,true,false,0,0,0,0,--,2015-03-26 22:00:09.210000
197,Oklahoma State,9,West,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
8,Arkansas,5,West,false,false,true,true,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2747,Wofford,12,West,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
153,North Carolina,4,West,false,false,true,true,true,0,0,0,0,--,2015-03-26 22:00:09.210000
108,Harvard,13,West,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
2752,Xavier,6,West,false,true,true,true,true,0.131444962922,0.0325511426449,0.00852866578046,0.00415257720066,239.814306798,2015-03-26 22:00:09.210000
252,Brigham Young,11a,West,true,false,false,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
145,Ole Miss,11b,West,true,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
239,Baylor,3,West,false,false,true,false,false,0,0,0,0,--,2015-03-26 22:00:09.210000
