Datum
12/31/2013
1/1/2014
3/1/2014
4/1/2014
7/1/2014
9/1/2014
12/31/2014
1/1/2015
3/1/2015
4/1/2015
7/1/2015
9/1/2015
12/31/2015
1/1/2016
3/1/2016
4/1/2016
7/1/2016
9/1/2016
12/31/2016
1/1/2017
3/1/2017
4/1/2017
7/1/2017
9/1/2017
12/31/2017
1/1/2018
3/1/2018
4/1/2018
7/1/2018
9/1/2018
12/31/2018
