"playerID","year","stint","tmID","lgID","GP","GS","minutes","points","oRebounds","dRebounds","rebounds","assists","steals","blocks","turnovers","PF","fgAttempted","fgMade","ftAttempted","ftMade","threeAttempted","threeMade","PostGP","PostGS","PostMinutes","PostPoints","PostoRebounds","PostdRebounds","PostRebounds","PostAssists","PostSteals","PostBlocks","PostTurnovers","PostPF","PostfgAttempted","PostfgMade","PostftAttempted","PostftMade","PostthreeAttempted","PostthreeMade","note"
"robinja03","2000","1","MIA","NBA","6","0","72","6","3","8","11","2","6","0","3","7","22","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"robinla01","2000","1","CLE","NBA","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"robinla01","2000","2","ATL","NBA","33","0","631","199","23","64","87","36","28","2","24","46","184","67","24","21","116","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"rogerca01","2000","1","HOU","NBA","39","0","544","179","48","91","139","9","10","18","17","33","110","75","52","29","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"rogerro01","2000","1","PHO","NBA","82","0","2183","998","94","265","359","180","97","47","157","269","876","377","247","188","189","56","4","0","82","35","3","11","14","2","2","3","5","16","40","12","14","9","10","2",
"rooksse01","2000","1","LAC","NBA","82","0","1553","446","91","212","303","77","34","64","73","197","395","169","143","107","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"roseja01","2000","1","IND","NBA","72","0","2943","1478","37","322","359","435","65","43","211","230","1242","567","344","285","174","59","4","0","164","72","3","15","18","11","6","1","9","18","79","30","7","7","16","5",
"rosema01","2000","1","SAS","NBA","57","0","1219","437","95","213","308","48","59","40","74","148","368","160","160","114","17","3","13","0","215","64","16","33","49","4","3","1","10","38","55","23","20","17","3","1",
"ruffimi01","2000","1","CHI","NBA","45","0","879","119","101","161","262","39","30","38","46","131","90","40","77","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"russebr01","2000","1","UTA","NBA","78","0","2473","933","94","236","330","160","96","20","113","229","700","308","285","222","230","95","5","0","214","71","4","32","36","15","3","1","2","13","56","25","12","11","22","10",
"sabonar01","2000","1","POR","NBA","61","0","1299","616","51","280","331","91","40","62","85","137","516","247","156","121","15","1","3","0","104","34","8","17","25","8","1","7","2","12","29","14","8","6","2","0",
"samakso01","2000","1","NJN","NBA","34","0","226","46","22","31","53","1","2","14","4","23","48","18","24","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"sanchpe01","2000","1","ATL","NBA","5","0","34","0","1","0","1","5","2","0","3","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"sanchpe01","2000","2","PHI","NBA","24","0","116","20","2","12","14","36","9","1","3","18","21","9","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"santida01","2000","1","PHO","NBA","54","0","581","170","35","67","102","11","17","21","47","101","134","64","61","42","0","0","1","0","12","2","1","4","5","0","0","2","1","2","2","1","0","0","0","0",
"schrede01","2000","1","POR","NBA","26","0","397","104","17","61","78","44","7","3","28","43","95","39","27","23","8","3","3","0","32","14","0","5","5","1","0","0","2","3","6","4","6","4","3","2",
"scottsh01","2000","1","SAS","NBA","27","0","144","43","23","27","50","4","5","6","11","23","41","17","22","9","0","0","7","0","13","3","0","2","2","0","0","0","3","2","4","1","1","1","2","0",
"shawbr01","2000","1","LAL","NBA","80","0","1833","421","48","256","304","258","49","27","97","159","411","164","64","51","135","42","16","0","290","70","10","45","55","43","10","1","16","37","72","27","9","6","29","10",
"skinnbr01","2000","1","LAC","NBA","39","0","584","160","55","113","168","18","14","11","32","61","161","64","59","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"slatere01","2000","1","MIN","NBA","55","0","686","254","78","108","186","26","18","9","43","126","175","90","110","74","0","0","4","0","52","13","5","9","14","0","2","3","3","15","16","6","2","1","0","0",
"smithja01","2000","1","SAC","NBA","9","0","66","26","1","7","8","6","4","0","3","7","22","11","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"smithjo02","2000","1","DET","NBA","69","0","1941","847","160","331","491","79","47","50","88","258","765","308","287","231","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"smithmi02","2000","1","WAS","NBA","79","0","1610","301","172","390","562","101","57","37","62","156","218","106","154","89","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"smithmi03","2000","1","WAS","NBA","17","0","180","51","10","12","22","10","5","3","7","8","59","19","16","10","18","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"smithst01","2000","1","POR","NBA","81","0","2542","1105","87","185","272","213","48","24","137","203","788","359","347","309","230","78","3","0","122","51","5","8","13","7","2","1","10","3","34","16","16","15","11","4",
"smithto02","2000","1","ATL","NBA","6","0","78","17","2","1","3","10","7","0","9","12","23","8","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"snower01","2000","1","PHI","NBA","50","0","1740","491","27","139","166","369","77","7","124","123","435","182","154","122","19","5","23","0","717","214","26","60","86","104","27","2","45","63","210","87","55","40","7","0",
"spencfe01","2000","1","NYK","NBA","18","0","113","39","16","19","35","2","2","2","11","24","20","12","25","15","0","0","2","0","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",
"sprewla01","2000","1","NYK","NBA","77","0","3017","1364","49","298","347","269","106","28","218","159","1219","524","351","275","135","41","5","0","212","92","3","12","15","17","5","1","20","17","86","35","25","19","14","3",
"stackje01","2000","1","DET","NBA","80","0","3215","2380","99","216","315","410","97","54","326","160","1927","774","810","666","473","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"starkjo01","2000","1","UTA","NBA","75","0","2122","699","29","125","154","178","73","10","94","217","686","273","111","89","182","64","3","0","36","11","0","3","3","1","1","1","2","5","12","4","2","2","4","1",
"stepavl01","2000","1","NJN","NBA","29","0","280","82","35","74","109","16","10","11","19","47","88","28","34","25","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"stevede01","2000","1","UTA","NBA","40","0","293","89","9","19","28","18","10","2","28","29","91","31","38","26","12","1","1","0","8","2","0","1","1","0","0","0","1","0","2","1","0","0","0","0",
"stewami01","2000","1","TOR","NBA","26","0","123","33","16","13","29","2","4","3","5","19","34","11","18","11","0","0","2","0","4","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0",
"stithbr01","2000","1","BOS","NBA","78","0","2504","756","65","219","284","168","93","14","90","182","611","245","207","175","242","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"stockjo01","2000","1","UTA","NBA","82","0","2397","944","54","173","227","713","132","21","203","194","651","328","278","227","132","61","5","0","186","49","11","17","28","57","10","3","7","19","37","17","21","15","8","0",
"stojape01","2000","1","SAC","NBA","75","0","2905","1529","93","341","434","164","91","13","146","144","1189","559","312","267","360","144","8","0","307","173","17","34","51","3","5","3","18","17","128","52","62","60","26","9",
"stoudda01","2000","1","POR","NBA","82","0","2655","1066","69","234","303","468","106","8","191","202","935","406","207","172","219","82","3","0","114","53","1","8","9","13","2","1","9","6","46","19","13","13","13","2",
"stricer01","2000","1","NYK","NBA","28","0","421","120","9","43","52","29","22","1","21","46","131","40","28","24","47","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"stricer01","2000","2","VAN","NBA","22","0","409","140","9","67","76","66","22","1","27","42","136","41","51","44","48","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"stricma01","2000","1","DEN","NBA","46","0","517","201","43","77","120","17","12","19","24","58","185","82","59","37","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"stricma01","2000","2","NJN","NBA","9","0","202","51","11","30","41","7","4","3","10","14","54","21","11","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"stricro02","2000","1","WAS","NBA","33","0","1020","401","25","80","105","231","43","4","83","55","331","141","147","115","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"stricro02","2000","2","POR","NBA","21","0","351","97","11","24","35","72","10","1","24","21","98","41","26","15","1","0","2","0","19","8","2","2","4","2","2","0","1","1","6","2","6","4","0","0",
"stronde01","2000","1","LAC","NBA","28","0","491","118","34","74","108","7","14","1","22","30","117","45","37","28","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"sundobr01","2000","1","IND","NBA","11","0","120","43","4","19","23","2","2","4","3","21","41","20","5","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"surabo01","2000","1","GSW","NBA","53","0","1684","586","54","173","227","242","54","8","160","127","518","202","189","135","172","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"swiftst01","2000","1","VAN","NBA","80","0","1312","391","109","175","284","28","62","82","64","160","339","153","141","85","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"szczewa02","2000","1","MIN","NBA","82","0","2856","1145","133","314","447","260","59","33","138","226","920","469","208","181","77","26","4","0","143","56","4","14","18","10","5","3","12","6","37","18","25","20","1","0",
"tabakza01","2000","1","IND","NBA","55","0","777","216","65","148","213","33","10","30","57","125","186","98","47","20","0","0","2","0","10","1","3","0","3","0","0","0","0","2","4","0","2","1","0","0",
"tarladr01","2000","1","CHI","NBA","43","0","598","103","37","85","122","31","7","19","38","95","99","39","33","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"tayloma01","2000","1","HOU","NBA","69","0","1972","899","109","269","378","104","28","38","125","208","797","390","162","119","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"terryja01","2000","1","ATL","NBA","82","0","3089","1619","42","227","269","403","104","12","239","204","1367","596","358","303","314","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"thomaja01","2000","1","NJN","NBA","5","0","56","13","4","5","9","0","3","0","6","6","19","6","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"thomake01","2000","1","HOU","NBA","74","0","1820","528","122","295","417","77","40","43","116","178","465","206","126","91","92","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"thomaku01","2000","1","NYK","NBA","77","0","2125","800","172","343","515","63","61","69","99","287","614","314","210","171","3","1","5","0","186","72","17","39","56","9","2","5","9","26","47","25","31","22","0","0",
"thomati01","2000","1","MIL","NBA","76","0","2086","954","79","234","313","138","78","45","114","194","758","326","253","195","260","107","18","0","479","203","22","59","81","29","9","10","21","52","143","64","65","53","51","22",
"thorpot01","2000","1","CHH","NBA","49","0","647","138","50","95","145","29","12","7","32","108","131","59","24","20","0","0","8","0","57","4","6","11","17","0","0","0","2","8","9","2","0","0","0","0",
"traylro01","2000","1","CLE","NBA","70","0","1212","402","124","176","300","63","49","76","98","204","324","161","141","80","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"trentga01","2000","1","DAL","NBA","33","0","319","133","39","53","92","10","13","8","22","52","130","57","36","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"tsakaja01","2000","1","PHO","NBA","57","0","947","256","83","159","242","19","10","55","66","137","215","101","91","54","0","0","4","0","75","12","10","18","28","0","0","7","1","11","16","6","0","0","0","0",
"turkohe01","2000","1","SAC","NBA","74","0","1245","391","49","161","210","69","52","24","55","139","335","138","112","87","86","28","8","0","141","60","7","21","28","11","3","1","6","18","46","20","12","12","14","8",
"vanexni01","2000","1","DEN","NBA","71","0","2688","1259","44","197","241","600","61","18","165","109","1112","460","249","204","358","135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"vanhoke01","2000","1","NJN","NBA","49","0","1733","831","78","269","347","82","40","20","103","150","708","308","186","150","170","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"vanteda01","2000","1","WAS","NBA","22","0","411","122","15","22","37","66","23","3","37","44","110","46","50","30","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"vaughja01","2000","1","UTA","NBA","82","0","1620","498","18","132","150","323","48","3","129","145","393","170","164","128","78","30","5","0","57","3","0","2","2","8","0","1","1","13","10","1","0","0","2","1",
"vaughlo01","2000","1","DAL","NBA","37","0","392","114","35","88","123","16","15","5","18","61","121","55","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"vaughlo01","2000","2","WAS","NBA","14","0","157","54","16","34","50","7","6","2","8","13","48","25","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"voskuja01","2000","1","CHI","NBA","16","0","143","30","12","22","34","5","5","6","12","38","25","11","14","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"walkean02","2000","1","BOS","NBA","81","0","3396","1892","151","568","719","445","138","49","301","251","1720","711","348","249","603","221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"walkesa01","2000","1","SAS","NBA","61","0","963","321","67","176","243","29","10","41","68","103","252","121","124","78","3","1","12","0","76","14","5","9","14","3","1","1","1","12","15","5","8","4","0","0",
"wallabe01","2000","1","DET","NBA","80","0","2760","511","303","749","1052","123","107","186","117","192","439","215","238","80","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"wallajo01","2000","1","DET","NBA","40","0","527","237","25","58","83","23","13","16","36","72","236","100","45","35","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"wallara01","2000","1","POR","NBA","77","0","2940","1477","147","455","602","212","90","135","158","206","1178","590","320","245","162","52","3","0","128","50","5","19","24","7","1","3","4","9","51","19","14","8","11","4",
"wardch01","2000","1","NYK","NBA","61","0","1492","433","32","127","159","273","70","10","112","132","373","155","70","56","175","67","5","0","86","25","2","5","7","7","2","0","8","8","27","8","6","6","12","3",
"weathcl01","2000","1","CLE","NBA","82","0","2774","924","223","573","796","103","85","105","112","171","692","347","291","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"webbech01","2000","1","SAC","NBA","70","0","2836","1898","179","598","777","294","93","118","195","226","1635","786","461","324","28","2","8","0","348","186","34","58","92","25","9","8","31","29","196","76","49","34","1","0",
"wellsbo01","2000","1","POR","NBA","75","0","1995","950","120","247","367","208","94","20","169","203","726","387","240","159","50","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"wesleda01","2000","1","CHH","NBA","82","0","3106","1414","64","160","224","361","128","16","171","220","1239","523","339","271","258","97","10","0","394","170","4","26","30","39","16","1","14","28","134","63","41","31","33","13",
"westdo01","2000","1","VAN","NBA","15","0","171","28","4","11","15","14","3","4","4","21","38","11","7","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"whiteja01","2000","1","WAS","NBA","68","0","1609","583","178","343","521","20","32","111","136","211","408","203","312","177","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"whitnch01","2000","1","WAS","NBA","59","0","1532","558","12","94","106","248","55","3","103","150","470","182","113","101","248","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"williaa01","2000","1","NJN","NBA","82","0","2336","838","211","379","590","88","59","113","132","319","650","297","310","244","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"willial02","2000","1","TOR","NBA","82","0","2394","802","50","162","212","407","123","26","103","171","767","330","145","109","108","33","12","0","486","165","6","29","35","50","15","8","16","34","160","69","25","17","28","10",
"willico02","2000","1","TOR","NBA","42","0","886","390","57","96","153","33","15","13","65","98","325","153","130","84","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"willico02","2000","2","DET","NBA","27","0","800","411","53","115","168","28","35","8","45","87","322","172","107","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"willier01","2000","1","BOS","NBA","81","0","1745","535","64","143","207","112","64","13","76","179","448","162","231","165","139","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"willija02","2000","1","SAC","NBA","77","0","2290","720","19","166","185","416","94","9","160","114","690","281","76","60","311","98","8","0","191","70","0","18","18","23","8","0","21","14","61","26","7","7","30","11",
"willije01","2000","1","DET","NBA","33","0","804","241","98","180","278","32","39","10","47","81","201","88","90","65","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"willije01","2000","2","TOR","NBA","26","0","378","131","35","69","104","13","18","10","16","43","93","48","45","35","1","0","11","0","164","35","20","25","45","9","10","6","6","23","24","12","22","11","0","0",
"willike02","2000","1","TOR","NBA","35","0","771","309","68","155","223","21","19","21","40","78","269","124","81","61","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"willike02","2000","2","DEN","NBA","43","0","1059","413","109","200","309","29","38","31","47","138","421","180","66","52","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"willimo01","2000","1","ORL","NBA","82","0","1211","410","86","157","243","79","29","16","85","136","364","162","133","85","13","1","3","0","14","7","4","2","6","0","0","2","1","2","4","3","3","1","0","0",
"willisc01","2000","1","MIL","NBA","66","0","1272","403","97","267","364","35","48","32","41","178","361","171","70","60","4","1","17","0","378","134","45","77","122","12","11","24","12","57","120","59","28","16","0","0",
"willish01","2000","1","SEA","NBA","69","0","1238","467","34","98","132","190","31","4","82","83","368","161","96","84","133","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"williwa02","2000","1","HOU","NBA","72","0","1583","599","31","214","245","97","30","28","73","153","513","202","126","97","248","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"wingada01","2000","1","SEA","NBA","1","0","9","6","0","0","0","2","0","0","0","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"wolkoru01","2000","1","SEA","NBA","34","0","305","75","12","34","46","3","6","18","12","38","79","25","34","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"wrighlo02","2000","1","ATL","NBA","71","0","1988","881","180","355","535","87","42","63","125","232","811","363","216","155","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"zhizhwa01","2000","1","DAL","NBA","5","0","38","24","1","6","7","0","0","0","1","8","19","8","10","8","2","0","5","0","23","10","0","2","2","1","1","1","1","1","8","3","3","3","2","1",
"abdulta01","2001","1","DEN","NBA","20","0","417","135","39","39","78","22","18","9","24","51","145","55","32","24","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"abdulta01","2001","2","DAL","NBA","4","0","24","0","2","4","6","2","2","1","3","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"abdursh01","2001","1","ATL","NBA","77","0","2980","1636","198","498","696","239","98","81","250","214","1297","598","523","419","70","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"alexaco02","2001","1","WAS","NBA","56","0","1325","549","43","105","148","86","35","7","60","113","474","223","121","98","18","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"alexavi01","2001","1","DET","NBA","15","0","97","40","7","22","29","6","0","1","5","6","51","18","8","4","2","0","1","0","3","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0",
"allenma01","2001","1","MIA","NBA","12","0","161","52","15","23","38","5","3","8","2","16","51","22","10","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"allenra02","2001","1","MIL","NBA","69","0","2525","1503","81","231","312","271","88","18","159","157","1148","530","245","214","528","229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"alstora01","2001","1","MIL","NBA","50","0","600","177","10","62","72","143","32","2","40","42","191","66","29","18","71","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"amaecjo01","2001","1","UTA","NBA","54","0","586","175","52","57","109","29","7","10","55","64","166","54","105","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"anderch01","2001","1","DEN","NBA","24","0","262","72","38","38","76","7","7","28","13","35","74","25","28","22","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"anderde01","2001","1","POR","NBA","70","0","1860","757","47","142","189","216","68","8","87","113","612","247","208","178","228","85","3","0","76","44","3","4","7","7","2","0","6","1","30","13","18","16","6","2",
"anderke01","2001","1","BOS","NBA","76","0","2430","731","57","218","275","403","141","10","119","210","716","312","132","98","33","9","16","0","560","192","13","37","50","76","21","0","28","58","197","82","35","28","0","0",
"anderni01","2001","1","MEM","NBA","15","0","219","60","1","32","33","14","6","6","14","17","76","21","9","5","48","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"andersh01","2001","1","NYK","NBA","82","0","1596","411","57","192","249","76","48","15","97","134","373","149","107","74","141","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"anthogr01","2001","1","CHI","NBA","36","0","961","302","16","72","88","203","49","4","58","72","287","113","70","47","90","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"anthogr01","2001","2","MIL","NBA","24","0","553","172","6","38","44","79","28","1","36","42","188","70","21","13","73","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"arenagi01","2001","1","GSW","NBA","47","0","1155","511","41","91","132","174","69","11","97","115","384","174","160","124","113","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"armstbr01","2001","1","NJN","NBA","35","0","196","64","10","6","16","8","7","1","8","26","85","27","10","5","17","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"armstda01","2001","1","ORL","NBA","82","0","2730","1015","83","236","319","453","157","10","175","166","828","347","205","182","398","139","4","0","158","61","3","8","11","13","5","0","7","14","42","20","21","17","17","4",
"arroyca01","2001","1","TOR","NBA","17","0","96","30","3","9","12","21","6","0","12","12","29","13","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"arroyca01","2001","2","DEN","NBA","20","0","275","81","9","19","28","49","5","1","11","18","82","36","12","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"artesro01","2001","1","CHI","NBA","27","0","823","421","40","91","131","77","75","23","69","108","351","152","129","81","91","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"artesro01","2001","2","IND","NBA","28","0","819","306","33","107","140","50","66","16","49","109","285","117","75","55","79","17","5","0","167","59","6","24","30","16","13","3","9","19","54","22","13","9","13","6",
"atkinch01","2001","1","DET","NBA","79","0","2285","957","31","127","158","263","72","11","128","177","790","368","120","83","336","138","10","0","294","113","5","19","24","34","6","1","14","25","118","43","17","13","39","14",
"augmost01","2001","1","CHH","NBA","77","0","1320","357","59","166","225","103","56","12","54","115","328","140","101","77","3","0","9","0","152","48","7","20","27","13","10","1","12","21","41","16","21","16","0","0",
"austiis01","2001","1","MEM","NBA","21","0","306","76","11","60","71","13","9","5","11","36","92","36","4","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"averywi01","2001","1","MIN","NBA","28","0","258","71","4","20","24","36","7","0","19","17","90","26","19","13","35","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"bagarda01","2001","1","CHI","NBA","50","0","638","185","55","107","162","23","17","24","46","108","178","72","70","41","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"bakervi01","2001","1","SEA","NBA","55","0","1710","774","168","182","350","72","22","36","127","197","649","315","226","143","8","1","5","0","144","66","11","14","25","4","3","6","4","23","58","29","9","7","1","1",
"barkler01","2001","1","POR","NBA","19","0","228","58","5","13","18","34","17","1","12","29","68","24","10","9","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"barroda01","2001","1","DET","NBA","29","0","582","193","1","56","57","78","14","2","33","37","192","74","27","21","71","24","4","0","6","2","0","0","0","1","0","0","0","2","3","1","0","0","1","0",
"barrybr01","2001","1","SEA","NBA","81","0","3041","1164","58","383","441","426","147","37","165","182","790","401","234","198","387","164","5","0","149","39","6","17","23","14","3","4","9","12","34","14","4","4","16","7",
"barryjo01","2001","1","DET","NBA","82","0","1985","739","42","192","234","274","94","20","111","134","522","255","116","108","258","121","10","0","177","80","4","16","20","21","5","1","19","14","61","29","8","5","38","17",
"bateeme01","2001","1","DEN","NBA","27","0","408","139","32","64","96","22","10","5","32","94","132","53","37","29","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"battish01","2001","1","MEM","NBA","78","0","3097","1125","180","238","418","216","121","81","155","215","961","412","283","198","276","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"battito01","2001","1","BOS","NBA","74","0","1819","510","184","297","481","35","60","67","51","219","390","211","130","88","2","0","16","0","443","97","39","82","121","13","10","30","11","51","86","42","21","13","0","0",
"bellch01","2001","1","PHO","NBA","5","0","42","8","2","2","4","2","0","0","5","3","11","3","2","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"bellch01","2001","2","DAL","NBA","2","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"bellra01","2001","1","PHI","NBA","74","0","890","254","31","80","111","71","21","4","48","109","240","103","48","36","44","12","3","0","8","2","1","0","1","0","0","0","0","0","3","1","0","0","2","0",
"bendejo01","2001","1","IND","NBA","78","0","1647","581","64","180","244","62","19","49","96","147","460","198","181","140","125","45","5","0","45","6","0","4","4","2","2","3","5","6","6","3","0","0","1","0",
"besttr01","2001","1","IND","NBA","44","0","954","302","10","60","70","175","57","6","59","101","264","116","65","57","34","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"besttr01","2001","2","CHI","NBA","30","0","793","279","10","71","81","149","32","1","40","72","254","112","51","47","25","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"bibbymi01","2001","1","SAC","NBA","80","0","2659","1098","37","185","222","403","87","15","134","133","985","446","193","155","138","51","16","0","661","324","14","46","60","80","23","3","37","30","257","114","86","71","59","25",
"billuch01","2001","1","MIN","NBA","82","0","2355","1027","35","191","226","450","66","17","138","169","823","348","234","207","315","124","3","0","134","66","1","14","15","17","3","1","9","14","51","23","20","14","15","6",
"blaylmo01","2001","1","GSW","NBA","35","0","599","119","8","44","52","114","24","4","37","20","146","50","8","4","42","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"blounco01","2001","1","PHI","NBA","72","0","1427","259","149","219","368","44","49","26","52","176","251","115","45","29","1","0","5","0","88","7","10","4","14","2","2","2","4","9","8","2","4","3","0","0",
"blounma01","2001","1","BOS","NBA","44","0","415","94","26","59","85","10","16","19","23","59","76","32","37","30","0","0","4","0","39","6","3","4","7","1","2","2","1","7","4","2","2","2","0","0",
"boothca01","2001","1","SEA","NBA","15","0","279","93","20","34","54","16","6","13","16","47","82","35","24","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
