team_id,team_name,team_seed,team_region,playin_flag,team_alive,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,win_odds,timestamp
2454,North Florida,16a,South,true,false,false,0,0,0,0,0,0,--,2015-03-19 22:23:00.910000
2523,Robert Morris,16b,South,true,true,true,0.0184033632666,0.00377918113145,0.000435544990208,0.0000589913509681,0.00000509491675516,0.000000310553426268,3220056.85612,2015-03-19 22:23:00.910000
21,San Diego State,8,South,false,true,true,0.582384112389,0.0989547253775,0.0424509841076,0.0183062638003,0.0043142711625,0.00071545513543,1396.71168097,2015-03-19 22:23:00.910000
2599,St. John's,9,South,false,true,true,0.417615887611,0.0538577946062,0.0152286431419,0.00451615206207,0.000914425970938,0.000130141502753,7682.94385226,2015-03-19 22:23:00.910000
254,Utah,5,South,false,true,true,1,0.746761860139,0.316546883006,0.167946837589,0.0546961607756,0.0126598322334,77.9899883006,2015-03-19 22:23:00.910000
2617,Stephen F. Austin,12,South,false,false,true,0,0,0,0,0,0,--,2015-03-19 22:23:00.910000
46,Georgetown,4,South,false,true,true,0.773918101429,0.227881572836,0.0736209007792,0.0318718774668,0.00929349167043,0.00192818419725,517.622651002,2015-03-19 22:23:00.910000
331,Eastern Washington,13,South,false,true,true,0.226081898571,0.025356567025,0.00208630060799,0.000310079232959,0.0000209120835499,0.000000985933537187,1014266.15116,2015-03-19 22:23:00.910000
2567,Southern Methodist,6,South,false,false,true,0,0,0,0,0,0,--,2015-03-19 22:23:00.910000
26,UCLA,11,South,false,true,true,1,0.665651677921,0.171401484314,0.0447176455474,0.00755911066873,0.000882554129201,1132.0749774,2015-03-19 22:23:00.910000
66,Iowa State,3,South,false,false,true,0,0,0,0,0,0,--,2015-03-19 22:23:00.910000
5,UAB,14,South,false,true,true,1,0.334348322079,0.041427949296,0.00552896959042,0.000526583416126,0.0000348736161541,28673.9729533,2015-03-19 22:23:00.910000
