team_id,team_name,team_seed,team_region,playin_flag,team_alive,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,win_odds,timestamp
96,Kentucky,1,Midwest,false,true,true,true,true,true,true,0.693150712565,0.530763487907,0.884078356526,2015-03-29 19:14:21.260000
2363,Manhattan,16a,Midwest,true,false,false,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2261,Hampton,16b,Midwest,true,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2132,Cincinnati,8,Midwest,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2509,Purdue,9,Midwest,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
277,West Virginia,5,Midwest,false,false,true,true,true,false,false,0,0,--,2015-03-29 19:14:21.260000
2084,Buffalo,12,Midwest,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
120,Maryland,4,Midwest,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2674,Valparaiso,13,Midwest,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2086,Butler,6,Midwest,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
251,Texas,11,Midwest,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
87,Notre Dame,3,Midwest,false,false,true,true,true,true,false,0,0,--,2015-03-29 19:14:21.260000
111,Northeastern,14,Midwest,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2724,Wichita State,7,Midwest,false,false,true,true,true,false,false,0,0,--,2015-03-29 19:14:21.260000
84,Indiana,10,Midwest,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2305,Kansas,2,Midwest,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
166,New Mexico State,15,Midwest,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
275,Wisconsin,1,West,false,true,true,true,true,true,true,0.306849287435,0.186645896961,4.35773899284,2015-03-29 19:14:21.260000
324,Coastal Carolina,16,West,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2483,Oregon,8,West,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
197,Oklahoma State,9,West,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
8,Arkansas,5,West,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2747,Wofford,12,West,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
153,North Carolina,4,West,false,false,true,true,true,false,false,0,0,--,2015-03-29 19:14:21.260000
108,Harvard,13,West,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2752,Xavier,6,West,false,false,true,true,true,false,false,0,0,--,2015-03-29 19:14:21.260000
252,Brigham Young,11a,West,true,false,false,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
145,Ole Miss,11b,West,true,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
239,Baylor,3,West,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2247,Georgia State,14,West,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2670,Virginia Commonwealth,7,West,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
194,Ohio State,10,West,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
12,Arizona,2,West,false,false,true,true,true,true,false,0,0,--,2015-03-29 19:14:21.260000
2640,Texas Southern,15,West,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
150,Duke,1,South,false,true,true,true,true,true,true,0.667069908151,0.215800274873,3.63391439417,2015-03-29 19:14:21.260000
2454,North Florida,16a,South,true,false,false,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2523,Robert Morris,16b,South,true,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
21,San Diego State,8,South,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2599,St. John's,9,South,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
254,Utah,5,South,false,false,true,true,true,false,false,0,0,--,2015-03-29 19:14:21.260000
2617,Stephen F. Austin,12,South,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
46,Georgetown,4,South,false,false,true,true,false,false,false,0,0,--,2015-03-29 19:14:21.260000
331,Eastern Washington,13,South,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
2567,Southern Methodist,6,South,false,false,true,false,false,false,false,0,0,--,2015-03-29 19:14:21.260000
