,,stint,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,note,nameGiven,firstseason,lastseason,height_x,weight_x,age,g,mp,per,ts,3par,ftr,orb,drb,trb,ast,stl,blk,tov,usg,column_s,ows,dws,ws,ws_48,column_x,obpm,dbpm,bpm,vorp,ows_48,dws_48,shot,team_mar,team_mp,team_gm,year_3par,team_ts,tm_usg,tm_ts_w_o_plyr,reb_vers,defense,val_shot,offense,mpg_int,raw_spm,min,raw_contrib,tm_sum,tm_adj,bpm_2,stderr,contrib,vorp_2,reb_vers_2,val_shot_2,offense_2,defense_2,mpg,raw_obpm,contrib_2,tm_ortg,tm_sum_2,tm_adj_2,tm_drtg,obpm_2,ostderr,ocontrib,ovorp,dbpm_2,dstderr,dcontrib,dvorp,sum_spm,min_2,mpg_2,rempg,bpm_3,contrib_3,vorp_3,vorp_gm,o_bpm,ocontrib_2,ovorp_2,ovorp_gm,d_bpm,dcontrib_2,dvorp_2,dvorp_gm,exp_bpm,truetalentbpm,exp_min,truetalentvorp,truetimevorp,worp,o_worp,d_worp,adjusted_worp,estimated_position,bbref_pos,age_on_feb_1,yrs_experience,height_y,weight_y,rounded_position,rounded_age
,,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std
tmID,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,2000,0.4923659639173309,24.023977921058684,0.0,849.7173861723887,431.6905106319769,73.73843001180633,145.578131682758,212.94706982124583,116.60188677718727,31.549264026377237,39.230090491866065,60.8925407184781,70.38315053184164,367.8906602222838,162.37909254879364,105.89571056068095,83.28374282044376,88.99131724755256,36.113038021627524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.6539328432080875,24.67239900632431,3.9962103260085007,26.38123759359475,1040.5884553142675,3.666835395566839,0.054762503761075575,0.11781350825466802,0.14426309614413144,3.5396027854531757,7.602646070463052,5.266618718615648,13.105885793193929,0.8077278269468265,1.8188199637693832,3.751959084224796,4.210691658436205,,1.688710284282779,1.1544380766101199,2.7412118532215684,0.04685268660839251,,2.5677929445460754,1.3663709953631544,2.852258541555935,0.9796412454041377,0.04615676515633401,0.023415062492232463,3.8471063505870595,3.4959712744121845,24.13268247908541,0.0,0.0,0.006746491793158246,4682.694529926764,0.008326663997864551,2.9068918890363733,0.825298384975049,0.23992896676080838,2.3994448537235873,1.2747786498292972,3.4712886219629873,0.26237174355898507,0.8664989639609816,2.222549041624109,0.7354940619417094,3.099401212942248,0.46212617980439713,0.844366357367787,1.0858246412359371,0.774009631135756,0.1435481125130547,1.6822378673731733,0.337099931231621,0.6651497894641796,2.8851106800890043,0.4239067936433311,2.1142195350587984,0.8969223472350866,0.5890413372333871,3.161738589619785,2.7117449375006872,0.3222788177396032,0.3761849963982502,0.6422026490324081,1.5632861658582016,0.3528026317499587,0.882274951990076,0.892731592904439,3.1573867214978453,0.27455197664338143,10.87199279215762,10.325725449604306,3.099401212942248,0.844366357367787,1.0858246412359371,1.4926841797935895,2.7117449375006872,0.3761849963982502,0.6422026490324081,1.0370047193136527,1.5632861658582016,0.882274951990076,0.892731592904439,0.9509166231812463,1.9877465541754469,2.3155600147303854,0.2837892944357902,0.953899492831526,1.2766848641791921,2.9021804759786245,1.73438924714323,2.4035800318893004,3.442635970334712,1.4298495364791701,1.6422453217986943,4.047715030692869,2.7455197664338145,4.6539328432080875,24.312828637647993,1.4433756729740643,4.1587804156332355
ATL,2001,0.0,26.8661290268786,0.0,962.2630790658724,516.3851813864875,96.37634564559917,160.7027621971003,252.02389657420272,153.88105074302612,40.71363407999831,27.662449477786872,70.29216804800438,86.56301494030551,412.3827779570281,185.06122110143863,150.15014707507504,123.40723011414057,137.80678906030397,52.26896253460981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.7785946829182104,20.827599210876155,3.725288952252937,24.343833351019768,1024.531307476741,3.1693847983480956,0.039591806110748605,0.12036929287267026,0.0862770730457016,4.421927684216969,5.185546151456845,4.60608293455513,11.219967320213845,0.5081557066709201,2.2365648262955005,3.5734203969493055,3.2731398449263427,,1.9253859641929227,1.0102254973794491,2.5942029390332766,0.03996887678070415,,2.674073048117173,1.9090719094773658,3.099982078801245,1.2827487846201395,0.04105227020383756,0.0253694917393138,3.3688771621021347,5.325270572155622,57.06964556087934,0.0,0.0,0.014824903971958079,2334.5900068320284,0.01644384383287558,2.368907155443436,1.024562779379033,0.27060426209996524,1.452271783563026,1.2503799422575526,3.5941378196539246,0.2593153592742928,1.1806142469070922,2.75589388603972,0.7896581538868576,3.313356807428583,0.40674862562084263,1.0867382389517726,1.3993649353268154,0.5321862664727663,0.18529256146249726,2.047790136816867,0.25495097567963926,0.6328067986711619,2.918618394606142,1.1499275339486978,3.1761087302966606,1.7274258305351347,0.5146735750831676,2.4894443824543124,2.727819642131789,0.27888667551135843,0.9757618106439251,1.2502888555138856,2.0833999989333676,0.29832867780352595,0.9330952077181978,0.9310090105781885,3.5575272310974655,0.2699794230842211,10.98263781308176,10.118717529630146,3.313356807428583,1.0867382389517726,1.3993649353268154,2.029668829034814,2.727819642131789,0.9757618106439251,1.2502888555138856,1.913954602967955,2.0833999989333676,0.9330952077181978,0.9310090105781885,1.3811830677599066,1.9736035850978562,2.391559231036429,0.28543339367043624,1.4307729068972166,1.818546428087859,3.7732391036526343,3.411760705429253,2.543859709618874,4.920941644306166,1.3074572438303456,1.4181364924121764,3.7356123995939408,2.263232692902394,3.565264521898915,20.662634015159938,1.4142135623730951,3.7549966711037177
ATL,2002,0.3779644730092272,30.686587732536616,0.0,1215.0624714490239,599.619998713471,68.72512537015015,180.49099700539082,241.77015846421065,212.42724244628639,43.492747069126914,92.11664448120214,92.44354776732406,92.03208550231143,455.89644814208793,208.11352213452662,178.70339885381242,155.02350052261662,160.09684569035082,59.37572054700634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.265986323710904,20.670890505387376,2.225394561056747,30.948497924932056,1270.7661543524123,3.241251962701185,0.024006943440041117,0.1379406359548159,0.10757942802103633,4.092036400713208,4.167219011008936,3.9809666210727315,8.857361748447284,0.5822779568622009,2.2373453657659303,3.483703557450099,3.6903993847614402,,2.596609510954805,1.1898379241368489,3.500884242043784,0.04844830332672235,,3.236473683619551,0.8673989580239029,2.957154359305903,1.7736161607614782,0.05205034193199978,0.013098527725337249,3.5097144097625987,2.5437009033520996,37.79644730092279,0.0,0.0,0.009071147352221458,186.33648519354853,0.010195704043977604,2.423261281433605,0.5648598646272072,0.22119803667431462,0.8664569343294675,1.4649557119910617,3.146658091190898,0.3210573305872481,1.565778370256118,2.037228509519735,0.2041008154249827,3.1505857354134132,0.8654753717163874,1.504279609267221,1.88477610139267,0.8326663997864531,0.13801311186847084,2.076627302233348,0.31091263510296047,0.7739816658342876,3.4252563338210114,1.637942960806982,1.058300524425836,0.8693182879212226,0.11338934190276818,1.474061444735986,3.412930593799885,0.5618845839799183,1.561440116717653,1.8946038661218363,0.9536895771286428,0.627162924074226,0.4855041562276123,0.4961758520831865,3.917664513213866,0.33523268393901035,11.35938881655674,11.876126512983136,3.1505857354134132,1.504279609267221,1.88477610139267,2.224752527703657,3.412930593799885,1.561440116717653,1.8946038661218363,2.383574746348134,0.9536895771286428,0.4855041562276123,0.4961758520831865,0.6023762469230862,2.3226626756293958,2.6009155897033462,0.32488093056936884,1.47648230602334,1.6970562748477138,5.136470902607483,5.1398536202984655,1.3113061463761273,4.569411757493935,1.252616309588702,1.3451854182690985,2.2780818999450276,1.7728105208558367,3.265986323710904,19.567952419830796,1.2535663410560176,2.4299715851758235
ATL,2003,0.6324555320336759,25.56266809235687,0.0,874.0541149341574,398.00787261895545,43.20064621430255,114.68681993440514,154.07280476017388,115.95068995051301,31.281517439749198,40.13456531885369,61.88685913288324,66.50501234242925,332.9202106611533,145.00045976938603,101.17213054987029,85.70637860353997,105.00093253554148,36.51643465619282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.0491768710854465,21.79975152763597,2.594866727470475,21.755842127269325,983.3765301246517,3.1191612120354835,0.042933863868357666,0.15645306804278403,0.11638440259187081,4.073655197321769,5.341769369787506,4.427635749848143,9.934376343451728,0.4959418648726213,2.3765521244020715,4.259088321851678,5.103981289150656,,2.329234495136403,1.0703387314303823,3.032463245174347,0.04186560839957622,,2.4437334824676222,1.748797205700726,2.5496323264345393,1.1763644559970916,0.0380604781893239,0.02027765601181096,4.618657813694363,3.0401513120237937,52.21649643551342,0.0,0.0,0.011430223094935616,4544.074904018792,0.01150778721851712,2.162100444783575,1.1944160009533251,0.24223611071294335,1.9761780242005864,1.1386944278426938,2.739269291252687,0.24704382202354302,0.9117812237592964,1.6599317255035924,0.619320864603586,2.7553584158871236,0.310845620847391,0.8914174106444186,1.2566987175399944,0.7694153624668539,0.17888543819998318,1.7070320246947137,0.250249875124844,0.5910090241837824,2.470593720815572,1.1354881475970293,2.4693369555408995,1.5972893705691944,0.42739521132865615,2.1771445366197746,2.6040673314387757,0.20976176963403032,1.17287041057399,1.440587264509397,1.9587410923005284,0.23584952830141512,0.7855995587235692,0.7898312055960649,3.6710069009287722,0.2600480724789169,9.387651463491814,9.216124908731075,2.7553584158871236,0.8914174106444186,1.2566987175399944,1.4424516167506856,2.6040673314387757,1.17287041057399,1.440587264509397,1.5970284906663377,1.9587410923005284,0.7855995587235692,0.7898312055960649,0.892351761732259,2.0146856661358696,2.276217622870596,0.27138456723500937,1.0970984459017339,1.1272385136547929,3.421281436343211,3.895333746933631,2.140872096444188,3.0262669523138017,1.501651868221571,1.6278820596099706,2.7166495909483794,2.644963767867782,4.045058714036178,25.552560210932544,1.5275252316519468,2.86356421265527
ATL,2004,0.46709936649691375,18.76408561830043,0.0,817.5790870835456,420.86611993493955,46.27703141260939,119.29657466697326,164.03065123767126,90.7295681983252,25.219040425836983,9.445537666971733,68.27511193027009,65.25223785782788,368.9912785369915,161.70118344425538,121.17507994633222,77.52723861503598,90.1147752994631,30.08080027948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.56269457866531,26.198542638162838,5.041644753270684,25.613561748701514,1015.2030696994926,4.641433947705072,0.05917109245077516,0.17274337245542223,0.08192291276781874,3.5344795167811416,4.662051830763712,4.016986658949942,8.637750127939986,0.799772694980495,2.0348330286648717,4.270916444128504,6.546116128181378,,1.136741755273298,1.232292763325929,1.9005740759522682,0.059346134131581275,,3.057152567043689,1.4005842936561739,3.134471102260968,1.0034485990368869,0.055058976644057865,0.03721558813185679,5.692099788303083,5.190061306346618,46.709936649691606,0.0,0.0,0.012601587201618688,6525.196016561148,0.014562092756693533,3.7506775145541127,1.0504804095789178,0.24526794253706216,2.8652688276225415,1.2552457202403913,2.926536581633034,0.2561627678573989,0.4279719616984272,1.712017948079241,0.9425265851085388,3.239584709636266,0.8913727921276565,0.6859631583003963,0.9222502125483379,1.338520214130651,0.20180999164380523,1.850650991113422,0.35726231768318867,0.6518505127014098,2.8685758265605026,0.3065941943351178,4.11370215919255,1.8470615484158517,0.6528260244366935,5.032891812864647,3.211258603442242,0.6007570980929737,0.4435394827152062,0.7886697661252142,1.4325438276652542,0.6340346993658943,0.6315925038417499,0.6185025905729535,3.773423813028067,0.25831622621754274,10.253859583768268,10.173888145640289,3.239584709636266,0.6859631583003963,0.9222502125483379,1.1076592846670366,3.211258603442242,0.4435394827152062,0.7886697661252142,1.016857905510893,1.4325438276652542,0.6315925038417499,0.6185025905729535,0.7028513356322232,2.3697333950544657,2.4318717071424634,0.25075884829851963,0.9416619737078017,0.9265772793164392,2.510161168313519,2.146540557184132,1.6630202535256038,2.4856680097200137,1.4629360266880498,1.4893561757289013,4.859323933522964,4.0,4.56269457866531,26.198542638162838,1.5782614139961386,4.692353547867191
ATL,2005,0.0,31.45764348029479,0.0,1136.6724462218656,581.4071292992545,61.75961463610343,175.28928470768923,236.85491339636593,99.60923651951158,35.984950558068945,6.164414002968976,80.66132902450839,124.77546500280681,509.9139633310702,230.05271135111622,143.75442022189554,98.42213504424026,80.06820009633455,30.566866593312003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.358898943540672,26.01762223314549,2.872281323269014,19.30457631409368,850.2299198844196,3.8388366293275187,0.030605010483034774,0.135507379872832,0.08696934325764838,2.765260686927485,3.3115957885386105,2.8577380332470415,7.358668357794093,0.5196152422706632,0.23629078131263043,3.657298638795215,4.030301891091205,,1.5,0.49665548085837796,1.1210114480533493,0.03041244262907317,,1.8282505298782221,1.8211717839530313,0.85,0.3201562118716425,0.04992243984422236,0.023902580055996745,3.9488394919689167,7.67,0.0,0.0,0.0,0.015500000000000005,2816.0,0.017269916039170524,1.0487452820712313,0.7591442550661895,0.18239152027072603,1.4276875241686,0.9423507839440683,2.298976221422629,0.21392580489506172,0.3715732319027659,1.855,1.4700000000000002,0.9469248474227863,0.26299556396765833,0.26299556396765833,0.2872281323269014,0.5802298395176404,0.09574271077563382,1.993949180228356,0.17320508075688773,0.5377421934967226,2.255918142722973,0.5715476066494082,2.7,2.05,0.25,4.95,2.0314198646923454,0.17320508075688784,0.5057996968497839,0.6027713773341709,1.8409689477736082,0.17320508075688776,0.7135591542869215,0.660807586719967,3.7606515392947535,0.20816659994661327,7.334564290626496,7.618125316200392,0.9469248474227863,0.26299556396765833,0.2872281323269014,0.5439056290693574,2.0314198646923454,0.5057996968497839,0.6027713773341709,1.1324751652906124,1.8409689477736082,0.7135591542869215,0.660807586719967,1.1195237082497778,1.2274635093014648,0.8578072821638513,0.12151817422372123,0.35939764421413045,0.2872281323269014,0.8426149773176358,1.7017148213885114,1.8500000000000003,0.7483314773547883,1.184271928232701,0.9574271077563381,2.4736258811712,1.0,4.358898943540672,26.01762223314549,1.0,2.449489742783178
BOS,2000,0.0,28.63595959310918,0.0,1135.9170824412397,724.9692532665218,65.60501643790802,183.7838156886806,239.55826772700547,131.5280129167098,47.47688432758141,26.022368000695796,100.7108371888186,91.16827598158554,587.7195373181452,255.08077152149278,218.21736452862353,161.5789702788195,196.0286157218333,73.0525340236239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.5161962919661307,30.413214831116363,2.8793938756115134,15.407790237409126,955.0334406329825,4.343835757819245,0.03353939339181481,0.134573602706677,0.08980200443197245,3.234642034431181,5.356355613152049,4.072926131508805,6.996297722237228,0.7236272269866328,1.0524430453171154,6.569627082262737,4.251908662321814,,2.0939740382171106,1.0260249864049473,2.982951558440063,0.06434480977868025,,2.423671144809423,1.353581108830135,3.040544209661996,1.3415052603834112,0.0589440412594861,0.014630603044801176,4.153136821072171,1.6156670449074586,45.85054773143624,0.0,0.0,0.0023237900077244487,1745.0372176286292,0.004031692628976751,1.217927449697753,0.9654372537400299,0.1216627230577147,2.2416077833879533,1.2731535649716417,3.603508896011825,0.24220250730629223,1.1408808399254897,2.2031708554222065,0.6350447371499257,3.363710072902457,0.36055512754639885,1.0539967224375468,1.4221622462101344,0.43693144875265144,0.08090398349558907,2.043926702119321,0.25334130768948476,0.6634619945270551,2.7225322437359334,1.0186443754502175,0.9077444574328174,1.4201792460492764,0.09244162777371753,1.8104243600980305,2.685279738263273,0.24899799195977468,0.9675648909410769,1.2975501391608586,1.4621901381147393,0.2638870281699418,0.5036232357987106,0.5025390079839122,2.6986191755313413,0.260768096208106,10.740518016963954,10.328583463555704,3.363710072902457,1.0539967224375468,1.4221622462101344,1.6335683195218542,2.685279738263273,0.9675648909410769,1.2975501391608586,1.416204915835404,1.4621901381147393,0.5036232357987106,0.5025390079839122,0.5896069569097396,2.250010100987428,2.704978574944558,0.3045264580235413,1.1977251164375966,1.403178210673573,3.875681758208366,3.516945989194189,1.390552538970162,3.768119859124345,1.3684762594679063,1.6180796699117812,2.7806778114174047,2.569046515733026,3.523944071375399,30.043604674176198,1.507556722888818,2.879393875611514
BOS,2001,0.3755338080994054,21.857639631406006,0.0,1013.2265610921202,632.1490310329499,61.02069846392813,162.5400147971459,206.13326533318943,139.96002176445847,48.8810696932767,26.705660592696592,77.78454793489448,74.78344805211981,526.1948064728256,219.95675565659346,169.03493039105166,136.03346119283506,206.19591754022778,76.73530929309983,6.156089334751072,0.0,252.21490632862876,129.29780770346835,12.753079065113084,40.20460491548519,51.69163995295217,25.369070609498955,9.99487047927265,9.072358695934168,19.855891071830808,22.804914000366292,108.24242734216135,44.7091741861808,42.50580654150195,32.612920202008354,37.697003893732756,13.388188441443067,,,0.0,0.0,3.96620337738362,26.775658674174526,2.3615509896936535,23.12590954552258,1002.4566618933504,3.8372332447166895,0.045020365761878664,0.148892880097034,0.09644933571038403,3.265829301362982,4.8282953407425175,3.547191015798854,8.237329041842976,0.4898979485566356,1.8136590016756111,3.3798801374589824,5.653884528040015,,1.847902483829596,1.281525533225028,2.877743952545163,0.032839352565528404,,2.119506473759326,1.1948607900890829,2.30108669980077,1.7135957097315155,0.03376996085887954,0.017471955550802856,5.1783944645777265,2.6135595630755364,27.879088753823936,0.0,0.0,0.006177917664283545,926.6177606537551,0.006980742742056122,2.0418113501848274,0.9124635574036607,0.15554288715203196,1.653103142577619,1.0947918664153615,2.5613988565945958,0.25282818225741716,1.6550699109875724,2.804316727420836,0.9102521487802017,2.420266990993413,0.28756270219259605,1.3897518686478736,1.7697240115122685,0.5139091010116129,0.10919284281983377,1.5527477712190223,0.2366973616786656,0.5751254043851921,2.2894686428659963,1.4797782231616972,0.7698651230522836,1.6395355815220731,0.25670495884855027,2.9582782587867316,2.20221333883518,0.19741924671712982,1.291540523203559,1.611735805798304,1.3250060473979075,0.21031112483834333,0.436771371279335,0.44792971060315445,2.7128847358012815,0.26913917855989944,9.050860562569557,8.883180592327133,2.420266990993413,1.3897518686478736,1.7697240115122685,1.8142244228347981,2.20221333883518,1.291540523203559,1.611735805798304,1.6610546541587858,1.3250060473979075,0.436771371279335,0.44792971060315445,0.5654587427422002,1.9335433130886268,2.0957833123459335,0.23557893772032315,1.3376213100989267,1.5508889097083678,4.801628997084325,4.368550190764754,1.2373462090399927,4.124799917447434,1.3882750780402608,1.6052797503622467,2.256023560978987,2.325995788959303,3.9694345008338723,27.16426763042648,1.4978617237881953,2.295480509442581
