tmID,year,stint,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,note,nameGiven,firstseason,lastseason,height_x,weight_x,age,g,mp,per,ts,3par,ftr,orb,drb,trb,ast,stl,blk,tov,usg,column_s,ows,dws,ws,ws_48,column_x,obpm,dbpm,bpm,vorp,ows_48,dws_48,shot,team_mar,team_mp,team_gm,year_3par,team_ts,tm_usg,tm_ts_w_o_plyr,reb_vers,defense,val_shot,offense,mpg_int,raw_spm,min,raw_contrib,tm_sum,tm_adj,bpm_2,stderr,contrib,vorp_2,reb_vers_2,val_shot_2,offense_2,defense_2,mpg,raw_obpm,contrib_2,tm_ortg,tm_sum_2,tm_adj_2,tm_drtg,obpm_2,ostderr,ocontrib,ovorp,dbpm_2,dstderr,dcontrib,dvorp,sum_spm,min_2,mpg_2,rempg,bpm_3,contrib_3,vorp_3,vorp_gm,o_bpm,ocontrib_2,ovorp_2,ovorp_gm,d_bpm,dcontrib_2,dvorp_2,dvorp_gm,exp_bpm,truetalentbpm,exp_min,truetalentvorp,truetimevorp,worp,o_worp,d_worp,adjusted_worp,estimated_position,bbref_pos,age_on_feb_1,yrs_experience,height_y,weight_y,rounded_position,rounded_age
MIL,2000,1,71.57142857,0,1923.857143,816,80.57142857,234.8571429,315.4285714,208.1428571,71,30.57142857,102,176.2857143,660.7142857,299.7142857,177.1428571,145.1428571,180.8571429,71.42857143,16,0,454.4285714,180.7142857,22.71428571,60.85714286,83.57142857,44.85714286,12.28571429,12.42857143,22.14285714,43.57142857,148.5714286,64.85714286,45.57142857,37.14285714,36.14285714,13.85714286,,,0,0,78,205.1428571,27.28571429,71.42857143,2137,14.6,0.516,0.170571429,0.295142857,5.914285714,12.98571429,9.471428571,16.67142857,1.785714286,1.442857143,15.21428571,18.42857143,,4.028571429,1.228571429,5.257142857,0.09,,0.585714286,-1.085714286,-0.457142857,1.585714286,0.064,0.026,15.72857143,0.138571429,19851.42857,82,0.167,0.540285714,341678,0.539,-0.651428571,0.074285714,0.025714286,-0.177142857,0.077142857,-0.672857143,0.538285714,0.447142857,-0.444285714,0.122857143,-0.557142857,2.228571429,0.514285714,1.585714286,-0.1,0.257142857,-0.314285714,0.028571429,0.042857143,-0.071428571,0.685714286,4.171428571,1.757142857,0.671428571,-4.071428571,0.571428571,1.485714286,1.028571429,1.942857143,-1.114285714,1.642857143,-0.5,-0.342857143,1.7,0.528571429,28.12857143,26.6,-0.557142857,0.514285714,1.585714286,1.4,0.571428571,1.028571429,1.942857143,1.871428571,-1.114285714,-0.5,-0.342857143,-0.457142857,0.1,-0.128571429,0.51,1.6,1.671428571,4.328571429,5.257142857,-0.942857143,4.542857143,2.6,2.571428571,27.76285714,4.571428571,78.14285714,205.1428571,2.714285714,27.85714286
MIL,2001,1,69.83333333,0,1750.333333,734.6666667,71.5,219.3333333,290.8333333,176.6666667,55.33333333,44,99.66666667,170.8333333,604,271.8333333,156.1666667,120.6666667,182.6666667,70.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,79.16666667,213.1666667,26.16666667,64.33333333,1743.833333,14.76666667,0.504333333,0.190666667,0.3095,5.933333333,14.3,10.15,17.61666667,1.65,2.35,16.26666667,17.2,,4.116666667,1.383333333,5.533333333,0.113833333,,0.283333333,-0.35,-0.033333333,1.716666667,0.0725,0.041333333,14.6,3.36,19780,82,0.17,0.542,344844,0.5395,-0.413333333,0.355,0.02,0.27,-0.525,-0.313333333,0.440833333,0.771666667,2.92,0.22,-0.083333333,2.433333333,0.866666667,1.75,-0.066666667,0.25,-0.083333333,-0.05,-0.266666667,-0.233333333,0.9,5.6,4.6,0.4,-2.3,0.2,1.633333333,1.116666667,1.866666667,-0.283333333,1.8,-0.216666667,-0.116666667,0.483333333,0.45,23.56666667,22.28333333,-0.083333333,0.866666667,1.75,1.75,0.2,1.116666667,1.866666667,1.833333333,-0.283333333,-0.216666667,-0.116666667,-0.116666667,-0.366666667,-0.183333333,0.431666667,1.633333333,1.783333333,4.733333333,5.016666667,-0.283333333,4.816666667,2.916666667,3,26.60666667,3.666666667,79.33333333,215.1666667,3,26.66666667
MIL,2002,1.2,53.1,0,1445.2,610.6,54.4,158.2,212.6,161.8,47.4,23.8,77.1,129.9,498.7,225.8,149.2,118.9,109.7,40.1,4,0,115.6,49.6,3.5,13.2,16.7,10.7,3.6,2,6,12.7,40.2,18.7,11.8,8.7,9,3.5,,,0,0,78.8,208.5,28.6,66.6,1884.3,15.1,0.527,0.1602,0.4009,4.31,13.34,8.94,18.95,1.69,1.56,14.8,18.88,,3.18,1.35,4.55,0.1031,,0.25,-0.61,-0.34,1.2,0.0664,0.0367,16.29,-1.026,19867.5,82,0.181,0.5337,342813.4,0.534,0.075,-0.031,0.089,0.038,-0.086,-0.007,0.4741,0.397,0.262,-0.299,-0.31,2.21,0.27,1.23,-0.18,0.32,0.22,-0.01,-0.05,0.31,0.66,1.29,1.96,-0.1,-2.33,0.22,1.49,0.66,1.45,-0.54,1.65,-0.37,-0.24,0.75,0.47,27.49,25.87,-0.31,0.27,1.23,1.33,0.22,0.66,1.45,1.61,-0.54,-0.37,-0.24,-0.3,-0.22,-0.27,0.41,1.25,1.34,3.31,3.93,-0.6,3.62,2.58,2.5,28.952,5.4,79.1,210.6,2.6,28.9
MIL,2003,1.272727273,53.36363636,0,1415.454545,574,65.09090909,180.8181818,245.9090909,129.7272727,36.09090909,23.63636364,79.36363636,115.7272727,462.3636364,208.4545455,170.9090909,132,72.27272727,25.09090909,3.909090909,0,108.4545455,37.09090909,4.363636364,11.09090909,17.54545455,9.090909091,4,2.090909091,6.454545455,9.909090909,34.27272727,13.81818182,10.18181818,7.818181818,4.909090909,1.636363636,,,0,0,78.72727273,214.5454545,26.72727273,57.72727273,1374.363636,14.04545455,0.515,0.190454545,0.297909091,6.345454545,14.70909091,10.53636364,13.56363636,1.663636364,1.736363636,14.79090909,18.05454545,,1.627272727,1.190909091,2.781818182,0.093545455,,-0.463636364,-0.527272727,-0.981818182,0.4,0.052,0.041545455,15.55454545,1.200909091,19877.72727,82,0.182,0.530454545,345944.0909,0.530545455,-0.694545455,0.041818182,-0.012727273,-0.064545455,-0.546363636,-1.263636364,0.345727273,-0.352727273,0.520909091,0.185454545,-1.090909091,2.318181818,-0.309090909,0.381818182,-0.127272727,0.254545455,-0.509090909,-0.045454545,-0.281818182,-0.690909091,-0.072727273,2.681818182,2.309090909,0.181818182,-1.490909091,-0.509090909,1.545454545,-0.045454545,0.545454545,-0.572727273,1.727272727,-0.263636364,-0.163636364,0.072727273,0.336363636,23.81818182,22.10909091,-1.090909091,-0.309090909,0.381818182,0.545454545,-0.509090909,-0.045454545,0.545454545,0.718181818,-0.572727273,-0.263636364,-0.163636364,-0.181818182,-0.709090909,-0.909090909,0.377272727,0.636363636,0.6,1.045454545,1.5,-0.436363636,1.6,3.081818182,3,27.14545455,4.636363636,79.27272727,217.5454545,3.090909091,27.09090909
MIL,2004,1.307692308,39.61538462,0,968.7692308,381.3846154,39.30769231,105.7692308,145.0769231,90.92307692,25.61538462,9.461538462,51.76923077,83.92307692,313.0769231,140,99.76923077,78.15384615,62.76923077,23.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,77.69230769,204.1538462,28.84615385,47.30769231,1105.307692,13.98461538,0.505538462,0.233692308,0.313538462,5.1,14.05384615,9.623076923,15.23076923,2.092307692,1.176923077,13.94615385,19.15384615,,1.553846154,0.9,2.469230769,0.088461538,,-0.492307692,-0.4,-0.907692308,0.584615385,0.044076923,0.044461538,16.46923077,0.392307692,19783.84615,82,0.187,0.523153846,340920.3846,0.522923077,-0.391538462,0.205384615,0.025384615,-0.489230769,-0.934615385,-1.611538462,0.279307692,-0.177692308,-2.571538462,0.608461538,-1,2.915384615,0.030769231,0.576923077,-0.230769231,0.284615385,-0.484615385,0.138461538,-0.484615385,-0.761538462,0.023076923,1.330769231,0.684615385,0.169230769,-0.915384615,-0.576923077,1.961538462,0.138461538,0.592307692,-0.423076923,2.169230769,-0.107692308,-0.007692308,-0.176923077,0.269230769,20.96923077,18.91538462,-1,0.030769231,0.576923077,0.876923077,-0.576923077,0.138461538,0.592307692,0.915384615,-0.423076923,-0.107692308,-0.007692308,-0.076923077,-1.476923077,-1.153846154,0.358461538,0.715384615,0.9,1.576923077,1.630769231,-0.061538462,2.438461538,2.592307692,2.615384615,29.32461538,4.923076923,78.07692308,207,2.615384615,29.30769231
MIL,2005,1,42.33333333,0,662,237,38,96.66666667,134.6666667,57.33333333,19.33333333,10.66666667,37,76.66666667,206.6666667,89.33333333,57.66666667,43.33333333,49.66666667,15,3.666666667,0,56.66666667,20.66666667,2,10,12,4,1.333333333,0.666666667,1.666666667,8.333333333,16,8,4.333333333,3,2.666666667,1.666666667,,,0,0,82.33333333,220.6666667,34,57.66666667,1258,12.03333333,0.549666667,0.158,0.356,8.333333333,17.16666667,12.73333333,9.766666667,1.266666667,1.466666667,16.7,13.3,,1.7,0.866666667,2.6,0.091,,-0.8,-0.033333333,-0.833333333,0.533333333,0.051666667,0.039333333,11.2,-1.696666667,19771.66667,82,0.196,0.529333333,344499.3333,0.528666667,-1.26,-0.503333333,-0.016666667,1.246666667,-0.91,-1.423333333,0.318333333,-0.256666667,-4.53,0.5,-0.933333333,2.433333333,-0.1,0.566666667,-0.166666667,0.266666667,-0.766666667,-0.133333333,-0.466666667,-1.2,-0.133333333,0.9,-0.233333333,0.3,-2.6,-0.966666667,1.633333333,-0.033333333,0.433333333,1.85E-17,1.8,-0.033333333,0.033333333,-0.966666667,0.333333333,20.06666667,18.83333333,-0.933333333,-0.1,0.566666667,0.666666667,-0.966666667,-0.033333333,0.433333333,0.533333333,1.85E-17,-0.033333333,0.033333333,0.1,-1.8,-1.366666667,0.3,0.466666667,0.6,1.466666667,1.266666667,0.2,1.633333333,3.933333333,4,34.33666667,10.33333333,82.33333333,220.6666667,4,34.33333333
MIN,2000,1,78.25,0,2270.25,992.5,120.75,332.25,453,241.5,61.5,63,133.5,199.25,825.25,392,227.75,179,84.5,29.5,3.75,0,95.75,38.25,5,15.75,20.75,8,2.5,3,5.5,8.25,28.5,12.75,15.5,12.75,1.25,0,,,0,0,80.25,228.25,22.75,62.25,1860.5,15.125,0.51825,0.14525,0.295,6.1,15.625,10.825,15.725,1.4,1.9,13.3,19.875,,2.9,2.35,5.225,0.1035,,0.325,0.425,0.75,2.075,0.05325,0.05025,17.2,1.8,19892.5,82,0.167,0.523,345413.75,0.5215,0.9325,-0.1675,0.04,0.01,0.0125,0.79,0.4675,1.2125,2.5525,-0.075,0.725,2.325,1.2,2.175,0.3,0.3,0,-0.125,6.94E-18,0.45,0.65,1.55,2.925,-0.175,0.25,0.25,1.55,0.575,1.35,0.475,1.725,0.65,0.775,-0.2,0.45,28.55,26.075,0.725,1.2,2.175,2.1,0.25,0.575,1.35,1.425,0.475,0.65,0.775,0.6,0.225,0.55,0.475,1.775,2,5.8,3.7,2.1,5.45,3.3,3.5,23.4075,1.75,80.25,228.5,3.25,23.5
MIN,2001,1.166666667,70.16666667,0,2185.5,971.3333333,130.1666667,314.8333333,445,215.5,53,55.83333333,124.3333333,182.8333333,793.5,379.1666667,210.5,171.3333333,104.5,41.66666667,2.666666667,0,88.5,40.83333333,6,14.5,20.5,6.833333333,1.833333333,1.166666667,5.666666667,8.666666667,31.5,14.33333333,14.5,10.66666667,4.333333333,1.5,,,0,0,80.83333333,234.6666667,24.33333333,71.66666667,2072,15.81666667,0.519333333,0.085666667,0.2985,6.85,17,11.76666667,13.05,1.316666667,1.866666667,12.45,20.31666667,,3.233333333,1.983333333,5.233333333,0.109666667,,-0.166666667,-0.1,-0.25,1.366666667,0.065833333,0.043833333,17.81666667,-0.406666667,19825.83333,82,0.17,0.51,343667.1667,0.508,0.095,-0.321666667,0.006666667,0.331666667,0.07,0.173333333,0.522333333,0.533333333,1.553333333,-0.408333333,-0.233333333,2.183333333,0.4,1.433333333,0.1,0.283333333,0.033333333,-0.15,0.016666667,0.3,0.466666667,0.133333333,2.316666667,-0.45,-0.533333333,-0.133333333,1.45,0.25,1.166666667,-0.1,1.6,0.1,0.266666667,-0.066666667,0.533333333,28.65,27.11666667,-0.233333333,0.4,1.433333333,1.433333333,-0.133333333,0.25,1.166666667,1.2,-0.1,0.1,0.266666667,0.233333333,0.116666667,-0.016666667,0.433333333,1.316666667,1.333333333,3.816666667,3.133333333,0.7,3.566666667,3.666666667,3.833333333,24.87,2.666666667,80.83333333,234.8333333,3.666666667,25
MIN,2002,1,68.125,0,1781.125,793.25,98.5,257.125,355.625,190.5,45.5,49.375,104.25,154.75,654,310,192.125,150.625,62.375,22.625,5.875,0,155,71.75,5.875,24.625,30.5,14.25,4.25,2.5,10.75,16.5,54.25,26.5,19,15.875,8,2.875,,,0,0,80,227.625,26.75,64.125,1884.375,15.6,0.51825,0.0655,0.325,7.4125,15.4375,11.4375,14.575,1.375,1.4875,13.2125,21.25,,3.025,1.925,4.9625,0.109,,-0.175,-0.5375,-0.725,1.5125,0.06325,0.04575,18.45,1.78625,19820.625,82,0.181,0.524,344544.375,0.522875,0.0875,-0.46625,-0.01,-0.66375,-0.26125,-1.30125,0.47525,0.26375,-0.31625,0.49375,-0.8125,2.3875,0.5875,1.5375,0.225,0.25,-0.625,-0.1125,-0.15,-0.4,0.375,2.075,1.5375,0.2,-0.325,-0.225,1.6,0.4875,1.3125,-0.6125,1.775,0.0875,0.225,0.4,0.4875,26.0875,24.4625,-0.8125,0.5875,1.5375,1.375,-0.225,0.4875,1.3125,1.25,-0.6125,0.0875,0.225,0.1125,-0.1125,-0.35,0.41125,1.475,1.5375,4.15,3.5375,0.625,4.15,3.45,3.625,27.29625,4.5,80,227.75,3.5,27.5
MIN,2003,1,42.375,0,1152,565.5,57.25,195.5,252.75,146.5,36.25,38.5,72.75,103.25,467.5,224.5,123,99,45.625,17.5,9.875,0,269.625,115.5,11.75,48,59.75,24.625,6.875,8.375,20.625,30.875,95.125,42.5,31.375,25.5,13.25,5,,,0,0,77.875,210.25,29.25,51.375,1635.125,14.15,0.52375,0.1565,0.324375,4.1,14.4125,9.3125,14.7125,1.4125,1.55,15.35,20.0625,,3.225,1.4125,4.6375,0.080625,,-0.4125,-0.575,-0.975,1.6625,0.042625,0.038,17.1375,1.05,19830,82,0.182,0.530125,344144.625,0.528875,-0.73375,-0.3725,0.02125,-0.04125,-0.2925,-1.4425,0.41225,0.7775,-0.3825,0.3275,-1.1125,3,0.8875,1.7125,-0.525,0.275,-0.3625,-0.1,-0.1625,-0.8625,0.7125,2.3125,1.2875,0.3125,-1.25,-0.55,1.9875,0.875,1.5625,-0.5625,2.2,0.05,0.175,0.0125,0.4125,26.275,24.15,-1.1125,0.8875,1.7125,1.6,-0.55,0.875,1.5625,1.45,-0.5625,0.05,0.175,0.1625,-0.2875,-0.3625,0.415,1.6,1.725,4.6375,4.2125,0.4375,4.6375,2.65,2.625,29.81125,5.625,77.875,212.125,2.625,29.75
MIN,2004,1,67.85714286,0,1613.857143,740.2857143,76.28571429,235,311.2857143,205.2857143,40.14285714,33.57142857,103.4285714,147.5714286,602,284.8571429,177.5714286,143.7142857,81.85714286,26.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,78.57142857,217.4285714,29.42857143,47.71428571,1310.142857,14.28571429,0.491142857,0.118714286,0.209428571,5.3,15.25714286,10.51428571,17.87142857,1.514285714,1.871428571,15.25714286,22.07142857,,2.871428571,2.257142857,5.114285714,0.094428571,,-1.042857143,0.614285714,-0.414285714,1.928571429,0.018857143,0.075571429,18.81428571,6.892857143,19755,82,0.187,0.525571429,344994.1429,0.524285714,0.248571429,-0.151428571,0.002857143,-1.211428571,-0.645714286,-1.758571429,0.331428571,1.008571429,2.944285714,1.061428571,-0.7,2.642857143,1.342857143,1.971428571,-0.028571429,0.257142857,-0.871428571,-0.1,-0.342857143,-1.128571429,0.785714286,2.157142857,3.114285714,-0.085714286,4.814285714,-1.242857143,1.757142857,0.785714286,1.342857143,0.528571429,1.942857143,0.528571429,0.642857143,-1.785714286,0.314285714,23.91428571,21.25714286,-0.7,1.342857143,1.971428571,1.542857143,-1.242857143,0.785714286,1.342857143,0.957142857,0.528571429,0.528571429,0.642857143,0.585714286,-0.071428571,0.057142857,0.367142857,1.6,1.885714286,5.4,3.657142857,1.728571429,5.1,2.871428571,2.857142857,30.04,6.714285714,78.57142857,217.5714286,2.857142857,30.14285714
MIN,2005,1.222222222,35.22222222,0,1032.888889,474.4444444,44.11111111,157.2222222,201.3333333,94.44444444,27.44444444,23.33333333,62.55555556,85.33333333,378.1111111,180.1111111,121.8888889,98.33333333,45.11111111,15.88888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,80.22222222,218.5555556,26.33333333,63.22222222,1601.222222,12.46666667,0.483888889,0.159333333,0.232555556,5.288888889,14.2,9.833333333,16.25555556,1.333333333,2.066666667,16.4,20.51111111,,2.111111111,1.544444444,3.655555556,0.046888889,,-1.888888889,-0.155555556,-2.044444444,1.077777778,-0.003888889,0.050777778,17.23333333,1.165555556,19799.44444,82,0.196,0.535444444,343513.4444,0.534555556,0.276666667,-0.098888889,-0.05,-2.058888889,-0.74,-2.622222222,0.404555556,0.102222222,-0.054444444,0.291111111,-2.333333333,2.633333333,0.311111111,1.088888889,0.022222222,0.188888889,-1.811111111,-0.122222222,-0.388888889,-2.111111111,0.211111111,1.244444444,1.477777778,0.011111111,-0.1,-2.1,1.766666667,0.277777778,0.977777778,-0.233333333,1.944444444,2.47E-17,0.133333333,-1.9,0.388888889,21.48888889,20.23333333,-2.333333333,0.311111111,1.088888889,0.911111111,-2.1,0.277777778,0.977777778,0.8,-0.233333333,2.47E-17,0.133333333,0.133333333,-1.111111111,-1.444444444,0.282222222,1.033333333,1.177777778,2.977777778,2.633333333,0.344444444,3.155555556,3.222222222,3.222222222,27.01222222,5.111111111,80.22222222,218.6666667,3.111111111,27.11111111
NJN,2000,1.4,45.8,0,1420.6,674.4,69.2,168.6,237.8,150.8,37.2,27.6,91.2,130.6,551,241.6,195.6,154.2,107.8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,77.4,198.6,26.2,64.6,1586,15.98,0.5308,0.1094,0.4116,5.34,12.32,8.72,19.66,1.52,1.24,13.3,20.52,,2.66,1.12,3.8,0.1124,,0.22,-1.26,-1.04,0.96,0.0764,0.036,17.74,-1.26,19805,82,0.167,0.5146,342211.4,0.513,0.338,-0.368,0.142,-0.148,-0.66,-0.838,0.3998,0.318,-0.648,-0.17,-1,2.46,0.16,0.98,0.16,0.34,0.5,-0.04,-0.32,0.62,0.76,-0.04,1.62,-0.34,-1.2,0.26,1.64,0.64,1.32,-1.28,1.82,-0.46,-0.36,1.6,0.4,21.82,20.62,-1,0.16,0.98,0.96,0.26,0.64,1.32,1.42,-1.28,-0.46,-0.36,-0.42,-1.36,-1.24,0.352,0.98,1.06,2.6,3.58,-0.96,2.84,2.28,2.2,26.632,3.8,77.6,201,2.2,26.6
NJN,2001,1,62.6,0,1560,637.4,80.4,239.8,320.2,229,65.8,28,110.2,125.8,569.2,244.2,135.6,103.8,136.6,45.2,19.6,0,436.8,177.4,20.4,58.6,79,56.2,14.6,6.6,28.2,44.4,159.4,66,43.2,34.2,39,11.2,,,0,0,77.6,205.2,26.6,52.2,1529,13.26,0.4704,0.1042,0.3088,4.62,13.54,8.98,21.38,1.98,1.32,15.64,19.92,,1.64,1.86,3.48,0.0596,,-1.36,-0.3,-1.66,1.14,0.0122,0.0474,16.84,-3.964,19765,82,0.17,0.5046,337726,0.5034,0.908,0.22,0.064,-1.984,-0.448,-1.298,0.3868,0.612,-2.68,-0.416,-1.7,2.54,0.42,1.2,0.18,0.24,-1.12,0.12,-0.24,-0.78,0.5,-3.14,-0.64,-0.66,-0.8,-1.42,1.72,0.14,0.8,-0.3,1.88,0.26,0.38,-1.1,0.4,24.64,22.92,-1.7,0.42,1.2,1.1,-1.42,0.14,0.8,0.82,-0.3,0.26,0.38,0.28,-1.28,-1.4,0.32,1.12,1.16,3.22,2.22,1,3.16,2.22,2,27.032,4.2,77.8,205,2.2,26.8
NJN,2002,1,64.5,0,1424.666667,559.8333333,72.66666667,192.6666667,265.3333333,186.3333333,57.83333333,31,106.3333333,144,492.5,205.3333333,140.3333333,111.3333333,111.6666667,37.83333333,17.66666667,0,354.8333333,142.1666667,20.66666667,44.66666667,65.33333333,43.33333333,9.833333333,6,26.33333333,39.66666667,122.5,50.16666667,38.5,30,32.33333333,11.83333333,,,0,0,79.33333333,221.8333333,30,59.16666667,1625.833333,15.88333333,0.537666667,0.191333333,0.316166667,6.7,14.9,10.76666667,16.11666667,2.05,1.95,14.95,18.93333333,,2.133333333,2.783333333,4.933333333,0.135666667,,0.083333333,1.1,1.133333333,1.683333333,0.057833333,0.077833333,16.11666667,2.468333333,19813.33333,82,0.181,0.513666667,342502.1667,0.512,0.57,0.628333333,0.116666667,0.296666667,-0.375,1.116666667,0.410666667,0.836666667,2.468333333,0.098333333,1.233333333,2.366666667,0.916666667,1.733333333,0.316666667,0.366666667,0.25,0.116666667,-0.2,0.833333333,0.466666667,-1.2,2.216666667,-0.716666667,3.633333333,0.083333333,1.566666667,0.2,0.883333333,1.083333333,1.733333333,0.7,0.833333333,-0.983333333,0.416666667,25.26666667,23.51666667,1.233333333,0.916666667,1.733333333,2,0.083333333,0.2,0.883333333,1.133333333,1.083333333,0.7,0.833333333,0.866666667,-0.216666667,0.45,0.513333333,1.6,1.966666667,4.65,2.416666667,2.266666667,5.316666667,2.916666667,3,30.565,7.333333333,79.33333333,221.6666667,2.833333333,30.66666667
NJN,2003,1.375,30.25,0,663.625,255.125,36.25,94.125,130.375,105.125,27.625,10.875,50.625,61.25,230.125,94.25,63,48.5,56.5,18.125,4.125,0,106.375,31,4,14.75,18.75,14.375,3.875,2,9.375,10.875,29.25,10.5,10.375,8.125,8.75,1.875,,,0,0,78.125,205.5,29.875,36.875,793.125,11.2125,0.446375,0.204,0.319,6.225,10.225,8.2,13.975,1.2375,2.8375,13.75,18.075,,0.85,1.3875,2.225,0.078125,,-2.0375,0.2,-1.825,0.925,0.0275,0.050625,15.3375,2.13625,19820.625,82,0.182,0.5215,340829.125,0.52175,-0.23625,0.09125,-0.11875,-0.2475,-1.85375,-2.24625,0.20075,0.4225,1.57,0.19875,-2.025,4.4375,0.5125,0.9125,0.2375,0.1625,-0.975,-0.2375,-0.975,-1.775,0.35,-0.5125,1.75,-0.45,2.6375,-2.2375,2.9875,0.225,0.575,0.1875,3.2375,0.2875,0.35,-2.4375,0.2,13.25,11.5,-2.025,0.5125,0.9125,0.7875,-2.2375,0.225,0.575,0.475,0.1875,0.2875,0.35,0.3125,-2.8,-2.5125,0.18625,0.7375,0.9125,2.475,1.5125,0.95,2.475,2.525,3,30.35375,6.375,78.125,207.125,2.5,30.25
NJN,2004,1.214285714,30,0,764.7142857,321.2857143,24.57142857,86.28571429,110.8571429,89.14285714,27.92857143,8.714285714,43.5,66.28571429,268.5714286,116.9285714,83.57142857,64.07142857,61.5,23.35714286,1.142857143,0,36.71428571,16.5,1.642857143,4.5,6.142857143,4.714285714,1.642857143,0.071428571,1.928571429,4.428571429,15.14285714,5.785714286,4.142857143,3.357142857,5.142857143,1.571428571,,,0,0,79,214.7857143,29.5,50.57142857,1154.285714,12.71428571,0.493071429,0.106285714,0.354357143,4.978571429,13.69285714,9.357142857,14.16428571,1.7,1.571428571,14.8,19.59285714,,0.592857143,1.328571429,1.928571429,0.077357143,,-2.014285714,-0.235714286,-2.257142857,0.435714286,0.022785714,0.054642857,16.77857143,-0.322142857,19806.78571,82,0.187,0.512285714,340423.6429,0.513642857,-0.660714286,-0.076428571,-0.039285714,-0.597142857,-0.903571429,-2.236428571,0.291071429,-0.119285714,0.369285714,-0.151428571,-2.4,2.521428571,-0.171428571,0.421428571,-0.314285714,0.235714286,-0.942857143,-0.014285714,-0.478571429,-1.514285714,0.021428571,-1.185714286,1.621428571,-0.614285714,0.885714286,-2.121428571,1.685714286,-0.192857143,0.307142857,-0.25,1.871428571,0.014285714,0.107142857,-1.864285714,0.278571429,20.97857143,19.15714286,-2.4,-0.171428571,0.421428571,0.292857143,-2.121428571,-0.192857143,0.307142857,0.242857143,-0.25,0.014285714,0.107142857,0.057142857,-1.557142857,-1.871428571,0.235714286,0.607142857,0.635714286,1.142857143,0.814285714,0.321428571,1.728571429,2.871428571,3.142857143,30.04642857,7.5,79.07142857,215.5,2.714285714,30.28571429
NJN,2005,1.181818182,57,0,1416.181818,623,53.36363636,169.8181818,223.1818182,161.2727273,47.09090909,21.45454545,80,127.4545455,524.3636364,221.9090909,164.7272727,128.3636364,150,50.81818182,5.909090909,0,174.1818182,80.63636364,5.727272727,21.90909091,27.63636364,22.18181818,7.090909091,1.818181818,9.090909091,16.45454545,66.63636364,28.54545455,23.45454545,18.54545455,18.72727273,5,,,0,0,79,220,29.81818182,52.63636364,1388.363636,13.40909091,0.511272727,0.310181818,0.258090909,4.081818182,12.39090909,8.2,16.39090909,1.590909091,0.945454545,11.30909091,19.64545455,,1.545454545,1.490909091,3.036363636,0.092545455,,-0.254545455,-0.290909091,-0.518181818,0.781818182,0.041,0.051545455,17.46363636,-0.992727273,19880,82,0.196,0.518909091,344034,0.518272727,0.125454545,-0.372727273,0.087272727,0.521818182,-0.360909091,-0.082727273,0.349090909,0.345454545,1.158181818,-0.468181818,-0.536363636,2.409090909,0.1,0.8,-0.127272727,0.345454545,0.8,2.52E-18,-0.181818182,0.836363636,0.663636364,-2.572727273,2.209090909,-1.045454545,1.554545455,-0.236363636,1.590909091,0.254545455,0.836363636,-0.318181818,1.772727273,-0.154545455,-0.054545455,0.109090909,0.372727273,25.44545455,23.31818182,-0.536363636,0.1,0.8,1.136363636,-0.236363636,0.254545455,0.836363636,1.172727273,-0.318181818,-0.154545455,-0.054545455,-0.027272727,-0.763636364,-0.645454545,0.347272727,0.981818182,1.272727273,2.154545455,2.281818182,-0.118181818,3.4,2.7,3.090909091,30.21909091,7.181818182,79.09090909,219.7272727,2.636363636,30.27272727
