tmID,year,stint,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,note,nameGiven,firstseason,lastseason,height_x,weight_x,age,g,mp,per,ts,3par,ftr,orb,drb,trb,ast,stl,blk,tov,usg,column_s,ows,dws,ws,ws_48,column_x,obpm,dbpm,bpm,vorp,ows_48,dws_48,shot,team_mar,team_mp,team_gm,year_3par,team_ts,tm_usg,tm_ts_w_o_plyr,reb_vers,defense,val_shot,offense,mpg_int,raw_spm,min,raw_contrib,tm_sum,tm_adj,bpm_2,stderr,contrib,vorp_2,reb_vers_2,val_shot_2,offense_2,defense_2,mpg,raw_obpm,contrib_2,tm_ortg,tm_sum_2,tm_adj_2,tm_drtg,obpm_2,ostderr,ocontrib,ovorp,dbpm_2,dstderr,dcontrib,dvorp,sum_spm,min_2,mpg_2,rempg,bpm_3,contrib_3,vorp_3,vorp_gm,o_bpm,ocontrib_2,ovorp_2,ovorp_gm,d_bpm,dcontrib_2,dvorp_2,dvorp_gm,exp_bpm,truetalentbpm,exp_min,truetalentvorp,truetimevorp,worp,o_worp,d_worp,adjusted_worp,estimated_position,bbref_pos,age_on_feb_1,yrs_experience,height_y,weight_y,rounded_position,rounded_age
DET,2004,1.181818182,57.45454545,0,1711.272727,686.3636364,92.36363636,242.0909091,334.4545455,150.8181818,50.81818182,51.18181818,91.81818182,141,595.9090909,258.0909091,173.7272727,128.6363636,121.6363636,41.54545455,18.54545455,0,554.7272727,217.6363636,25.54545455,73.27272727,98.81818182,43,17.72727273,18.90909091,27.27272727,52.45454545,190.0909091,82.81818182,52.18181818,38.45454545,41.72727273,13.54545455,,,0,0,77.90909091,203.5454545,29.45454545,44.09090909,1328.727273,14.12727273,0.457181818,0.212818182,0.227909091,3.990909091,13.34545455,8.745454545,17.03636364,2.272727273,2.645454545,12.86363636,21.33636364,,1.663636364,2.309090909,3.954545455,0.086363636,,-1.5,0.927272727,-0.563636364,1.345454545,0.012909091,0.073454545,18.64545455,3.332727273,19800.45455,82,0.187,0.513363636,338083.4545,0.513636364,-0.159090909,1.210909091,-0.03,-1.63,-0.59,-1.168181818,0.335545455,0.424545455,1.256363636,0.546363636,-0.627272727,3.254545455,0.7,1.354545455,-0.290909091,0.209090909,-0.954545455,0.127272727,-0.309090909,-1.227272727,0.327272727,-0.554545455,1.054545455,-0.327272727,3.9,-1.563636364,2.172727273,0.227272727,0.809090909,0.954545455,2.363636364,0.445454545,0.554545455,-2.536363636,0.336363636,26.98181818,21.69090909,-0.627272727,0.7,1.354545455,1.363636364,-1.563636364,0.227272727,0.809090909,0.590909091,0.954545455,0.445454545,0.554545455,0.763636364,-0.481818182,-0.327272727,0.440909091,1.581818182,1.754545455,3.681818182,2.163636364,1.509090909,4.745454545,2.463636364,2.727272727,29.89636364,6.909090909,77.90909091,204.8181818,2.545454545,29.72727273
DET,2005,1.181818182,48.72727273,0,1249.363636,505,57.27272727,153.8181818,211.0909091,157.5454545,38.27272727,33,59.54545455,94.45454545,409.0909091,183,134.2727273,100,98.81818182,39,11.45454545,0,282.4545455,105.5454545,10.63636364,32.81818182,43.45454545,24.27272727,8.545454545,4.090909091,13.27272727,26.09090909,88.63636364,36.18181818,34.45454545,24.54545455,24.81818182,8.636363636,,,0,0,77.81818182,211.8181818,29.90909091,57.63636364,1628.545455,14.28181818,0.507727273,0.138272727,0.353454545,6.345454545,14.32727273,10.31818182,16.46363636,1.763636364,1.945454545,13.65454545,17.86363636,,1.954545455,2.381818182,4.336363636,0.109,,-0.727272727,0.536363636,-0.190909091,1.163636364,0.046,0.063,15.46363636,0.37,19898.18182,82,0.196,0.519545455,343284.4545,0.519545455,0.010909091,0.376363636,0.025454545,-0.396363636,-0.157272727,-0.167272727,0.408818182,0.335454545,0.528181818,-0.017272727,-0.181818182,2.3,0.372727273,1.2,0.118181818,0.263636364,-0.518181818,0.018181818,-0.1,-0.2,0.272727273,-1.263636364,1.254545455,-0.563636364,1.627272727,-0.745454545,1.554545455,0.027272727,0.718181818,0.563636364,1.7,0.354545455,0.481818182,-1.336363636,0.409090909,26.87272727,24.94545455,-0.181818182,0.372727273,1.2,1.345454545,-0.745454545,0.027272727,0.718181818,0.790909091,0.563636364,0.354545455,0.481818182,0.563636364,-0.227272727,-0.181818182,0.438181818,1.390909091,1.554545455,3.236363636,1.936363636,1.272727273,4.2,2.709090909,3,30.40545455,7.909090909,78.18181818,211.8181818,2.818181818,30.45454545
GSW,2000,1.090909091,35.81818182,0,1140.090909,485.8181818,83.63636364,152.6363636,236.2727273,93.27272727,40.45454545,29.72727273,81.18181818,94.27272727,451.6363636,186.7272727,142.0909091,99.72727273,49.27272727,12.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,79.09090909,222.0909091,25.36363636,48.18181818,1065.818182,12.99090909,0.495363636,0.078818182,0.302727273,7.727272727,15.33636364,11.45454545,11.54545455,1.527272727,1.418181818,14.37272727,20.1,,0.581818182,0.990909091,1.545454545,0.067,,-1.736363636,-0.354545455,-2.081818182,0.181818182,0.018090909,0.048909091,17.25454545,-1.472727273,19789.09091,82,0.167,0.509272727,339113.0909,0.509636364,-0.506363636,-0.264545455,-0.072727273,-0.313636364,-0.661818182,-1.746363636,0.269454545,-0.188181818,0.819090909,-0.518181818,-2.272727273,2.445454545,-0.4,0.154545455,0.109090909,0.2,-0.945454545,-0.045454545,-0.327272727,-1.027272727,-0.027272727,-1.936363636,1.672727273,-0.8,0.490909091,-1.845454545,1.627272727,-0.281818182,0.172727273,-0.436363636,1.809090909,-0.109090909,-0.036363636,-1.4,0.272727273,22.66363636,20.61818182,-2.272727273,-0.4,0.154545455,0.018181818,-1.845454545,-0.281818182,0.172727273,0.163636364,-0.436363636,-0.109090909,-0.036363636,-0.136363636,-1.390909091,-1.772727273,0.258181818,0.3,0.272727273,0.390909091,0.454545455,-0.063636364,0.7,3.1,3.272727273,25.96363636,3.909090909,79.09090909,222.0909091,3.272727273,26.09090909
GSW,2001,1,68.42857143,0,1781.714286,739,143.8571429,251.8571429,395.7142857,144.8571429,53.28571429,62.85714286,124.1428571,170.1428571,632.4285714,274,241,172.5714286,62.85714286,18.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,80,236,24.71428571,48.57142857,1576,15.28571429,0.500142857,0.084142857,0.430428571,8.171428571,19.28571429,13.27142857,11.34285714,1.371428571,2.142857143,14.87142857,20.24285714,,0.814285714,0.828571429,1.614285714,0.066,,-1.428571429,-0.685714286,-2.114285714,0.157142857,0.037142857,0.028857143,17.31428571,-8.65,19780,82,0.17,0.47,340391,0.468428571,-0.58,-0.105714286,0.015714286,0.575714286,0.184285714,0.075714286,0.398285714,0.255714286,0.56,-2.19,-2.114285714,2.4,-0.614285714,0.2,-0.042857143,0.314285714,-0.071428571,-0.128571429,0.085714286,0.157142857,0.285714286,-5.1,1.9,-1.6,-3.5,-1.442857143,1.571428571,-0.357142857,0.328571429,-0.642857143,1.771428571,-0.257142857,-0.142857143,-0.8,0.428571429,31.78571429,28.02857143,-2.114285714,-0.614285714,0.2,0.028571429,-1.442857143,-0.357142857,0.328571429,0.428571429,-0.642857143,-0.257142857,-0.142857143,-0.4,-0.885714286,-1.485714286,0.291428571,0.357142857,0.185714286,0.5,0.857142857,-0.342857143,0.485714286,3.642857143,3.714285714,25.27,2.714285714,80,236,3.857142857,25.42857143
GSW,2002,1,64.33333333,0,1611,665.8333333,123.3333333,199.8333333,323.1666667,110.1666667,39.16666667,68.33333333,88.66666667,146.5,530.6666667,248.1666667,196.3333333,149.1666667,62.5,20.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,77.66666667,221.8333333,25.83333333,76.16666667,1835.833333,14.63333333,0.4905,0.0895,0.367833333,8.483333333,14.71666667,11.51666667,14.58333333,1.3,2.75,14.91666667,19.35,,1.833333333,1.116666667,2.916666667,0.0705,,-0.8,-0.616666667,-1.4,0.45,0.041333333,0.029166667,16.55,-4.191666667,19784.16667,82,0.181,0.502333333,338047.8333,0.502333333,0.298333333,0.111666667,-0.018333333,-0.695,-0.493333333,-0.778333333,0.464,-0.121666667,-1.855,-0.636666667,-1.416666667,2.216666667,-0.45,0.466666667,0.533333333,0.233333333,-0.966666667,-0.2,-0.25,-0.65,-0.133333333,-1.133333333,-0.433333333,-0.216666667,-3.016666667,-0.85,1.5,-0.233333333,0.566666667,-0.566666667,1.65,-0.233333333,-0.1,-0.283333333,0.466666667,23.73333333,22.58333333,-1.416666667,-0.45,0.466666667,0.45,-0.85,-0.233333333,0.566666667,0.566666667,-0.566666667,-0.233333333,-0.1,-0.1,-1.383333333,-1.4,0.311666667,0.433333333,0.45,1.233333333,1.483333333,-0.25,1.233333333,3.316666667,3.166666667,26.57833333,4.166666667,77.66666667,222.1666667,3.333333333,26.83333333
GSW,2003,1,54.5,0,1429.875,496,73.75,168.625,242.375,133.625,38.75,35.625,80.375,120,439.375,193.25,128,89.25,62.625,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,77.875,211.25,30.375,63.375,1564.5,13.7875,0.51325,0.09975,0.26825,6.2,11.5625,8.9125,14.55,1.4625,2.3625,13.875,17.5125,,1.3625,1.375,2.7625,0.086125,,-0.6375,0,-0.6375,0.775,0.045,0.04125,15.0625,3.175,19792.5,82,0.182,0.532125,342051.5,0.533625,-0.50875,0.12125,-0.0325,-0.475,-0.6175,-1.48375,0.395125,-0.32875,0.01,0.76,-0.7,2.375,-0.05,0.75,0.075,0.225,-1.0625,-0.125,-0.325,-1.225,-0.3625,3.425,1.65,0.5,-0.2625,-0.7375,1.5625,-0.175,0.5,0,1.7375,0.125,0.25,-0.75,0.4,22.9875,21.5375,-0.7,-0.05,0.75,0.825,-0.7375,-0.175,0.5,0.5625,0,0.125,0.25,0.225,-0.525,-0.6375,0.41875,0.8625,0.875,2,1.3125,0.6625,2.3625,2.8625,3,30.9025,8,77.875,211.875,2.75,31
GSW,2004,1.222222222,45.88888889,0,1077.888889,365.5555556,47.66666667,111.1111111,158.7777778,120,36.77777778,30.88888889,56.11111111,107.3333333,326.5555556,136.1111111,90.33333333,66.44444444,79.44444444,26.88888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,78.55555556,216.4444444,28.44444444,65.22222222,1582.666667,12.82222222,0.474444444,0.136888889,0.269777778,6.011111111,12.66666667,9.322222222,14.6,1.988888889,1.777777778,12.46666667,18.03333333,,1.244444444,1.477777778,2.711111111,0.075333333,,-0.844444444,0.133333333,-0.711111111,0.977777778,0.029888889,0.045444444,15.78888889,1.071111111,19846.66667,82,0.187,0.517666667,342576.8889,0.520444444,-0.593333333,0.396666667,-0.071111111,-0.267777778,-0.62,-1.09,0.398555556,0.081111111,-0.114444444,0.282222222,-0.822222222,2.333333333,0.177777778,0.955555556,-0.044444444,0.188888889,-0.833333333,0.055555556,-0.333333333,-0.955555556,0.166666667,1.544444444,2.066666667,-0.033333333,-0.466666667,-0.966666667,1.577777778,0.066666667,0.733333333,0.177777778,1.733333333,0.088888889,0.211111111,-1.177777778,0.388888889,22.73333333,21.43333333,-0.822222222,0.177777778,0.955555556,1.1,-0.966666667,0.066666667,0.733333333,0.855555556,0.177777778,0.088888889,0.211111111,0.244444444,-0.855555556,-0.8,0.383333333,0.944444444,1.066666667,2.577777778,2,0.577777778,2.933333333,2.922222222,3.111111111,29.09222222,6.555555556,78.77777778,217.1111111,2.777777778,29.33333333
GSW,2005,1,61.8,0,1760.8,692,57.8,175.8,233.6,272.8,72,32.6,114.2,164,603.4,245.6,189.2,136.6,190.2,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,76.8,215.4,28.4,50.6,1290.8,15.14,0.4998,0.2662,0.257,4.04,11.82,7.74,24.36,1.8,1.82,12.82,20.32,,1.2,1.12,2.34,0.0912,,0.94,-0.16,0.78,0.68,0.0486,0.0426,17.76,-3.072,19910,82,0.196,0.5082,347408.6,0.5084,1.056,0.352,0.206,0.574,-0.198,1.786,0.3242,0.334,1.064,-0.952,0.84,2.34,0.02,0.68,0.22,0.4,1.58,0.04,-0.14,2.12,0.36,-2.54,3.36,-1.28,-0.6,0.82,1.56,0,0.52,0,1.74,0.08,0.16,0.84,0.3,27.46,24.64,0.84,0.02,0.68,2.08,0.82,0,0.52,2.04,0,0.08,0.16,0.02,-0.78,-0.08,0.466,1.46,2.34,1.88,1.42,0.46,6.3,2.02,2,29.11,7.2,76.8,215.4,2.2,29.4
HOU,2000,1,71.57142857,0,2094.571429,853.5714286,95.28571429,250,345.2857143,196.5714286,65.28571429,30.14285714,133.4285714,172,687,312,234.1428571,184,134.7142857,45.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,77.85714286,218,24,67,2011.285714,15.41428571,0.534285714,0.183428571,0.367428571,5.428571429,13.85714286,9.685714286,15.92857143,1.7,1.4,15.12857143,20.61428571,,2.057142857,1.428571429,3.471428571,0.090571429,,0.057142857,-0.471428571,-0.4,0.914285714,0.055285714,0.035285714,17.47142857,-2.227142857,19812.14286,82,0.167,0.530714286,334221.4286,0.53,0.155714286,-0.055714286,0.071428571,-0.317142857,0.145714286,-0.074285714,0.507714286,0.055714286,-1.201428571,-0.294285714,-0.371428571,2.214285714,-0.128571429,0.914285714,0.042857143,0.328571429,-0.157142857,0.014285714,0.057142857,0.257142857,0.214285714,-0.057142857,0.785714286,-0.157142857,-2.171428571,0.114285714,1.485714286,0.1,0.985714286,-0.457142857,1.642857143,-0.214285714,-0.057142857,0.542857143,0.514285714,28.81428571,27.15714286,-0.371428571,-0.128571429,0.914285714,0.971428571,0.114285714,0.1,0.985714286,1.1,-0.457142857,-0.214285714,-0.057142857,-0.128571429,-0.114285714,-0.314285714,0.444285714,1.014285714,1.071428571,2.442857143,2.614285714,-0.185714286,2.942857143,2.7,2.857142857,24.45571429,1.428571429,77.85714286,220.5714286,2.714285714,24.71428571
HOU,2001,1,66.28571429,0,1977.285714,806.1428571,111.7142857,257.7142857,369.4285714,163.7142857,62.28571429,39,119.2857143,155.7142857,674.1428571,300.2857143,229.8571429,169.4285714,105.7142857,36.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,79.14285714,214,28.57142857,61.14285714,1732,15.58571429,0.532714286,0.130571429,0.351714286,7.314285714,16.34285714,11.88571429,12.24285714,1.642857143,1.471428571,14.1,19.17142857,,3.014285714,1.514285714,4.542857143,0.113571429,,0.085714286,-0.2,-0.114285714,1.385714286,0.068714286,0.044857143,16.55714286,2.131428571,19840.71429,82,0.17,0.530285714,343038.5714,0.529714286,-0.564285714,-0.122857143,-0.011428571,0.174285714,-0.187142857,-0.701428571,0.436571429,0.235714286,-0.128571429,0.535714286,-0.171428571,2.285714286,0.514285714,1.385714286,-0.014285714,0.257142857,-0.457142857,-3.97E-18,-0.114285714,-0.271428571,0.428571429,3.285714286,2.357142857,0.357142857,-1.185714286,0.057142857,1.528571429,0.6,1.328571429,-0.2,1.671428571,-0.1,0.057142857,0.228571429,0.457142857,26.72857143,25,-0.171428571,0.514285714,1.385714286,1.4,0.057142857,0.6,1.328571429,1.328571429,-0.2,-0.1,0.057142857,0.057142857,0.042857143,-0.028571429,0.431428571,1.271428571,1.328571429,3.742857143,3.628571429,0.142857143,3.6,3.185714286,3.285714286,29.09571429,5.714285714,79.14285714,216.5714286,3.285714286,29.28571429
HOU,2002,1.166666667,64.5,0,1870.166667,735,82.5,218.6666667,301.1666667,178.5,70.33333333,30.16666667,120.8333333,144.5,597.1666667,261.8333333,217.3333333,169,124.6666667,42.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,77.5,212.1666667,25.66666667,72.16666667,2391.166667,15.53333333,0.519666667,0.173833333,0.365666667,5.633333333,14.56666667,10.01666667,16.03333333,1.866666667,1.35,13.65,20.31666667,,2.633333333,1.466666667,4.05,0.082166667,,0.4,-0.2,0.166666667,1.333333333,0.052,0.030166667,17.51666667,-5.065,19950.83333,82,0.181,0.505,345426.5,0.5035,0.141666667,0.08,0.09,0.143333333,0.64,1,0.599333333,0.633333333,-2.436666667,-0.73,0.283333333,2.1,0.2,1.4,-9.25E-18,0.333333333,0.266666667,0.083333333,0.366666667,1,0.666666667,-1.566666667,1.1,-0.566666667,-3.533333333,0.416666667,1.4,0.333333333,1.366666667,-0.133333333,1.583333333,-0.133333333,0.033333333,0.583333333,0.616666667,33.56666667,31.76666667,0.283333333,0.2,1.4,1.716666667,0.416666667,0.333333333,1.366666667,1.633333333,-0.133333333,-0.133333333,0.033333333,0.066666667,0.45,0.366666667,0.535,1.45,1.45,3.766666667,3.65,0.133333333,3.85,2.633333333,2.666666667,26.15,2.833333333,77.66666667,215.1666667,2.666666667,26.5
HOU,2003,1.083333333,55.25,0,1407.916667,485.25,52.41666667,172,224.4166667,119.0833333,44.25,23.66666667,89,119.6666667,424.0833333,180.4166667,107.6666667,82,116.1666667,42.41666667,3.5,0,86.25,29,3.083333333,12.33333333,15.41666667,6.333333333,2,0.916666667,5.416666667,7.833333333,25.33333333,10.66666667,8.083333333,5.75,6.333333333,1.916666667,,,0,0,77.91666667,217,28.66666667,69.33333333,1607.666667,13.24166667,0.50175,0.183916667,0.29625,6.483333333,14.01666667,10.34166667,14.30833333,1.733333333,1.141666667,14.85833333,18.65,,1.875,1.666666667,3.533333333,0.085833333,,-0.741666667,-0.233333333,-0.991666667,0.916666667,0.03375,0.052083333,15.85833333,2.369166667,19863.33333,82,0.182,0.527583333,340161.0833,0.528083333,-0.0975,-0.186666667,-0.0225,-0.82,-0.714166667,-1.819166667,0.4045,-0.190833333,-0.3975,0.650833333,-1.175,2.425,0.058333333,0.883333333,0.133333333,0.25,-1.091666667,0.016666667,-0.383333333,-1.058333333,-0.008333333,1.466666667,0.658333333,0.216666667,0.891666667,-0.85,1.591666667,0.083333333,0.766666667,-0.316666667,1.791666667,-9.25E-18,0.116666667,-0.516666667,0.383333333,21.96666667,20.75,-1.175,0.058333333,0.883333333,0.891666667,-0.85,0.083333333,0.766666667,0.791666667,-0.316666667,-9.25E-18,0.116666667,0.083333333,-0.816666667,-0.908333333,0.359166667,0.9,0.966666667,2.375,2.05,0.308333333,2.608333333,2.7,2.666666667,29.20083333,5.833333333,77.91666667,217.3333333,2.833333333,29.33333333
HOU,2004,1.32,35.64,0,828.24,297.64,31.6,103.64,135.24,85.04,25.2,9.4,43.2,72.24,255.56,107.96,71.2,55.52,71.48,26.2,3.04,0,72.84,26.76,2.4,7.6,10,6.04,2.48,0.96,3.96,7,22.04,9.56,6.48,5.36,5.84,2.28,,,0,0,77.36,208.36,30.72,47.28,1138.84,13.808,0.50288,0.228,0.27624,5.212,13.084,9.196,18.032,1.856,1.188,14.844,18.22,,1.364,0.944,2.3,0.09588,,-0.464,-0.244,-0.712,0.496,0.04488,0.05104,15.54,-0.7724,19848,82,0.187,0.51676,338030.48,0.51672,0.3984,-0.0848,0.0792,-0.4348,-0.7792,-0.9004,0.28692,-0.016,-1.7772,0.1684,-0.74,2.52,-0.06,0.504,0.12,0.312,-0.248,0.056,-0.396,-0.16,0.232,-1.212,0.108,-0.304,0.452,-0.492,1.684,0.132,0.612,-0.24,1.864,-0.176,-0.104,-0.248,0.288,22.104,20.168,-0.74,-0.06,0.504,0.744,-0.492,0.132,0.612,0.864,-0.24,-0.176,-0.104,-0.104,-1.392,-1.14,0.3284,0.632,0.82,1.376,1.656,-0.292,2.24,2.376,2.48,31.232,8,77.4,208.44,2.28,31.32
HOU,2005,1.1875,39.75,0,958.25,322.6875,31.625,104.25,135.875,87.25,28.1875,9.6875,52.9375,86.5,282.125,115.375,84.5625,65.4375,79.1875,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,77.4375,207.6875,29.8125,45,1098.625,10.05625,0.4593125,0.198625,0.236125,4.84375,12.8125,8.85625,15.175,1.64375,0.8625,13.75,18.5125,,1.0875,1.26875,2.36875,0.033875,,-2.8375,-0.61875,-3.43125,0.7125,-0.0139375,0.047875,15.95625,-0.079375,19865.9375,82,0.196,0.5266875,342663.375,0.5275625,-0.9325,-0.35,-0.09125,-1.788125,-0.934375,-4.00375,0.2765,0.0125,-1.170625,0.215,-3.78125,2.94375,0.1625,0.70625,-0.375,0.1625,-1.925,0.0375,-0.48125,-2.5875,0.20625,-1.01875,1.175,-0.475,0.95,-3.05,1.9625,0.10625,0.575,-0.73125,2.1625,0.04375,0.125,-2.31875,0.28125,20.7625,18.65625,-3.78125,0.1625,0.70625,0.35625,-3.05,0.10625,0.575,0.35625,-0.73125,0.04375,0.125,-0.00625,-1.61875,-1.98125,0.28625,0.825,0.8875,1.89375,1.55625,0.3625,2.3875,2.4125,2.6875,30.3575,7.375,77.5625,212.1875,2.4375,30.5625
IND,2000,1,66.25,0,1706.625,666.25,91,237.625,328.625,161.875,46.375,51.25,110,175.625,572.75,252.625,188.75,138.5,67.75,22.5,3,0,88.625,26,4,11.375,15.375,8.25,1.75,2,4.5,9.75,26.875,10.5,5,4,4,1,,,0,0,81,216.375,22.375,52.5,1068,14.375,0.518125,0.118,0.41325,7.525,15.6625,11.75,10.1625,1.5375,1.7875,12.175,22.125,,1.45,1.2125,2.65,0.0995,,-1.175,-0.65,-1.8375,0.675,0.046,0.0535,19.4875,4.20375,19736.25,82,0.167,0.54875,341736.875,0.549125,-1.05625,-0.05375,-0.11625,-1.06,-1.4075,-3.5775,0.270625,-0.36625,-2.5875,1.52875,-2.05,3.05,0.1125,0.65,-0.125,0.1875,-1.25,-0.05,-0.7375,-1.9875,-0.1125,3.9875,1.4,0.6875,0.1625,-1.3125,2.0125,0.075,0.5375,-0.7375,2.2125,0.0125,0.1,-0.575,0.2625,15.6,14.5625,-2.05,0.1125,0.65,0.55,-1.3125,0.075,0.5375,0.5,-0.7375,0.0125,0.1,0.05,-1.8625,-1.875,0.3025,0.675,0.9125,1.75,1.5,0.2625,2.4875,3.6875,3.75,22.825,2,81,217.625,3.875,22.875
IND,2001,1.384615385,46,0,1136.615385,456.5384615,61.76923077,166.0769231,227.8461538,81.76923077,34.69230769,28.76923077,62.53846154,113.0769231,379,171.6923077,130.5384615,99.15384615,43.84615385,14,3.461538462,0,82.76923077,26.92307692,2.923076923,11.92307692,14.84615385,6.846153846,2.615384615,1.461538462,4.846153846,8.153846154,23.23076923,10.38461538,6.923076923,5.230769231,2.230769231,0.923076923,,,0,0,80,216.8461538,24,61.07692308,1608.461538,13.02307692,0.482846154,0.090923077,0.369615385,5.576923077,14.86153846,10.23846154,15.52307692,1.576923077,1.692307692,14.41538462,19.27692308,,1.223076923,1.592307692,2.823076923,0.070076923,,-1.846153846,-0.307692308,-2.153846154,0.469230769,0.023615385,0.046538462,16.56923077,-3.009230769,19922.30769,82,0.17,0.512230769,340361.6154,0.513,-0.028461538,-0.087692308,-0.032307692,-1.017692308,-0.515384615,-1.648461538,0.403307692,-0.048461538,-0.743846154,-0.573076923,-2.215384615,2.469230769,-0.353846154,0.476923077,-0.038461538,0.207692308,-1.053846154,-0.046153846,-0.269230769,-1.207692308,0.015384615,-2.146153846,0.938461538,-0.715384615,-0.853846154,-1.930769231,1.646153846,-0.307692308,0.392307692,-0.307692308,1.830769231,-0.030769231,0.084615385,-1.623076923,0.4,23.92307692,22.35384615,-2.215384615,-0.353846154,0.476923077,0.392307692,-1.930769231,-0.307692308,0.392307692,0.346153846,-0.307692308,-0.030769231,0.084615385,0.030769231,-1.253846154,-1.653846154,0.310769231,0.584615385,0.507692308,1.261538462,1.023076923,0.207692308,1.361538462,3.169230769,3.230769231,24.42846154,2.769230769,80,217.6153846,3.230769231,24.46153846
IND,2002,1,69.16666667,0,1780.333333,744.5833333,101.6666667,253.0833333,354.75,137,63.58333333,43.5,98.25,170.0833333,616.4166667,274.5,225.0833333,171.75,69.75,23.83333333,5.5,0,131.5833333,52.75,7.916666667,19.41666667,27.33333333,7.666666667,5.166666667,3.416666667,7.666666667,13.5,45.16666667,17.5,19.66666667,15.41666667,7.416666667,2.333333333,,,0,0,80.5,227.0833333,24,51.25,1333.583333,14.325,0.51475,0.155666667,0.33825,6.975,15.55833333,11.30833333,10.88333333,1.841666667,1.516666667,12.56666667,20.55833333,,1.1,1.516666667,2.625,0.088916667,,-0.633333333,0.208333333,-0.433333333,0.575,0.03575,0.053166667,18.00833333,-2.1525,19873.75,82,0.181,0.519416667,341000.4167,0.5195,-0.3475,0.1375,-0.046666667,0.0775,-0.270833333,-0.404166667,0.335583333,-0.108333333,-2.329166667,-0.0525,-0.458333333,2.375,-0.125,0.55,0.016666667,0.25,-0.383333333,0.041666667,-0.141666667,-0.233333333,-0.075,-1.841666667,-0.041666667,-0.45,-0.308333333,-0.65,1.575,-0.208333333,0.358333333,0.191666667,1.741666667,0.083333333,0.183333333,-0.833333333,0.333333333,26.825,24.39166667,-0.458333333,-0.125,0.55,1,-0.65,-0.208333333,0.358333333,0.683333333,0.191666667,0.083333333,0.183333333,0.325,-0.708333333,-0.575,0.430833333,0.966666667,1.316666667,1.5,0.95,0.541666667,3.516666667,3.483333333,3.416666667,24.47916667,3.25,80.5,227.9166667,3.666666667,24.5
IND,2003,1,63.2,0,1531.2,605.9,90.6,211.4,302,115.4,53,36.7,89.1,139.9,523.3,230.3,166.7,124.7,63.7,20.6,11.9,0,271.9,101.6,16.1,39.8,55.9,14.6,8.7,8.7,14.6,26.9,92.3,37.4,32.3,22.4,14.5,4.4,,,0,0,79,215.4,26.3,55,1220.4,14.48,0.4921,0.1054,0.3201,7.49,15.29,11.44,14.61,1.88,1.97,13.32,19.32,,1.26,1.89,3.13,0.1121,,-1.08,0.63,-0.43,0.77,0.0412,0.0709,16.76,3.188,19877.5,82,0.182,0.5208,343527.8,0.5213,0.404,0.437,-0.046,-0.911,-0.917,-0.989,0.3068,0.017,1.485,0.468,-0.51,2.48,0.18,0.78,0.4,0.21,-1.04,0.03,-0.48,-0.89,-0.09,0.54,2.11,-0.3,2.66,-1.2,1.64,-0.16,0.37,0.67,1.82,0.34,0.43,-1.86,0.31,20.64,19.09,-0.51,0.18,0.78,0.86,-1.2,-0.16,0.37,0.38,0.67,0.34,0.43,0.5,-1.05,-0.82,0.355,0.79,0.97,2.13,0.98,1.16,2.59,3.15,3,26.722,5.6,79.1,216.4,3.2,26.6
