,playerID,award,year,lgID_x,note,pos,draftYear,draftRound,draftSelection,draftOverall,tmID,firstName,lastName,suffixName,draftFrom,lgID_y
39,arizipa01,All-NBA First Team,1951,NBA,0,0,1950,0,0,0,PHI,Paul,Arizin,0,Villanova,NBA
40,arizipa01,All-NBA First Team,1955,NBA,0,F,1950,0,0,0,PHI,Paul,Arizin,0,Villanova,NBA
41,arizipa01,All-NBA First Team,1956,NBA,0,F,1950,0,0,0,PHI,Paul,Arizin,0,Villanova,NBA
42,arizipa01,All-NBA Second Team,1958,NBA,0,F,1950,0,0,0,PHI,Paul,Arizin,0,Villanova,NBA
43,cousybo01,All-NBA First Team,1951,NBA,0,0,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
44,cousybo01,All-NBA First Team,1952,NBA,0,0,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
45,cousybo01,All-NBA First Team,1953,NBA,0,0,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
46,cousybo01,All-NBA First Team,1954,NBA,0,0,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
47,cousybo01,All-NBA First Team,1955,NBA,0,G,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
48,cousybo01,All-NBA First Team,1956,NBA,0,G,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
49,cousybo01,Most Valuable Player,1956,NBA,0,0,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
50,cousybo01,All-NBA First Team,1957,NBA,0,G,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
51,cousybo01,All-NBA First Team,1958,NBA,0,G,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
52,cousybo01,All-NBA First Team,1959,NBA,0,G,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
53,cousybo01,All-NBA First Team,1960,NBA,0,G,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
54,cousybo01,All-NBA Second Team,1961,NBA,0,G,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
55,cousybo01,All-NBA Second Team,1962,NBA,0,G,1950,1,3,3,TRI,Bob,Cousy,0,Holy Cross,NBA
56,foustla01,All-NBA Second Team,1951,NBA,0,0,1950,1,5,5,CHS,Larry,Foust,0,LaSalle,NBA
57,foustla01,All-NBA First Team,1954,NBA,0,0,1950,1,5,5,CHS,Larry,Foust,0,LaSalle,NBA
58,phillan01,All-NBA Second Team,1951,NBA,0,0,1947,0,0,0,CHS,Andy,Phillip,0,Illinois,NBA
59,phillan01,All-NBA Second Team,1952,NBA,0,0,1947,0,0,0,CHS,Andy,Phillip,0,Illinois,NBA
60,wanzebo01,All-NBA Second Team,1951,NBA,0,0,1948,1,10,10,ROC,Robert,Wanzer,0,Seton Hall,NBA
61,wanzebo01,All-NBA Second Team,1952,NBA,0,0,1948,1,10,10,ROC,Robert,Wanzer,0,Seton Hall,NBA
62,wanzebo01,All-NBA Second Team,1953,NBA,0,0,1948,1,10,10,ROC,Robert,Wanzer,0,Seton Hall,NBA
63,sharmbi01,All-NBA Second Team,1952,NBA,0,0,1950,2,0,0,WSC,Bill,Sharman,0,Southern California,NBA
64,sharmbi01,All-NBA Second Team,1954,NBA,0,0,1950,2,0,0,WSC,Bill,Sharman,0,Southern California,NBA
65,sharmbi01,All-NBA First Team,1955,NBA,0,G,1950,2,0,0,WSC,Bill,Sharman,0,Southern California,NBA
66,sharmbi01,All-NBA First Team,1956,NBA,0,G,1950,2,0,0,WSC,Bill,Sharman,0,Southern California,NBA
67,sharmbi01,All-NBA First Team,1957,NBA,0,G,1950,2,0,0,WSC,Bill,Sharman,0,Southern California,NBA
68,sharmbi01,All-NBA First Team,1958,NBA,0,G,1950,2,0,0,WSC,Bill,Sharman,0,Southern California,NBA
69,sharmbi01,All-NBA Second Team,1959,NBA,0,G,1950,2,0,0,WSC,Bill,Sharman,0,Southern California,NBA
70,meinedo01,Rookie of the Year,1952,NBA,0,0,1952,0,0,0,FTW,Don,Meineke,0,Dayton,NBA
71,gallaha01,All-NBA First Team,1953,NBA,0,0,1947,0,0,0,BLB,Harry,Gallatin,0,NE Missouri State Teachers College,NBA
72,gallaha01,All-NBA First Team,1953,NBA,0,0,1948,0,0,0,NYK,Harry,Gallatin,0,NE Missouri State,NBA
73,gallaha01,All-NBA Second Team,1954,NBA,0,0,1947,0,0,0,BLB,Harry,Gallatin,0,NE Missouri State Teachers College,NBA
74,gallaha01,All-NBA Second Team,1954,NBA,0,0,1948,0,0,0,NYK,Harry,Gallatin,0,NE Missouri State,NBA
75,felixra01,Rookie of the Year,1953,NBA,0,0,1953,1,1,1,BLB,Ray,Felix,0,Long Island,NBA
76,pettibo01,All-NBA First Team,1954,NBA,0,0,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
77,pettibo01,Rookie of the Year,1954,NBA,0,0,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
78,pettibo01,All-NBA First Team,1955,NBA,0,F,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
79,pettibo01,Most Valuable Player,1955,NBA,0,0,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
80,pettibo01,All-NBA First Team,1956,NBA,0,C,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
81,pettibo01,All-NBA First Team,1957,NBA,0,C,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
82,pettibo01,All-NBA First Team,1958,NBA,0,F,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
83,pettibo01,Most Valuable Player,1958,NBA,0,0,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
84,pettibo01,All-NBA First Team,1959,NBA,0,F,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
85,pettibo01,All-NBA First Team,1960,NBA,0,F,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
86,pettibo01,All-NBA First Team,1961,NBA,0,F,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
87,pettibo01,All-NBA First Team,1962,NBA,0,F,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
88,pettibo01,All-NBA First Team,1963,NBA,0,F,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
89,pettibo01,All-NBA Second Team,1964,NBA,0,F,1954,1,2,2,MLH,Bob,Pettit,0,Louisiana State,NBA
90,georgja01,All-NBA Second Team,1955,NBA,0,G,1953,0,0,0,PHI,Jack,George,0,LaSalle,NBA
91,lovelcl01,All-NBA Second Team,1955,NBA,0,C,1952,1,9,9,MNL,Clyde,Lovellette,0,Kansas,NBA
92,stokema01,All-NBA Second Team,1955,NBA,0,F,1955,1,2,2,ROC,Maurice,Stokes,0,St. Francis (PA),NBA
93,stokema01,Rookie of the Year,1955,NBA,0,0,1955,1,2,2,ROC,Maurice,Stokes,0,St. Francis (PA),NBA
94,stokema01,All-NBA Second Team,1956,NBA,0,F,1955,1,2,2,ROC,Maurice,Stokes,0,St. Francis (PA),NBA
95,stokema01,All-NBA Second Team,1957,NBA,0,F,1955,1,2,2,ROC,Maurice,Stokes,0,St. Francis (PA),NBA
96,garmadi01,All-NBA Second Team,1956,NBA,0,G,1954,9,8,80,MNL,Dick,Garmaker,0,Minnesota,NBA
97,garmadi01,All-NBA Second Team,1956,NBA,0,G,1955,0,0,0,MNL,Dick,Garmaker,0,Minnesota,NBA
98,yardlge01,All-NBA Second Team,1956,NBA,0,F,1950,1,7,7,FTW,George,Yardley,0,Stanford,NBA
99,yardlge01,All-NBA First Team,1957,NBA,0,F,1950,1,7,7,FTW,George,Yardley,0,Stanford,NBA
100,heinsto01,Rookie of the Year,1956,NBA,0,0,1956,0,0,0,BOS,Tom,Heinsohn,0,Holy Cross,NBA
101,heinsto01,All-NBA Second Team,1960,NBA,0,F,1956,0,0,0,BOS,Tom,Heinsohn,0,Holy Cross,NBA
102,heinsto01,All-NBA Second Team,1961,NBA,0,F,1956,0,0,0,BOS,Tom,Heinsohn,0,Holy Cross,NBA
103,heinsto01,All-NBA Second Team,1962,NBA,0,F,1956,0,0,0,BOS,Tom,Heinsohn,0,Holy Cross,NBA
104,heinsto01,All-NBA Second Team,1963,NBA,0,F,1956,0,0,0,BOS,Tom,Heinsohn,0,Holy Cross,NBA
105,golato01,All-NBA Second Team,1957,NBA,0,G,1955,0,0,0,PHW,Tom,Gola,0,LaSalle,NBA
106,hagancl01,All-NBA Second Team,1957,NBA,0,F,1953,3,0,0,BOS,Cliff,Hagan,0,Kentucky,NBA
107,hagancl01,All-NBA Second Team,1958,NBA,0,F,1953,3,0,0,BOS,Cliff,Hagan,0,Kentucky,NBA
108,russebi01,All-NBA Second Team,1957,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
109,russebi01,Most Valuable Player,1957,NBA,0,0,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
110,russebi01,All-NBA First Team,1958,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
111,russebi01,All-NBA Second Team,1959,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
112,russebi01,All-NBA Second Team,1960,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
113,russebi01,Most Valuable Player,1960,NBA,0,0,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
114,russebi01,All-NBA Second Team,1961,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
115,russebi01,Most Valuable Player,1961,NBA,0,0,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
116,russebi01,All-NBA First Team,1962,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
117,russebi01,Most Valuable Player,1962,NBA,0,0,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
118,russebi01,All-NBA Second Team,1963,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
119,russebi01,All-NBA First Team,1964,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
120,russebi01,Most Valuable Player,1964,NBA,0,0,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
121,russebi01,All-NBA Second Team,1965,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
122,russebi01,All-NBA Second Team,1966,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
123,russebi01,All-NBA Second Team,1967,NBA,0,C,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
124,russebi01,All-Defensive First Team,1968,NBA,0,0,1956,1,2,2,STL,Bill,Russell,0,San Francisco,NBA
125,sauldwo01,Rookie of the Year,1957,NBA,0,0,1957,8,5,60,PHW,Woody,Sauldsberry,0,Texas Southern,NBA
126,bayloel01,All-NBA First Team,1958,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
127,bayloel01,All-NBA First Team,1958,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
128,bayloel01,Rookie of the Year,1958,NBA,0,0,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
129,bayloel01,Rookie of the Year,1958,NBA,0,0,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
130,bayloel01,All-NBA First Team,1959,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
131,bayloel01,All-NBA First Team,1959,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
132,bayloel01,All-NBA First Team,1960,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
133,bayloel01,All-NBA First Team,1960,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
134,bayloel01,All-NBA First Team,1961,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
135,bayloel01,All-NBA First Team,1961,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
136,bayloel01,All-NBA First Team,1962,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
137,bayloel01,All-NBA First Team,1962,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
138,bayloel01,All-NBA First Team,1963,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
139,bayloel01,All-NBA First Team,1963,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
140,bayloel01,All-NBA First Team,1964,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
141,bayloel01,All-NBA First Team,1964,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
142,bayloel01,All-NBA First Team,1966,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
143,bayloel01,All-NBA First Team,1966,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
144,bayloel01,All-NBA First Team,1967,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
145,bayloel01,All-NBA First Team,1967,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
146,bayloel01,All-NBA First Team,1968,NBA,0,F,1956,0,0,0,MNL,Elgin,Baylor,0,Seattle,NBA
147,bayloel01,All-NBA First Team,1968,NBA,0,F,1958,1,1,1,MNL,Elgin,Baylor,0,Seattle,NBA
148,chambwi01,All-NBA First Team,1959,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
149,chambwi01,Most Valuable Player,1959,NBA,0,0,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
150,chambwi01,Rookie of the Year,1959,NBA,0,0,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
151,chambwi01,All-NBA First Team,1960,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
152,chambwi01,All-NBA First Team,1961,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
153,chambwi01,All-NBA Second Team,1962,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
154,chambwi01,All-NBA First Team,1963,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
155,chambwi01,All-NBA Second Team,1964,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
156,chambwi01,All-NBA First Team,1965,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
157,chambwi01,Most Valuable Player,1965,NBA,0,0,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
158,chambwi01,All-NBA First Team,1966,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
159,chambwi01,Most Valuable Player,1966,NBA,0,0,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
160,chambwi01,All-NBA First Team,1967,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
161,chambwi01,Most Valuable Player,1967,NBA,0,0,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
162,chambwi01,All-Defensive First Team,1971,NBA,0,0,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
163,chambwi01,All-NBA Second Team,1971,NBA,0,C,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
164,chambwi01,Finals MVP,1971,NBA,0,0,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
165,chambwi01,All-Defensive First Team,1972,NBA,0,0,1959,0,0,0,PHW,Wilt,Chamberlain,0,Kansas,NBA
166,shuege01,All-NBA First Team,1959,NBA,0,G,1954,1,3,3,PHW,Gene,Shue,0,Maryland,NBA
167,shuege01,All-NBA Second Team,1960,NBA,0,G,1954,1,3,3,PHW,Gene,Shue,0,Maryland,NBA
168,twymaja01,All-NBA Second Team,1959,NBA,0,F,1955,2,2,8,ROC,Jack,Twyman,0,Cincinnati,NBA
169,twymaja01,All-NBA Second Team,1961,NBA,0,F,1955,2,2,8,ROC,Jack,Twyman,0,Cincinnati,NBA
170,roberos01,All-NBA First Team,1960,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
171,roberos01,Rookie of the Year,1960,NBA,0,0,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
172,roberos01,All-NBA First Team,1961,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
173,roberos01,All-NBA First Team,1962,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
174,roberos01,All-NBA First Team,1963,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
175,roberos01,Most Valuable Player,1963,NBA,0,0,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
176,roberos01,All-NBA First Team,1964,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
177,roberos01,All-NBA First Team,1965,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
178,roberos01,All-NBA First Team,1966,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
179,roberos01,All-NBA First Team,1967,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
180,roberos01,All-NBA First Team,1968,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
181,roberos01,All-NBA Second Team,1969,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
182,roberos01,All-NBA Second Team,1970,NBA,0,G,1960,1,1,1,CIN,Oscar,Robertson,0,Cincinnati,NBA
183,costela01,All-NBA Second Team,1960,NBA,0,G,1954,2,3,12,PHW,Larry,Costello,0,Niagara,NBA
184,westje01,All-NBA First Team,1961,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
185,westje01,All-NBA First Team,1962,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
186,westje01,All-NBA First Team,1963,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
187,westje01,All-NBA First Team,1964,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
188,westje01,All-NBA First Team,1965,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
189,westje01,All-NBA First Team,1966,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
190,westje01,All-NBA Second Team,1967,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
191,westje01,All-Defensive Second Team,1968,NBA,0,0,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
192,westje01,All-NBA Second Team,1968,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
193,westje01,Finals MVP,1968,NBA,0,0,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
194,westje01,All-Defensive First Team,1969,NBA,0,0,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
195,westje01,All-NBA First Team,1969,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
196,westje01,All-Defensive First Team,1970,NBA,0,0,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
197,westje01,All-NBA First Team,1970,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
198,westje01,All-Defensive First Team,1971,NBA,0,0,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
199,westje01,All-NBA First Team,1971,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
200,westje01,All-Defensive First Team,1972,NBA,0,0,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
201,westje01,All-NBA First Team,1972,NBA,0,G,1960,1,2,2,MNL,Jerry,West,0,West Virginia,NBA
202,bellawa01,Rookie of the Year,1961,NBA,0,0,1961,1,1,1,CHP,Walt,Bellamy,0,Indiana,NBA
203,greerha01,All-NBA Second Team,1962,NBA,0,G,1958,2,6,13,SYR,Hal,Greer,0,Marshall,NBA
204,greerha01,All-NBA Second Team,1963,NBA,0,G,1958,2,6,13,SYR,Hal,Greer,0,Marshall,NBA
205,greerha01,All-NBA Second Team,1964,NBA,0,G,1958,2,6,13,SYR,Hal,Greer,0,Marshall,NBA
206,greerha01,All-NBA Second Team,1965,NBA,0,G,1958,2,6,13,SYR,Hal,Greer,0,Marshall,NBA
207,greerha01,All-NBA Second Team,1966,NBA,0,G,1958,2,6,13,SYR,Hal,Greer,0,Marshall,NBA
208,greerha01,All-NBA Second Team,1967,NBA,0,G,1958,2,6,13,SYR,Hal,Greer,0,Marshall,NBA
209,greerha01,All-NBA Second Team,1968,NBA,0,G,1958,2,6,13,SYR,Hal,Greer,0,Marshall,NBA
210,howelba01,All-NBA Second Team,1962,NBA,0,F,1959,1,2,2,DET,Bailey,Howell,0,Mississippi State,NBA
211,dischte01,Rookie of the Year,1962,NBA,0,0,1962,2,1,8,CHZ,Terry,Dischinger,0,Purdue,NBA
212,havlijo01,All-NBA Second Team,1963,NBA,0,G,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
213,havlijo01,All-NBA Second Team,1965,NBA,0,F,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
214,havlijo01,All-NBA Second Team,1967,NBA,0,F,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
215,havlijo01,All-Defensive Second Team,1968,NBA,0,0,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
216,havlijo01,All-NBA Second Team,1968,NBA,0,F,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
217,havlijo01,All-Defensive Second Team,1969,NBA,0,0,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
218,havlijo01,All-NBA Second Team,1969,NBA,0,F,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
219,havlijo01,All-Defensive Second Team,1970,NBA,0,0,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
220,havlijo01,All-NBA First Team,1970,NBA,0,F,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
221,havlijo01,All-Defensive First Team,1971,NBA,0,0,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
222,havlijo01,All-NBA First Team,1971,NBA,0,F,1962,1,7,7,BOS,John,Havlicek,0,Ohio State,NBA
