objectid,shape_leng,shape_area,gis_id,featurecod,descriptio,capturedat,captureyea,captureact
876,96.999721220900398,493.199642500383845,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
877,254.417887862650474,4115.853768558409683,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
878,199.288538791220930,2259.001181045941848,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
879,158.101319061134006,1051.586776617673877,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
880,256.046423443943866,4166.834166971259947,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
881,70.197866134282478,180.110846027896628,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
882,25.441736094393203,47.766073485935046,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
883,67.392041864695116,282.662694064060361,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
884,69.985922107950827,305.936925934967576,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
885,112.530578857125548,784.905976570504549,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
886,383.389610294886154,9606.642719081666655,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
887,78.008479435370603,293.884617509597604,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
888,902.782781469851784,4864.440821876998598,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
889,397.310554796093697,10254.837341273299899,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
890,112.921127143909104,477.990769462639889,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
891,58.471363316523082,208.459687420129796,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
892,384.041719709016377,8547.293475063706865,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
893,79.751238121562352,334.341549518674356,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
894,118.892766934099214,783.353704968718944,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
895,57.947944496753152,243.964972976138114,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
896,427.894499679247815,12208.982504996907664,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
897,198.019491437977734,2205.355103073788996,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
898,97.617892709836084,549.968635988943220,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
899,868.495285875853256,4799.278973940959986,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
900,313.447022576877032,2778.227328557361488,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
901,72.675824171476521,329.967220992793216,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
902,87.912408818465465,456.041308484473518,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
903,53.040746123815836,175.822037494985011,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
904,48.084563260137038,162.303400017492834,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
905,733.940629608846166,8506.382974275689776,,3140,Football Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
906,23.682265245244629,33.571031970465214,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
907,119.508990244642462,109.048894560862735,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
908,119.739676714558485,108.770759309983504,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
909,60.909866134698923,225.890295531758142,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
910,152.513267851203182,942.818536845334393,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
911,12.625237362019089,9.959515007224530,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
912,311.628644325880998,5550.863986335557456,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
913,94.421091315088717,405.115937994417834,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
914,87.643299552140846,454.958370994891311,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
915,86.889314875604427,450.213982987792235,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
916,47.994905418252891,148.459721477191863,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
917,90.708304987179673,352.599091540216591,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
918,54.440898882959893,177.545835018037792,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
919,98.249719698313228,453.418780449849010,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
920,404.480271408386216,9409.324449555539104,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
921,48.673993029131765,122.985114035263720,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
922,67.402303135181555,216.840798506490444,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
923,181.765651572776079,1693.181771556968442,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
924,211.963128069090914,2486.008535994898921,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
925,75.997583310454317,245.427752477144310,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
926,56.466626083851914,182.784603966562372,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
927,62.031792922029140,230.627492928539169,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
928,51.894226126462044,143.096455519064477,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
929,283.063139442289241,4466.098953410154536,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
930,117.870448642971610,575.661492544529665,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
931,62.534330647771483,234.022838038756959,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
932,36.051184901100662,81.147599492650954,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
933,42.111068617092869,110.525286474210631,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
934,864.022921626631160,3964.179530201241505,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
935,397.039916058500694,9532.816796892297134,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
936,408.494102207080800,8435.104400917092789,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
937,109.069411513825870,670.289664589230028,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
938,148.793402670163886,1380.911695545993098,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
939,144.364221744699393,1171.201045357895055,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
940,265.185960825642212,4299.712230667058066,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
941,204.965356969805157,2401.954317637339955,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
942,94.754092010576358,440.406526577355010,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
943,150.718145426887077,1419.722936488164351,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
944,75.053285502373342,341.193735033083101,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
945,282.876512973529771,4549.205312719041103,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
946,48.964297554813129,131.995753000248726,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
947,83.051208331721483,417.608059038065733,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
948,427.066938973117658,7787.469838497859200,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
949,29.031317870273298,58.009141023692507,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
950,52.902979981342867,170.931587007503310,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
951,68.724547572487893,223.791074503872665,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
952,28.457794628043981,57.199222506325839,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
953,210.698907956252071,430.391446450376520,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
954,79.444419864663772,392.941798976047551,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
955,96.565661920735238,553.996080542129675,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
956,57.691792446140660,209.689053990430665,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
957,106.070998987923019,620.823386013826394,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
958,66.858943192960069,278.601086972262067,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
959,96.346157762298702,579.050159991188139,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
960,68.103809567394521,282.144788575773873,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
961,49.868662950254773,162.256388943350373,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
962,99.908164563231949,587.385545977871971,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
963,97.416570059209619,480.209935020151136,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
964,80.125621557956748,166.212588423198611,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
965,40.589014762555614,93.239243472840499,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
966,199.802625929842577,1761.528799651154941,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
967,375.184252107743021,7638.490149426823336,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
968,116.879150597923811,836.933377513311257,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
969,52.906770508886758,171.386212512839961,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
970,70.976742498064297,300.665196964540200,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
971,55.508188167752067,96.912456500533352,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
972,62.223216777459740,235.774549076431072,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
973,48.588820298980558,117.148832006199697,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
974,71.521871920792307,240.996286018131627,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
975,141.999838562319070,348.940469483796164,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
976,45.774003807389441,121.789803032248571,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
977,60.676200898596065,231.008850964639123,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
978,78.108470560880264,339.046155516444117,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
979,64.259150804624568,248.473081980454225,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
980,262.383916000294050,4362.516766041855590,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
981,42.606063404663402,107.827719960729326,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
982,52.597633142293851,174.511035450852717,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
983,95.328217454573718,547.307453456883195,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
984,50.222117970535983,161.244081030499444,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
985,41.808156817842494,106.893968993628903,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
986,45.238863794664127,115.090056992799063,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
987,84.757113428745782,419.567311531439202,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
988,147.426022849276222,1428.082325038981708,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
989,122.600752400775434,761.682100440575368,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
990,52.171365052417670,133.341145007553990,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
991,137.252825724028128,422.175565508814998,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
992,60.553049824369140,226.894675990237829,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
993,67.052107088884924,208.206763977323163,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
994,528.898922652184751,488.101065436989302,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
995,197.053603458581478,2451.086488196699065,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
996,253.773841202362263,769.274926390051860,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
997,124.826655229945544,931.287219953463136,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
998,82.581279626358338,396.786860046684126,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
999,302.307626500849494,1267.053970624562226,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1000,169.663294554616300,1765.033478524743714,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1001,115.022560951956820,812.761417018467000,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1002,241.531215416243299,1152.932665960728400,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1003,8.718639530623438,3.907179504158527,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1004,142.421065223645854,1151.175404322588975,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1005,169.319255265289200,1770.632873561176439,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1006,52.653555440227109,172.902919506148265,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1007,65.332139803614410,282.954573506353370,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1008,199.252519179750152,2380.333203045220671,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1009,104.274688835357040,602.207364920219675,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1010,95.529826944572051,551.630205450416724,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,E
1011,978.744755148012928,6177.268713666348049,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1012,84.413961136834203,416.738853989703841,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1013,61.642560989261995,228.106734002565219,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1014,505.173137422395996,8338.446483713723865,,3140,Football Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1015,129.580569616422622,142.785004518184621,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1016,126.143299554666982,910.666374481282105,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1017,88.306046009151416,549.088678032600569,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1018,149.228395106501694,234.034673971227022,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1019,106.452511817421041,773.402333914839460,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1020,19.437640923432472,0.955230500539362,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1021,338.806342157267977,6189.999654072235899,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1022,754.815072420064325,1753.447951164409460,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1023,92.288067455029406,355.604123009469049,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1024,39.519991387987631,92.006419500318202,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1025,349.132010914767591,7224.669941097679839,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1026,47.539580114175159,138.356756474435485,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1027,50.984574385050458,162.228461982840031,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1028,35.032922993433608,80.207430985614522,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1029,39.550695481032101,99.625322959174255,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1030,67.474556872113368,201.245168003016659,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1031,39.929241407388666,97.991267468329596,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1032,80.867815586105749,207.309825996528730,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1033,48.944334310153266,30.903005001979771,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1034,38.526753100808278,83.952361483764491,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1035,69.055704005061173,211.598822491355008,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1036,125.634889959874798,716.917131961125165,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1037,118.163086643098467,772.980661988592260,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1038,44.112305186697817,80.809086497109590,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1039,54.813877038128986,166.702322491410911,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1040,27.438468329175368,46.937907013971014,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1041,101.832534697334808,641.252870447261444,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1042,82.209446233823172,175.608504502065301,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1043,68.100598354752606,247.205981975509616,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1044,315.004305663948116,2062.561196810823276,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1045,291.704084824576853,4810.089117612616974,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1046,110.925860811070109,683.899932572315493,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1047,79.277572572981555,291.889562039646250,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1048,69.564760872923756,262.030195032421830,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1049,68.349253861105254,285.921995932302707,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1050,97.604636119849800,565.528861974024835,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1051,297.794791299610040,381.083607566574528,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1052,43.699968066762040,117.093630564004158,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1053,94.575644813540194,277.550449510654516,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1054,196.162293526529567,2232.044209944498562,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1055,52.151738168222444,191.927033981623111,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1056,195.608264010983248,1725.016672508984129,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1057,373.134693653346687,1637.742306531391250,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1058,128.944527678338090,1029.005009974002633,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1059,96.186086658611586,542.400781088578924,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1060,102.168087697211035,623.173524520631190,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1061,380.175555760774841,6351.553231446195241,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1062,269.827549448297191,2281.836255934183555,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1063,251.611863191834999,3987.303048054116516,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1064,170.554858982597949,1194.870243350874489,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1065,317.510886075765995,5964.840594557387703,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1066,76.089955436568957,312.000234043792943,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1067,872.942211616937470,4338.490073288561689,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1068,130.562837388984832,1207.493490566659148,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1069,696.394088204272634,8462.732514973353318,,3140,Football Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1070,104.418926763721672,92.842311110651821,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1071,112.739741651616939,696.408563521370411,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1072,102.315099832003085,78.433577467840763,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1073,334.833453514725079,3012.324207928393662,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1074,467.507743561886457,8311.119873390305656,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1075,73.297027166658211,323.763413486392949,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1076,72.135603754583258,222.698945001421805,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1077,140.771519375760647,1229.535412547820897,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1078,54.541485216535953,193.366356006911644,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1079,37.441973178060941,89.625391991463488,181096,3170,Other Recreational Area,2013-10-18T00:00:00Z,2013-10-18T00:00:00Z,E
1080,54.639299826667184,137.132689975305880,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1081,244.010379463614299,3522.411727936919760,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1082,253.497239916111312,3299.558479294596509,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1083,77.265193118725392,397.460327966885416,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1084,154.667822631906688,375.713567476187677,181147,3170,Other Recreational Area,2013-10-18T00:00:00Z,2013-10-18T00:00:00Z,E
1085,141.758338990448067,922.758860566193562,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1086,247.729372905885356,1681.011967992965538,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1087,55.338368684634347,170.460467994051385,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1088,95.808576632819793,304.170743040426430,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1089,35.318711348726787,65.925800461739200,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1090,136.774839726755232,1163.989314305574226,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1091,99.134465795572638,482.726395498630211,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1092,56.178444624054457,225.163042981914771,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1093,107.905511565590629,705.755004947424823,181100,3110,Basketball Court,2013-10-18T00:00:00Z,2013-10-18T00:00:00Z,E
1094,43.106830971383005,87.835299999217312,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1095,143.354983115702595,1268.253890423199209,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
1096,36.390530888465271,66.071960043071726,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
