@relation 'team_yearly_mean-weka.filters.unsupervised.attribute.Remove-R23,40-43,61,66,76'

@attribute tmID {ATL,BOS,CHA,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOH,NOK,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,VAN,WAS}
@attribute year numeric
@attribute stint numeric
@attribute GP numeric
@attribute GS numeric
@attribute minutes numeric
@attribute points numeric
@attribute oRebounds numeric
@attribute dRebounds numeric
@attribute rebounds numeric
@attribute assists numeric
@attribute steals numeric
@attribute blocks numeric
@attribute turnovers numeric
@attribute PF numeric
@attribute fgAttempted numeric
@attribute fgMade numeric
@attribute ftAttempted numeric
@attribute ftMade numeric
@attribute threeAttempted numeric
@attribute threeMade numeric
@attribute PostGP numeric
@attribute PostMinutes numeric
@attribute PostPoints numeric
@attribute PostoRebounds numeric
@attribute PostdRebounds numeric
@attribute PostRebounds numeric
@attribute PostAssists numeric
@attribute PostSteals numeric
@attribute PostBlocks numeric
@attribute PostTurnovers numeric
@attribute PostPF numeric
@attribute PostfgAttempted numeric
@attribute PostfgMade numeric
@attribute PostftAttempted numeric
@attribute PostftMade numeric
@attribute PostthreeAttempted numeric
@attribute PostthreeMade numeric
@attribute height_x numeric
@attribute weight_x numeric
@attribute age numeric
@attribute g numeric
@attribute mp numeric
@attribute per numeric
@attribute ts numeric
@attribute 3par numeric
@attribute ftr numeric
@attribute orb numeric
@attribute drb numeric
@attribute trb numeric
@attribute ast numeric
@attribute stl numeric
@attribute blk numeric
@attribute tov numeric
@attribute usg numeric
@attribute ows numeric
@attribute dws numeric
@attribute ws numeric
@attribute ws_48 numeric
@attribute obpm numeric
@attribute dbpm numeric
@attribute bpm numeric
@attribute vorp numeric
@attribute ows_48 numeric
@attribute dws_48 numeric
@attribute shot numeric
@attribute team_mar numeric
@attribute team_mp numeric
@attribute year_3par numeric
@attribute team_ts numeric
@attribute tm_usg numeric
@attribute tm_ts_w_o_plyr numeric
@attribute reb_vers numeric
@attribute defense numeric
@attribute val_shot numeric
@attribute offense numeric
@attribute mpg_int numeric
@attribute raw_spm numeric
@attribute min numeric
@attribute raw_contrib numeric
@attribute tm_sum numeric
@attribute tm_adj numeric
@attribute bpm_2 numeric
@attribute stderr numeric
@attribute contrib numeric
@attribute vorp_2 numeric
@attribute reb_vers_2 numeric
@attribute val_shot_2 numeric
@attribute offense_2 numeric
@attribute defense_2 numeric
@attribute mpg numeric
@attribute raw_obpm numeric
@attribute contrib_2 numeric
@attribute tm_ortg numeric
@attribute tm_sum_2 numeric
@attribute tm_adj_2 numeric
@attribute tm_drtg numeric
@attribute obpm_2 numeric
@attribute ostderr numeric
@attribute ocontrib numeric
@attribute ovorp numeric
@attribute dbpm_2 numeric
@attribute dstderr numeric
@attribute dcontrib numeric
@attribute dvorp numeric
@attribute sum_spm numeric
@attribute min_2 numeric
@attribute mpg_2 numeric
@attribute rempg numeric
@attribute bpm_3 numeric
@attribute contrib_3 numeric
@attribute vorp_3 numeric
@attribute vorp_gm numeric
@attribute o_bpm numeric
@attribute ocontrib_2 numeric
@attribute ovorp_2 numeric
@attribute ovorp_gm numeric
@attribute d_bpm numeric
@attribute dcontrib_2 numeric
@attribute dvorp_2 numeric
@attribute dvorp_gm numeric
@attribute exp_bpm numeric
@attribute truetalentbpm numeric
@attribute exp_min numeric
@attribute truetalentvorp numeric
@attribute truetimevorp numeric
@attribute worp numeric
@attribute o_worp numeric
@attribute d_worp numeric
@attribute adjusted_worp numeric
@attribute estimated_position numeric
@attribute bbref_pos numeric
@attribute age_on_feb_1 numeric
@attribute yrs_experience numeric
@attribute height_y numeric
@attribute weight_y numeric
@attribute rounded_position numeric
@attribute rounded_age numeric

@data
MIL,2001,1,69.833333,0,1750.333333,734.666667,71.5,219.333333,290.833333,176.666667,55.333333,44,99.666667,170.833333,604,271.833333,156.166667,120.666667,182.666667,70.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.166667,213.166667,26.166667,64.333333,1743.833333,14.766667,0.504333,0.190667,0.3095,5.933333,14.3,10.15,17.616667,1.65,2.35,16.266667,17.2,4.116667,1.383333,5.533333,0.113833,0.283333,-0.35,-0.033333,1.716667,0.0725,0.041333,14.6,3.36,19780,0.17,0.542,344844,0.5395,-0.413333,0.355,0.02,0.27,-0.525,-0.313333,0.440833,0.771667,2.92,0.22,-0.083333,2.433333,0.866667,1.75,-0.066667,0.25,-0.083333,-0.05,-0.266667,-0.233333,0.9,5.6,4.6,0.4,-2.3,0.2,1.633333,1.116667,1.866667,-0.283333,1.8,-0.216667,-0.116667,0.483333,0.45,23.566667,22.283333,-0.083333,0.866667,1.75,1.75,0.2,1.116667,1.866667,1.833333,-0.283333,-0.216667,-0.116667,-0.116667,-0.366667,-0.183333,0.431667,1.633333,1.783333,4.733333,5.016667,-0.283333,4.816667,2.916667,3,26.606667,3.666667,79.333333,215.166667,3,26.666667
MIL,2002,1.2,53.1,0,1445.2,610.6,54.4,158.2,212.6,161.8,47.4,23.8,77.1,129.9,498.7,225.8,149.2,118.9,109.7,40.1,4,115.6,49.6,3.5,13.2,16.7,10.7,3.6,2,6,12.7,40.2,18.7,11.8,8.7,9,3.5,78.8,208.5,28.6,66.6,1884.3,15.1,0.527,0.1602,0.4009,4.31,13.34,8.94,18.95,1.69,1.56,14.8,18.88,3.18,1.35,4.55,0.1031,0.25,-0.61,-0.34,1.2,0.0664,0.0367,16.29,-1.026,19867.5,0.181,0.5337,342813.4,0.534,0.075,-0.031,0.089,0.038,-0.086,-0.007,0.4741,0.397,0.262,-0.299,-0.31,2.21,0.27,1.23,-0.18,0.32,0.22,-0.01,-0.05,0.31,0.66,1.29,1.96,-0.1,-2.33,0.22,1.49,0.66,1.45,-0.54,1.65,-0.37,-0.24,0.75,0.47,27.49,25.87,-0.31,0.27,1.23,1.33,0.22,0.66,1.45,1.61,-0.54,-0.37,-0.24,-0.3,-0.22,-0.27,0.41,1.25,1.34,3.31,3.93,-0.6,3.62,2.58,2.5,28.952,5.4,79.1,210.6,2.6,28.9
MIL,2003,1.272727,53.363636,0,1415.454545,574,65.090909,180.818182,245.909091,129.727273,36.090909,23.636364,79.363636,115.727273,462.363636,208.454546,170.909091,132,72.272727,25.090909,3.909091,108.454546,37.090909,4.363636,11.090909,17.545455,9.090909,4,2.090909,6.454545,9.909091,34.272727,13.818182,10.181818,7.818182,4.909091,1.636364,78.727273,214.545455,26.727273,57.727273,1374.363636,14.045455,0.515,0.190455,0.297909,6.345455,14.709091,10.536364,13.563636,1.663636,1.736364,14.790909,18.054545,1.627273,1.190909,2.781818,0.093545,-0.463636,-0.527273,-0.981818,0.4,0.052,0.041545,15.554545,1.200909,19877.72727,0.182,0.530455,345944.0909,0.530545,-0.694545,0.041818,-0.012727,-0.064545,-0.546364,-1.263636,0.345727,-0.352727,0.520909,0.185455,-1.090909,2.318182,-0.309091,0.381818,-0.127273,0.254545,-0.509091,-0.045455,-0.281818,-0.690909,-0.072727,2.681818,2.309091,0.181818,-1.490909,-0.509091,1.545455,-0.045455,0.545455,-0.572727,1.727273,-0.263636,-0.163636,0.072727,0.336364,23.818182,22.109091,-1.090909,-0.309091,0.381818,0.545455,-0.509091,-0.045455,0.545455,0.718182,-0.572727,-0.263636,-0.163636,-0.181818,-0.709091,-0.909091,0.377273,0.636364,0.6,1.045455,1.5,-0.436364,1.6,3.081818,3,27.145455,4.636364,79.272727,217.545455,3.090909,27.090909
MIL,2004,1.307692,39.615385,0,968.769231,381.384615,39.307692,105.769231,145.076923,90.923077,25.615385,9.461538,51.769231,83.923077,313.076923,140,99.769231,78.153846,62.769231,23.230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.692308,204.153846,28.846154,47.307692,1105.307692,13.984615,0.505538,0.233692,0.313538,5.1,14.053846,9.623077,15.230769,2.092308,1.176923,13.946154,19.153846,1.553846,0.9,2.469231,0.088462,-0.492308,-0.4,-0.907692,0.584615,0.044077,0.044462,16.469231,0.392308,19783.84615,0.187,0.523154,340920.3846,0.522923,-0.391538,0.205385,0.025385,-0.489231,-0.934615,-1.611538,0.279308,-0.177692,-2.571538,0.608462,-1,2.915385,0.030769,0.576923,-0.230769,0.284615,-0.484615,0.138462,-0.484615,-0.761538,0.023077,1.330769,0.684615,0.169231,-0.915385,-0.576923,1.961538,0.138462,0.592308,-0.423077,2.169231,-0.107692,-0.007692,-0.176923,0.269231,20.969231,18.915385,-1,0.030769,0.576923,0.876923,-0.576923,0.138462,0.592308,0.915385,-0.423077,-0.107692,-0.007692,-0.076923,-1.476923,-1.153846,0.358462,0.715385,0.9,1.576923,1.630769,-0.061538,2.438462,2.592308,2.615385,29.324615,4.923077,78.076923,207,2.615385,29.307692
MIL,2005,1,42.333333,0,662,237,38,96.666667,134.666667,57.333333,19.333333,10.666667,37,76.666667,206.666667,89.333333,57.666667,43.333333,49.666667,15,3.666667,56.666667,20.666667,2,10,12,4,1.333333,0.666667,1.666667,8.333333,16,8,4.333333,3,2.666667,1.666667,82.333333,220.666667,34,57.666667,1258,12.033333,0.549667,0.158,0.356,8.333333,17.166667,12.733333,9.766667,1.266667,1.466667,16.7,13.3,1.7,0.866667,2.6,0.091,-0.8,-0.033333,-0.833333,0.533333,0.051667,0.039333,11.2,-1.696667,19771.66667,0.196,0.529333,344499.3333,0.528667,-1.26,-0.503333,-0.016667,1.246667,-0.91,-1.423333,0.318333,-0.256667,-4.53,0.5,-0.933333,2.433333,-0.1,0.566667,-0.166667,0.266667,-0.766667,-0.133333,-0.466667,-1.2,-0.133333,0.9,-0.233333,0.3,-2.6,-0.966667,1.633333,-0.033333,0.433333,0,1.8,-0.033333,0.033333,-0.966667,0.333333,20.066667,18.833333,-0.933333,-0.1,0.566667,0.666667,-0.966667,-0.033333,0.433333,0.533333,0,-0.033333,0.033333,0.1,-1.8,-1.366667,0.3,0.466667,0.6,1.466667,1.266667,0.2,1.633333,3.933333,4,34.336667,10.333333,82.333333,220.666667,4,34.333333
MIN,2000,1,78.25,0,2270.25,992.5,120.75,332.25,453,241.5,61.5,63,133.5,199.25,825.25,392,227.75,179,84.5,29.5,3.75,95.75,38.25,5,15.75,20.75,8,2.5,3,5.5,8.25,28.5,12.75,15.5,12.75,1.25,0,80.25,228.25,22.75,62.25,1860.5,15.125,0.51825,0.14525,0.295,6.1,15.625,10.825,15.725,1.4,1.9,13.3,19.875,2.9,2.35,5.225,0.1035,0.325,0.425,0.75,2.075,0.05325,0.05025,17.2,1.8,19892.5,0.167,0.523,345413.75,0.5215,0.9325,-0.1675,0.04,0.01,0.0125,0.79,0.4675,1.2125,2.5525,-0.075,0.725,2.325,1.2,2.175,0.3,0.3,0,-0.125,0,0.45,0.65,1.55,2.925,-0.175,0.25,0.25,1.55,0.575,1.35,0.475,1.725,0.65,0.775,-0.2,0.45,28.55,26.075,0.725,1.2,2.175,2.1,0.25,0.575,1.35,1.425,0.475,0.65,0.775,0.6,0.225,0.55,0.475,1.775,2,5.8,3.7,2.1,5.45,3.3,3.5,23.4075,1.75,80.25,228.5,3.25,23.5
MIN,2001,1.166667,70.166667,0,2185.5,971.333333,130.166667,314.833333,445,215.5,53,55.833333,124.333333,182.833333,793.5,379.166667,210.5,171.333333,104.5,41.666667,2.666667,88.5,40.833333,6,14.5,20.5,6.833333,1.833333,1.166667,5.666667,8.666667,31.5,14.333333,14.5,10.666667,4.333333,1.5,80.833333,234.666667,24.333333,71.666667,2072,15.816667,0.519333,0.085667,0.2985,6.85,17,11.766667,13.05,1.316667,1.866667,12.45,20.316667,3.233333,1.983333,5.233333,0.109667,-0.166667,-0.1,-0.25,1.366667,0.065833,0.043833,17.816667,-0.406667,19825.83333,0.17,0.51,343667.1667,0.508,0.095,-0.321667,0.006667,0.331667,0.07,0.173333,0.522333,0.533333,1.553333,-0.408333,-0.233333,2.183333,0.4,1.433333,0.1,0.283333,0.033333,-0.15,0.016667,0.3,0.466667,0.133333,2.316667,-0.45,-0.533333,-0.133333,1.45,0.25,1.166667,-0.1,1.6,0.1,0.266667,-0.066667,0.533333,28.65,27.116667,-0.233333,0.4,1.433333,1.433333,-0.133333,0.25,1.166667,1.2,-0.1,0.1,0.266667,0.233333,0.116667,-0.016667,0.433333,1.316667,1.333333,3.816667,3.133333,0.7,3.566667,3.666667,3.833333,24.87,2.666667,80.833333,234.833333,3.666667,25
MIN,2002,1,68.125,0,1781.125,793.25,98.5,257.125,355.625,190.5,45.5,49.375,104.25,154.75,654,310,192.125,150.625,62.375,22.625,5.875,155,71.75,5.875,24.625,30.5,14.25,4.25,2.5,10.75,16.5,54.25,26.5,19,15.875,8,2.875,80,227.625,26.75,64.125,1884.375,15.6,0.51825,0.0655,0.325,7.4125,15.4375,11.4375,14.575,1.375,1.4875,13.2125,21.25,3.025,1.925,4.9625,0.109,-0.175,-0.5375,-0.725,1.5125,0.06325,0.04575,18.45,1.78625,19820.625,0.181,0.524,344544.375,0.522875,0.0875,-0.46625,-0.01,-0.66375,-0.26125,-1.30125,0.47525,0.26375,-0.31625,0.49375,-0.8125,2.3875,0.5875,1.5375,0.225,0.25,-0.625,-0.1125,-0.15,-0.4,0.375,2.075,1.5375,0.2,-0.325,-0.225,1.6,0.4875,1.3125,-0.6125,1.775,0.0875,0.225,0.4,0.4875,26.0875,24.4625,-0.8125,0.5875,1.5375,1.375,-0.225,0.4875,1.3125,1.25,-0.6125,0.0875,0.225,0.1125,-0.1125,-0.35,0.41125,1.475,1.5375,4.15,3.5375,0.625,4.15,3.45,3.625,27.29625,4.5,80,227.75,3.5,27.5
MIN,2003,1,42.375,0,1152,565.5,57.25,195.5,252.75,146.5,36.25,38.5,72.75,103.25,467.5,224.5,123,99,45.625,17.5,9.875,269.625,115.5,11.75,48,59.75,24.625,6.875,8.375,20.625,30.875,95.125,42.5,31.375,25.5,13.25,5,77.875,210.25,29.25,51.375,1635.125,14.15,0.52375,0.1565,0.324375,4.1,14.4125,9.3125,14.7125,1.4125,1.55,15.35,20.0625,3.225,1.4125,4.6375,0.080625,-0.4125,-0.575,-0.975,1.6625,0.042625,0.038,17.1375,1.05,19830,0.182,0.530125,344144.625,0.528875,-0.73375,-0.3725,0.02125,-0.04125,-0.2925,-1.4425,0.41225,0.7775,-0.3825,0.3275,-1.1125,3,0.8875,1.7125,-0.525,0.275,-0.3625,-0.1,-0.1625,-0.8625,0.7125,2.3125,1.2875,0.3125,-1.25,-0.55,1.9875,0.875,1.5625,-0.5625,2.2,0.05,0.175,0.0125,0.4125,26.275,24.15,-1.1125,0.8875,1.7125,1.6,-0.55,0.875,1.5625,1.45,-0.5625,0.05,0.175,0.1625,-0.2875,-0.3625,0.415,1.6,1.725,4.6375,4.2125,0.4375,4.6375,2.65,2.625,29.81125,5.625,77.875,212.125,2.625,29.75
MIN,2004,1,67.857143,0,1613.857143,740.285714,76.285714,235,311.285714,205.285714,40.142857,33.571429,103.428571,147.571429,602,284.857143,177.571429,143.714286,81.857143,26.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.571429,217.428571,29.428571,47.714286,1310.142857,14.285714,0.491143,0.118714,0.209429,5.3,15.257143,10.514286,17.871429,1.514286,1.871429,15.257143,22.071429,2.871429,2.257143,5.114286,0.094429,-1.042857,0.614286,-0.414286,1.928571,0.018857,0.075571,18.814286,6.892857,19755,0.187,0.525571,344994.1429,0.524286,0.248571,-0.151429,0.002857,-1.211429,-0.645714,-1.758571,0.331429,1.008571,2.944286,1.061429,-0.7,2.642857,1.342857,1.971429,-0.028571,0.257143,-0.871429,-0.1,-0.342857,-1.128571,0.785714,2.157143,3.114286,-0.085714,4.814286,-1.242857,1.757143,0.785714,1.342857,0.528571,1.942857,0.528571,0.642857,-1.785714,0.314286,23.914286,21.257143,-0.7,1.342857,1.971429,1.542857,-1.242857,0.785714,1.342857,0.957143,0.528571,0.528571,0.642857,0.585714,-0.071429,0.057143,0.367143,1.6,1.885714,5.4,3.657143,1.728571,5.1,2.871429,2.857143,30.04,6.714286,78.571429,217.571429,2.857143,30.142857
MIN,2005,1.222222,35.222222,0,1032.888889,474.444444,44.111111,157.222222,201.333333,94.444444,27.444444,23.333333,62.555556,85.333333,378.111111,180.111111,121.888889,98.333333,45.111111,15.888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.222222,218.555556,26.333333,63.222222,1601.222222,12.466667,0.483889,0.159333,0.232556,5.288889,14.2,9.833333,16.255556,1.333333,2.066667,16.4,20.511111,2.111111,1.544444,3.655556,0.046889,-1.888889,-0.155556,-2.044444,1.077778,-0.003889,0.050778,17.233333,1.165556,19799.44444,0.196,0.535444,343513.4444,0.534556,0.276667,-0.098889,-0.05,-2.058889,-0.74,-2.622222,0.404556,0.102222,-0.054444,0.291111,-2.333333,2.633333,0.311111,1.088889,0.022222,0.188889,-1.811111,-0.122222,-0.388889,-2.111111,0.211111,1.244444,1.477778,0.011111,-0.1,-2.1,1.766667,0.277778,0.977778,-0.233333,1.944444,0,0.133333,-1.9,0.388889,21.488889,20.233333,-2.333333,0.311111,1.088889,0.911111,-2.1,0.277778,0.977778,0.8,-0.233333,0,0.133333,0.133333,-1.111111,-1.444444,0.282222,1.033333,1.177778,2.977778,2.633333,0.344444,3.155556,3.222222,3.222222,27.012222,5.111111,80.222222,218.666667,3.111111,27.111111
NJN,2000,1.4,45.8,0,1420.6,674.4,69.2,168.6,237.8,150.8,37.2,27.6,91.2,130.6,551,241.6,195.6,154.2,107.8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4,198.6,26.2,64.6,1586,15.98,0.5308,0.1094,0.4116,5.34,12.32,8.72,19.66,1.52,1.24,13.3,20.52,2.66,1.12,3.8,0.1124,0.22,-1.26,-1.04,0.96,0.0764,0.036,17.74,-1.26,19805,0.167,0.5146,342211.4,0.513,0.338,-0.368,0.142,-0.148,-0.66,-0.838,0.3998,0.318,-0.648,-0.17,-1,2.46,0.16,0.98,0.16,0.34,0.5,-0.04,-0.32,0.62,0.76,-0.04,1.62,-0.34,-1.2,0.26,1.64,0.64,1.32,-1.28,1.82,-0.46,-0.36,1.6,0.4,21.82,20.62,-1,0.16,0.98,0.96,0.26,0.64,1.32,1.42,-1.28,-0.46,-0.36,-0.42,-1.36,-1.24,0.352,0.98,1.06,2.6,3.58,-0.96,2.84,2.28,2.2,26.632,3.8,77.6,201,2.2,26.6
NJN,2001,1,62.6,0,1560,637.4,80.4,239.8,320.2,229,65.8,28,110.2,125.8,569.2,244.2,135.6,103.8,136.6,45.2,19.6,436.8,177.4,20.4,58.6,79,56.2,14.6,6.6,28.2,44.4,159.4,66,43.2,34.2,39,11.2,77.6,205.2,26.6,52.2,1529,13.26,0.4704,0.1042,0.3088,4.62,13.54,8.98,21.38,1.98,1.32,15.64,19.92,1.64,1.86,3.48,0.0596,-1.36,-0.3,-1.66,1.14,0.0122,0.0474,16.84,-3.964,19765,0.17,0.5046,337726,0.5034,0.908,0.22,0.064,-1.984,-0.448,-1.298,0.3868,0.612,-2.68,-0.416,-1.7,2.54,0.42,1.2,0.18,0.24,-1.12,0.12,-0.24,-0.78,0.5,-3.14,-0.64,-0.66,-0.8,-1.42,1.72,0.14,0.8,-0.3,1.88,0.26,0.38,-1.1,0.4,24.64,22.92,-1.7,0.42,1.2,1.1,-1.42,0.14,0.8,0.82,-0.3,0.26,0.38,0.28,-1.28,-1.4,0.32,1.12,1.16,3.22,2.22,1,3.16,2.22,2,27.032,4.2,77.8,205,2.2,26.8
NJN,2002,1,64.5,0,1424.666667,559.833333,72.666667,192.666667,265.333333,186.333333,57.833333,31,106.333333,144,492.5,205.333333,140.333333,111.333333,111.666667,37.833333,17.666667,354.833333,142.166667,20.666667,44.666667,65.333333,43.333333,9.833333,6,26.333333,39.666667,122.5,50.166667,38.5,30,32.333333,11.833333,79.333333,221.833333,30,59.166667,1625.833333,15.883333,0.537667,0.191333,0.316167,6.7,14.9,10.766667,16.116667,2.05,1.95,14.95,18.933333,2.133333,2.783333,4.933333,0.135667,0.083333,1.1,1.133333,1.683333,0.057833,0.077833,16.116667,2.468333,19813.33333,0.181,0.513667,342502.1667,0.512,0.57,0.628333,0.116667,0.296667,-0.375,1.116667,0.410667,0.836667,2.468333,0.098333,1.233333,2.366667,0.916667,1.733333,0.316667,0.366667,0.25,0.116667,-0.2,0.833333,0.466667,-1.2,2.216667,-0.716667,3.633333,0.083333,1.566667,0.2,0.883333,1.083333,1.733333,0.7,0.833333,-0.983333,0.416667,25.266667,23.516667,1.233333,0.916667,1.733333,2,0.083333,0.2,0.883333,1.133333,1.083333,0.7,0.833333,0.866667,-0.216667,0.45,0.513333,1.6,1.966667,4.65,2.416667,2.266667,5.316667,2.916667,3,30.565,7.333333,79.333333,221.666667,2.833333,30.666667
NJN,2003,1.375,30.25,0,663.625,255.125,36.25,94.125,130.375,105.125,27.625,10.875,50.625,61.25,230.125,94.25,63,48.5,56.5,18.125,4.125,106.375,31,4,14.75,18.75,14.375,3.875,2,9.375,10.875,29.25,10.5,10.375,8.125,8.75,1.875,78.125,205.5,29.875,36.875,793.125,11.2125,0.446375,0.204,0.319,6.225,10.225,8.2,13.975,1.2375,2.8375,13.75,18.075,0.85,1.3875,2.225,0.078125,-2.0375,0.2,-1.825,0.925,0.0275,0.050625,15.3375,2.13625,19820.625,0.182,0.5215,340829.125,0.52175,-0.23625,0.09125,-0.11875,-0.2475,-1.85375,-2.24625,0.20075,0.4225,1.57,0.19875,-2.025,4.4375,0.5125,0.9125,0.2375,0.1625,-0.975,-0.2375,-0.975,-1.775,0.35,-0.5125,1.75,-0.45,2.6375,-2.2375,2.9875,0.225,0.575,0.1875,3.2375,0.2875,0.35,-2.4375,0.2,13.25,11.5,-2.025,0.5125,0.9125,0.7875,-2.2375,0.225,0.575,0.475,0.1875,0.2875,0.35,0.3125,-2.8,-2.5125,0.18625,0.7375,0.9125,2.475,1.5125,0.95,2.475,2.525,3,30.35375,6.375,78.125,207.125,2.5,30.25
NJN,2004,1.214286,30,0,764.714286,321.285714,24.571429,86.285714,110.857143,89.142857,27.928571,8.714286,43.5,66.285714,268.571429,116.928571,83.571429,64.071429,61.5,23.357143,1.142857,36.714286,16.5,1.642857,4.5,6.142857,4.714286,1.642857,0.071429,1.928571,4.428571,15.142857,5.785714,4.142857,3.357143,5.142857,1.571429,79,214.785714,29.5,50.571429,1154.285714,12.714286,0.493071,0.106286,0.354357,4.978571,13.692857,9.357143,14.164286,1.7,1.571429,14.8,19.592857,0.592857,1.328571,1.928571,0.077357,-2.014286,-0.235714,-2.257143,0.435714,0.022786,0.054643,16.778571,-0.322143,19806.78571,0.187,0.512286,340423.6429,0.513643,-0.660714,-0.076429,-0.039286,-0.597143,-0.903571,-2.236429,0.291071,-0.119286,0.369286,-0.151429,-2.4,2.521429,-0.171429,0.421429,-0.314286,0.235714,-0.942857,-0.014286,-0.478571,-1.514286,0.021429,-1.185714,1.621429,-0.614286,0.885714,-2.121429,1.685714,-0.192857,0.307143,-0.25,1.871429,0.014286,0.107143,-1.864286,0.278571,20.978571,19.157143,-2.4,-0.171429,0.421429,0.292857,-2.121429,-0.192857,0.307143,0.242857,-0.25,0.014286,0.107143,0.057143,-1.557143,-1.871429,0.235714,0.607143,0.635714,1.142857,0.814286,0.321429,1.728571,2.871429,3.142857,30.046429,7.5,79.071429,215.5,2.714286,30.285714
NJN,2005,1.181818,57,0,1416.181818,623,53.363636,169.818182,223.181818,161.272727,47.090909,21.454545,80,127.454546,524.363636,221.909091,164.727273,128.363636,150,50.818182,5.909091,174.181818,80.636364,5.727273,21.909091,27.636364,22.181818,7.090909,1.818182,9.090909,16.454545,66.636364,28.545455,23.454545,18.545455,18.727273,5,79,220,29.818182,52.636364,1388.363636,13.409091,0.511273,0.310182,0.258091,4.081818,12.390909,8.2,16.390909,1.590909,0.945455,11.309091,19.645455,1.545455,1.490909,3.036364,0.092545,-0.254545,-0.290909,-0.518182,0.781818,0.041,0.051545,17.463636,-0.992727,19880,0.196,0.518909,344034,0.518273,0.125455,-0.372727,0.087273,0.521818,-0.360909,-0.082727,0.349091,0.345455,1.158182,-0.468182,-0.536364,2.409091,0.1,0.8,-0.127273,0.345455,0.8,0,-0.181818,0.836364,0.663636,-2.572727,2.209091,-1.045455,1.554545,-0.236364,1.590909,0.254545,0.836364,-0.318182,1.772727,-0.154545,-0.054545,0.109091,0.372727,25.445455,23.318182,-0.536364,0.1,0.8,1.136364,-0.236364,0.254545,0.836364,1.172727,-0.318182,-0.154545,-0.054545,-0.027273,-0.763636,-0.645455,0.347273,0.981818,1.272727,2.154545,2.281818,-0.118182,3.4,2.7,3.090909,30.219091,7.181818,79.090909,219.727273,2.636364,30.272727
NOH,2002,1.125,48.5,0,1232.125,470.25,58.75,134.5,193.25,116.125,44.375,24.875,68.875,104.5,400,179,106.5,83,76.5,29.25,3.75,94,36.625,4.25,8.125,12.375,9.75,3.125,1.625,5.75,11,30.25,13.25,8.625,6.875,8.625,3.25,77.625,206.625,28.875,60.875,1815.625,13.3875,0.472375,0.105375,0.251625,5.525,15.4375,10.4875,17.325,2.1625,1.5,13.4375,18.05,2.05,2.2375,4.275,0.08775,-1.3125,0.7125,-0.5875,1.3,0.024125,0.063625,15.625,1.16375,19773.75,0.181,0.51725,343239.875,0.518375,0.33125,0.52875,-0.0325,-1.27125,-0.32125,-0.73125,0.45925,0.40625,0.9275,0.09875,-0.625,2.5875,0.4375,1.35,0.0125,0.1875,-1.25,0.1625,-0.175,-1.0875,0.3375,0.15,1.9875,-0.35,1,-1.4375,1.7125,0.1125,0.9125,0.8125,1.9375,0.3,0.425,-2.2375,0.425,25.6625,23.975,-0.625,0.4375,1.35,1.325,-1.4375,0.1125,0.9125,0.8625,0.8125,0.3,0.425,0.4875,-0.3125,-0.4,0.44125,1.3125,1.3,3.6375,2.4625,1.1625,3.5625,2.575,2.625,29.39375,6.875,77.625,207,2.625,29.5
NOH,2003,1.25,57.375,0,1563.5,619.75,59.125,144.125,203.25,173.375,67.25,19.125,91.375,115.625,556.5,226.625,138.875,108,182.875,58.5,5.75,144.5,48.125,6,13.375,19.375,14.125,4.125,2.125,10.625,12,47.125,16.875,12.125,9.625,14.75,4.75,75.625,200,30.375,60.5,1666.625,13.7875,0.51975,0.295,0.27425,3.625,10.525,7.025,19.475,2.0375,0.6875,14.0625,18,2.3125,1.8375,4.175,0.107375,0.175,-0.25,-0.125,1.15,0.0555,0.052,15.4875,0.45125,19851.875,0.182,0.51175,340354.625,0.510375,0.14625,-0.045,0.17,0.1125,-0.13875,0.07125,0.4195,0.39875,1.47,-0.18625,-0.1125,2.275,0.325,1.1875,-0.0625,0.4,0.5625,0.125,-0.0625,0.975,0.6125,-1.325,2.075,-0.7,1.7875,0.225,1.5,0.3375,1.05,-0.3625,1.6875,0,0.1125,0.6,0.4375,27.2625,25.4125,-0.1125,0.325,1.1875,1.3875,0.225,0.3375,1.05,1.3875,-0.3625,0,0.1125,0,-0.1125,-0.0875,0.46,1.375,1.4375,3.1875,2.8875,0.3125,3.9,1.7875,1.75,30.9925,7.375,75.625,200.125,1.625,31.125
